text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"When selected, prevents the downloading of any external Internet content, such as images, CSS, and JavaScript.","[100, 0, 200, 20]",12,16,0,0.0475,0.125,0.25,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,1,0
Page Layout options,"[100, 0, 200, 20]",12,3,0,0.0085,0,0.6666666666666666,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies page properties, like the properties found in the Print dialog box: page dimensions, orientation, and margins.","[100, 0, 200, 20]",12,17,0,0.052,0.058823529411764705,0.11764705882352941,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Show This Number Of Recent Archives Outlook only,"[100, 0, 200, 20]",12,8,0,0.0205,0,0.875,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"When converting email messages and folders, the Adobe PDF -  Convert Selected Messages and Convert Selected Folders  menus can list recently created PDFs to append. This option specifies the maximum number of PDFs to list in the menus.","[100, 0, 200, 20]",12,38,0,0.098,0.16216216216216217,0.32432432432432434,0.1267,0,1,0,0,0,0.6667,0,0,0,1,1,0,0.3333,0,0,0,1,0,0,0,1,0
Show ?Attach As Adobe PDF? Buttons,"[100, 0, 200, 20]",12,6,0,0.0145,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"If selected, the Attach As Adobe PDF button appears in the Outlook email message window.","[100, 0, 200, 20]",12,15,0,0.037,0.13333333333333333,0.4,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
AutoCAD-specific options on the Settings tab Acrobat Pro,"[100, 0, 200, 20]",16.02,8,0,0.0245,0,0.4444444444444444,4.83,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
The following options appear when you open the PDFMaker settings from within Autodesk AutoCAD.,"[100, 0, 200, 20]",12,14,0,0.0405,0.14285714285714285,0.2857142857142857,0.34,0,1,1,-2.01,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0.5,0,0,0.5,0
Compliance Standard,"[100, 0, 200, 20]",12,2,0,0.009,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specify the PDF/A or PDF/E compliance standard, or none.","[100, 0, 200, 20]",12,9,0,0.024,0.1111111111111111,0.45454545454545453,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Open Layers Pane When Viewed In Acrobat,"[100, 0, 200, 20]",12,7,0,0.0165,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Shows the layers structure when a PDF is opened in Acrobat.,"[100, 0, 200, 20]",12,11,0,0.0245,0.2727272727272727,0.2727272727272727,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Embed Scale Information,"[100, 0, 200, 20]",12,3,0,0.0105,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Preserves drawing-scale information, which is usable with the Acrobat measurement tools.","[100, 0, 200, 20]",12,11,0,0.039,0.09090909090909091,0.16666666666666666,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Do Not Convert Model Space To 3D,"[100, 0, 200, 20]",12,7,0,0.013,0,0.8571428571428571,1.04,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"When selected, the model space layout is not converted to a 3D annotation in the PDF.","[100, 0, 200, 20]",12,16,0,0.035,0.1875,0.125,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Choose Layout Option,"[100, 0, 200, 20]",12,3,0,0.009,0.3333333333333333,1,1.05,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies whether Current Layout, All Layouts, or Selected Layouts are included in the PDF.","[100, 0, 200, 20]",12,14,0,0.039,0.21428571428571427,0.5714285714285714,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Exclude Model Space,"[0, 0, 100, 20]",12,3,0,0.0085,0,1,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
"Available only when Convert All Layouts Without Prompting is selected from Choose Layout Option . When selected, all layouts except the model space are included in the PDF.","[100, 0, 200, 20]",12,28,0,0.0725,0.18518518518518517,0.4074074074074074,0.355,0,1,0,0,0,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Choose Layer Option,"[100, 0, 200, 20]",12,3,0,0.0085,0,1,0.97,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies whether All Layers, Selected Layers, or No Layers are included as layers in the PDF.","[100, 0, 200, 20]",12,16,0,0.0395,0.125,0.5,1.01,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Visio-specific options on the Settings tab Acrobat Pro,"[100, 0, 200, 20]",16.02,8,0,0.0235,0,0.4444444444444444,4.85,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
Visio.,"[100, 0, 200, 20]",12,1,0,0.003,0,1,-0.24,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Include Visio Custom Properties As Object Data In The Adobe PDF,"[100, 0, 200, 20]",12,11,0,0.0265,0,1,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Indicates whether custom properties of the Visio image are included as object data in the new PDF.,"[100, 0, 200, 20]",12,17,0,0.041,0.17647058823529413,0.17647058823529413,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,1,0
Exclude Visio Objects With No Custom Properties,"[100, 0, 200, 20]",12,7,0,0.0205,0,1,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Indicates whether the new PDF excludes Visio objects without custom properties.,"[100, 0, 200, 20]",12,11,0,0.0345,0.18181818181818182,0.2727272727272727,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert Comments To Adobe PDF Comments,"[100, 0, 200, 20]",12,6,0,0.0165,0,1,1.05,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Indicates whether the comments in the Visio file are converted to PDF comments in the new,"[100, 0, 200, 20]",12,16,0,0.037,0.1875,0.1875,1.01,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Always Flatten Layers In Adobe PDF,"[100, 0, 200, 20]",12,6,0,0.0145,0,1,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies if the layers are flattened. If you flatten layers, the PDF looks like the original drawing, but doesn?t contain any layer information. All shapes in the Visio drawing are converted, regardless of their protection or behavior, and shape custom properties can be converted to PDF object data.","[100, 0, 200, 20]",12,48,0,0.127,0.1875,0.12244897959183673,0.06,0,1,0.75,0,0.75,0.25,0,0,0.75,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Word tab settings Microsoft Word,"[100, 0, 200, 20]",16.02,5,0,0.014,0,0.6,4.43,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
Convert Displayed Comments To Notes In Adobe PDF,"[100, 0, 200, 20]",12,8,0,0.0205,0,1,0.91,0,1,0,-4.02,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
"Changes any Word comment entries to PDF comments. If the currently open Word document contains comments, more options appear in the Comments list on this tab:","[100, 0, 200, 20]",12,26,0,0.0665,0.07692307692307693,0.23076923076923078,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Reviewer,"[100, 0, 200, 20]",12,1,0,0.004,0,1,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Lists the names of reviewers who have entered comments in the current Word document.,"[100, 0, 200, 20]",12,14,0,0.0355,0.21428571428571427,0.14285714285714285,0.99,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Include,"[0, 0, 100, 20]",12,1,0,0.0035,0,1,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When deselected, does not include the comments in the PDF.","[100, 0, 200, 20]",12,10,0,0.0245,0.3,0.2,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Notes Open,"[100, 0, 200, 20]",12,2,0,0.0045,0.5,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Specifies whether the PDF comment windows automatically open or are closed for that reviewer?s comments.,"[100, 0, 200, 20]",12,15,0,0.045,0.13333333333333333,0.125,0.36,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Color,"[100, 0, 200, 20]",12,1,0,0.0025,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Shows the color for that reviewer?s comment icons. Clicking the color icon repeatedly cycles through a limited set of available colors.,"[100, 0, 200, 20]",12,21,0,0.0575,0.14285714285714285,0.09090909090909091,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
# Of Comments,"[100, 0, 200, 20]",12,3,0,0.0055,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Shows the number of comments that the reviewer made.,"[100, 0, 200, 20]",12,9,0,0.022,0.2222222222222222,0.1111111111111111,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert Footnote And Endnote Links,"[100, 0, 200, 20]",12,5,0,0.015,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Integrates these into the PDF.,"[100, 0, 200, 20]",12,5,0,0.013,0.2,0.4,0.96,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert signature fields specified by pdfmarks,"[100, 0, 200, 20]",12,6,0,0.0205,0.16666666666666666,0.16666666666666666,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Converts signature fields indicated by pdfmarks.,"[100, 0, 200, 20]",12,6,0,0.0215,0.16666666666666666,0.16666666666666666,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Enable Advanced Tagging,"[100, 0, 200, 20]",12,3,0,0.0105,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Integrates this into the PDF.,"[100, 0, 200, 20]",12,5,0,0.0125,0.2,0.4,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Bookmarks tab settings Microsoft Word,"[100, 0, 200, 20]",16.02,5,0,0.0165,0.2,0.6,4.65,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
The options you specify on this tab determine which items are converted into PDF bookmarks in the PDF.,"[100, 0, 200, 20]",12,18,0,0.0425,0.16666666666666666,0.16666666666666666,0.33,0,1,0.5,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
"Note: To include bookmarks in the conversion process, you must select the Add Bookmarks To Adobe PDF option on the Settings tab. If you deselect that option, you override any options you select on this tab, and no bookmarks are created.","[100, 0, 200, 20]",12,41,0,0.098,0.17073170731707318,0.21951219512195122,0.12,0,1,0,0,0.3333,0.6667,0,0,0.3333,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
Convert Word Headings To Bookmarks,"[100, 0, 200, 20]",12,5,0,0.015,0.2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Selects all the headings in the Elements list for conversion to PDF bookmarks.,"[100, 0, 200, 20]",12,13,0,0.033,0,0.23076923076923078,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert Word Styles To Bookmarks,"[100, 0, 200, 20]",12,5,0,0.014,0.2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Selects all the text styles in the Elements list for conversion to PDF bookmarks deselected by default.,"[100, 0, 200, 20]",12,17,0,0.0435,0.058823529411764705,0.17647058823529413,0.355,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Convert Word Bookmarks,"[100, 0, 200, 20]",12,3,0,0.01,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Converts any user-created Word bookmarks to PDF bookmarks.,"[100, 0, 200, 20]",12,8,0,0.0255,0,0.3333333333333333,0.96,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Element list,"[100, 0, 200, 20]",12,2,0,0.0055,0,0.5,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies which Word headings and styles are converted to PDF bookmarks.,"[0, 0, 100, 20]",12,11,0,0.031,0.18181818181818182,0.2727272727272727,1.04,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Element,"[100, 0, 200, 20]",12,1,0,0.0035,0,1,1.04,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Lists the names of all available Word headings and styles. The icons for Headings and Styles indicate the element types.,"[100, 0, 200, 20]",12,20,0,0.0505,0.1,0.25,0.595,39.72,0.5,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Type,"[100, 0, 200, 20]",12,1,0,0.002,0,1,1.04,-79.44,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Also indicates whether the element is a heading or style in the Word document.,"[100, 0, 200, 20]",12,14,0,0.0325,0.14285714285714285,0.14285714285714285,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Bookmark,"[100, 0, 200, 20]",12,1,0,0.004,0,1,1.04,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Displays X?s, indicating whether individual elements are converted to PDF bookmarks. Clicking an individual Bookmark option changes the selection status for that element.","[100, 0, 200, 20]",12,23,0,0.074,0.21739130434782608,0.20833333333333334,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Level,"[100, 0, 200, 20]",12,1,0,0.0025,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Specifies where the element fits in the hierarchy structure of the PDF Bookmarks panel. Clicking an individual Level number opens a menu that you can use to change the value.,"[100, 0, 200, 20]",12,30,0,0.0725,0.16666666666666666,0.16666666666666666,0.37,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"When some but not all of the available Word headings and styles are selected for conversion to PDF bookmarks, the marker in the corresponding check boxes at the top of the tab change. If all elements of the type are selected, a check mark appears. If only some of the elements of that type are selected, a colored square appears. Otherwise, the check box is empty.","[100, 0, 200, 20]",12,66,0,0.1495,0.15151515151515152,0.09090909090909091,0.06,0,1,0.75,0,0.75,0.25,0,0,0.75,1,1,0.25,0.5,0,0,0,1,0,0,0,1,0
Create PDFs by printing to file,"[0, 0, 100, 20]",24,6,0,0.013,0.3333333333333333,0.3333333333333333,0.76,0,1,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"In many authoring applications, you can use the Print command with the Adobe PDF printer to convert your file to PDF. Your source document is converted to PostScript and fed directly to Distiller for conversion to PDF, without manually starting Distiller. The current Distiller preference settings and Adobe PDF settings are used to convert the file. If you?re working with nonstandard page sizes, create a custom page size.","[100, 0, 200, 20]",12,68,0,0.1785,0.17647058823529413,0.21739130434782608,-0.03,0,1,0.8,-2.4,0.8,0.2,0,0,0.8,1,1,0,0.6,0,0,0,1,0.2,0,0,0.8,0
"Windows For Microsoft Office documents, the Adobe PDF printer does not include some of the features that are available from PDFMaker. For example, you cannot create bookmarks and hyperlinks using the Adobe PDF printer. If you?re creating a PDF from a Microsoft Office document and you want to use these features, use PDFMaker.","[100, 0, 200, 20]",12,53,0,0.137,0.16666666666666666,0.2777777777777778,0.055,0,1,0.25,0,0.5,0.25,0,0,0.5,1,1,0.25,0.5,0,0,0,1,0,0,0,1,0
The Adobe PDF printer creates untagged PDFs. A tagged structure is required for reflowing content to a handheld device and is preferable for producing reliable results with a screen reader.,"[100, 0, 200, 20]",12,30,0,0.08,0.2,0.16666666666666666,0.1833,0,1,0.3333,0,0.6667,0.3333,0,0,0.6667,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Create a PDF using the Print command Windows,"[100, 0, 200, 20]",16.02,8,0,0.0185,0.25,0.5,4.53,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. Open the file in its authoring application, and choose File > Print.","[100, 0, 200, 20]",12,13,0,0.0295,0.16666666666666666,0.25,0.87,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2. Choose Adobe PDF from the printers menu.,"[100, 0, 200, 20]",12,8,0,0.018,0.125,0.375,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Click the Properties or Preferences button to customize the Adobe PDF printer setting. In some applications, you may need to click Setup in the Print dialog box to open the list of printers, and then click Properties or Preferences.","[100, 0, 200, 20]",12,40,0,0.098,0.125,0.25,0.1833,6,0.6667,0.3333,0,1,0,0,0,1,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
"4. In the Print dialog box, click OK.","[100, 0, 200, 20]",12,8,0,0.015,0,0.375,1,-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Note: Your PDF is saved in the folder specified by the setting of the Adobe PDF Output Folder in the Preferences dialog box; the default location is My Documents. If you specify Prompt For Adobe PDF Filename, then a Save As dialog opens when you print.","[100, 0, 200, 20]",12,46,0,0.1035,0.1956521739130435,0.391304347826087,0.8625,4.5,0.75,0.25,0,0.5,0.5,0,0,0.5,1,1,0.25,0.25,0,0,0,1,0,0,0,1,0
Create a PDF using the Print command Mac OS X,"[100, 0, 200, 20]",16.02,10,0,0.018,0.2,0.6,4.53,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
The method for creating PDFs using the Print command changed in Mac OS v10.6 Snow Leopard with Acrobat 9.1 and later. The following procedure describes the method in both Snow Leopard and earlier versions of Mac OS X.,"[100, 0, 200, 20]",12,38,0,0.09,0.10526315789473684,0.35,0.1,0,1,0,-1.34,0,0.6667,0,0,0,1,1,0,0,0,0,0,1,0.3333,0,0,0.6667,0
2. Choose Save As Adobe PDF from the PDF menu at the bottom of the dialog box.,"[0, 0, 100, 20]",12,17,0,0.031,0,0.35294117647058826,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. For Adobe PDF Settings, choose one of the default settings, or customize the settings using Distiller. Any custom settings that you have defined are listed. For most users, the default Adobe PDF conversion settings are adequate.","[100, 0, 200, 20]",12,37,0,0.0975,0.21621621621621623,0.24324324324324326,1.7033,6,0.6667,0.3333,0,1,0,0,0,1,1,1,0.6667,0.3333,0,0,0,1,0,0,0,1,0
"4. For After PDF Creation, specify whether to open the PDF.","[100, 0, 200, 20]",12,11,0,0.0245,0.18181818181818182,0.45454545454545453,1,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
5. Click Continue.,"[100, 0, 200, 20]",12,3,0,0.008,0,0.6666666666666666,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"6. Select a name and location for your PDF, and click Save.","[100, 0, 200, 20]",12,12,0,0.024,0.08333333333333333,0.25,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Note: By default, your PDF is saved with the same filename and a .pdf extension.","[100, 0, 200, 20]",12,15,0,0.033,0.13333333333333333,0.2,4.32,18,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adobe PDF printing preferences Windows,"[0, 0, 100, 20]",24,5,0,0.017,0.2,0.6,1.99,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"Printing preferences apply to all applications that use the Adobe PDF printer, unless you change the settings in an authoring application by using the Page Setup, Document Setup, or Print menu.","[100, 0, 200, 20]",12,31,0,0.0815,0.12903225806451613,0.25806451612903225,0.5133,0,1,0.3333,-4,0.6667,0.3333,0,0,0.6667,1,1,0,0.6667,0,0,0,1,0.3333,0,0,0.6667,0
"The dialog box for setting printing preferences is named Adobe PDFPrinting Preferences, Adobe PDF Printing Defaults, or Adobe PDFDocument Properties, depending on how you access it.","[100, 0, 200, 20]",12,26,0,0.078,0.15384615384615385,0.4230769230769231,0.1567,0,1,0,0,0.6667,0.3333,0,0,0.6667,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
To access printing preferences:,"[100, 0, 200, 20]",12,4,0,0.014,0,0.25,1.09,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Open the Printers window from the Start menu. Right-click the Adobe PDF printer, and choose Printing Preferences .","[100, 0, 200, 20]",12,18,0,0.0485,0.17647058823529413,0.4444444444444444,0.385,18,0.5,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"In an authoring application such as Adobe InDesign, choose File > Print. Select Adobe PDF as the printer, and click the Properties or Preferences button. In some applications, you may need to click Setup in the Print dialog box to access the list of printers, and then click Properties or Preferences to customize the Adobe PDF settings.","[100, 0, 200, 20]",12,57,0,0.1405,0.125,0.30357142857142855,0.05,0,1,0.5,0,0.5,0.25,0,0,0.5,1,1,0.25,0.5,0,0,0,1,0,0,0,1,0
"PDF-specific options appear on the Adobe PDF Settings tab. The Paper Quality tab and Layout tab contain other familiar options for the paper source, printer ink, page orientation, and number of pages per sheet.","[100, 0, 200, 20]",12,34,0,0.0885,0.058823529411764705,0.22857142857142856,0.1833,-12,0.6667,0.6667,0,1,0,0,0,1,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Printing Preferences are different from printer Properties. The Preferences include Adobe PDFspecific options for the conversion process; the Properties dialog box contains tabs of options that are available for any type of printer.,"[100, 0, 200, 20]",12,33,0,0.1,0.15151515151515152,0.24242424242424243,1.59,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Adobe PDFConversion Settings,"[100, 0, 200, 20]",12,3,0,0.013,0,1,58.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Select a predefined set of options from the Default Settings menu or click Edit to view or change the settings in the Adobe PDF Settings dialog box.,"[100, 0, 200, 20]",12,27,0,0.061,0.1111111111111111,0.25925925925925924,0.36,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Adobe PDF Security,"[100, 0, 200, 20]",12,3,0,0.008,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"To add security to the PDF, choose one of the following options, or click Edit to view or change the security settings:","[100, 0, 200, 20]",12,22,0,0.049,0.22727272727272727,0.13636363636363635,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Reconfirm Security For Each Job : Opens the Adobe PDF Security dialog box each time you create a PDF using the Adobe PDF printer. Specify the desired settings in the dialog box.,"[100, 0, 200, 20]",12,32,0,0.073,0.12903225806451613,0.41935483870967744,0.15,12,0.6667,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.6667,0,0,0,1,0,0,0,1,0
Use The Last Known Security Settings: Uses the same security settings that were used the last time a PDF was created using the Adobe PDF printer on your computer.,"[100, 0, 200, 20]",12,29,0,0.067,0.20689655172413793,0.3448275862068966,0.095,0,1,0,0,0,0.5,0,0,0,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Adobe PDF Output Folder,"[100, 0, 200, 20]",12,4,0,0.01,0,1,1,-36,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Choose an output folder for the converted PDF, or click Browse to add or change the output folder. Choose Prompt For Adobe PDF Filename to specify a location and filename at the time of conversion.","[0, 0, 200, 20]",12,35,0,0.04075,0.11428571428571428,0.2571428571428571,-0.24,0,1,0.6667,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Adobe PDF Page Size menu,"[100, 0, 200, 20]",12,5,0,0.01,0,0.8,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Select a custom page size that you have defined.,"[100, 0, 200, 20]",12,9,0,0.02,0.3333333333333333,0.1111111111111111,0.98,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Replace Existing PDF,"[100, 0, 200, 20]",12,3,0,0.009,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Choose if you want to replace the existing PDF Always, Ask Everytime, or Never replace.","[100, 0, 200, 20]",12,15,0,0.0365,0.3333333333333333,0.4,0.97,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
View Adobe PDF Results,"[100, 0, 200, 20]",12,4,0,0.0095,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Automatically starts Acrobat and displays the converted document immediately.,"[100, 0, 200, 20]",12,9,0,0.0345,0.2222222222222222,0.2222222222222222,0.97,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Add Document Information,"[100, 0, 200, 20]",12,3,0,0.011,0,1,1.02,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Includes information such as the filename and date and time of creation.,"[100, 0, 200, 20]",12,12,0,0.0305,0,0.08333333333333333,0.97,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Rely On System Fonts Only; Do Not Use Document Fonts,"[100, 0, 200, 20]",12,10,0,0.0215,0.1,1,1.03,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Deselect this option to download fonts when creating the PDF. All your fonts will be available in the PDF, but it will take longer to create it. Leave this option selected if you are working with Asian-language documents.","[100, 0, 200, 20]",12,38,0,0.092,0.2631578947368421,0.15384615384615385,0.1633,0,1,0.6667,0,0.6667,0.3333,0,0,0.6667,1,1,0,0.3333,0,0,0,1,0,0,0,1,0
