text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
"1. Select the File tab, and then choose Options .","[100, 0, 200, 20]",12,10,0,0.02,0.2222222222222222,0.3333333333333333,1,31.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Select Add-Ins on the left side of the dialog box.,"[100, 0, 200, 20]",12,11,0,0.0215,0,0.25,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
3. Do one of the following:,"[100, 0, 200, 20]",12,6,0,0.011,0.16666666666666666,0.16666666666666666,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"If PDFMOutlook or Acrobat PDFMaker Office COM Add-in isn't listed, choose COM Add-Ins from the Manage pop-up menu and select Go .","[100, 0, 200, 20]",12,22,0,0.054,0.13636363636363635,0.48,0.385,27,0.5,0,0,1,0,0,0,1,1,1,0.5,0,0,0,0,1,0,0,0,1,0
"If PDFMOutlook or Acrobat PDFMaker Office COM Add-in is listed under Disabled Application Add-ins, select Disabled Items from the Manage pop-up menu and select Go .","[100, 0, 200, 20]",12,26,0,0.0695,0.12,0.5,0.0167,0,1,0.6667,0,1,0,0,0,1,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
4. Select PDFMOutlook or Acrobat PDFMaker Office COM Add-in and select OK .,"[100, 0, 200, 20]",12,13,0,0.0315,0,0.6153846153846154,0.51,-54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
5. Restart the Office application.,"[100, 0, 200, 20]",12,5,0,0.015,0,0.4,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert a file to PDF,"[0, 0, 100, 20]",16.02,5,0,0.0085,0.4,0.4,0.87,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
1. Open the file in the application used to create it.,"[100, 0, 200, 20]",12,11,0,0.022,0.2727272727272727,0.09090909090909091,0.87,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"2. Select the Convert To Adobe PDF button on the Acrobat PDFMaker toolbar. For Microsoft Office applications, such as Word, Excel, and PowerPoint, select the Create PDF button on the Acrobat ribbon.","[100, 0, 200, 20]",12,32,0,0.0835,0.0625,0.5,1.7967,49.8,0.3333,0.3333,0,1,0,0,0,1,1,1,0.6667,0.3333,0,0,0,1,0,0,0,1,0
"3. Enter a filename and location for the PDF, and select Save .","[100, 0, 200, 20]",12,13,0,0.0255,0,0.25,0.99,-149.4,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Optional Check View Result to open the PDF or enable Protect PDF to specify the Security settings for the PDF.,"[100, 0, 200, 20]",12,21,0,0.0465,0.09523809523809523,0.42857142857142855,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Create a PDF and share the link for viewing or commenting,"[100, 0, 200, 20]",16.02,11,0,0.0235,0.2727272727272727,0.18181818181818182,4.13,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"Applicable to Microsoft Word, Excel, and PowerPoint","[100, 0, 200, 20]",12,7,0,0.0225,0,0.7142857142857143,0,0,1,1,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
2. Do any of the following:,"[100, 0, 200, 20]",12,6,0,0.011,0.16666666666666666,0.16666666666666666,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"From the Home tab, choose Create PDF and share link .","[100, 0, 200, 20]",12,11,0,0.0215,0,0.4,1,54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Select File        - Share        - Create PDF and share link        - Create PDF and Share link .,"[100, 0, 200, 20]",12,17,0,0.0305,0.07692307692307693,0.6153846153846154,7.95,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Select File        - Share as Adobe PDF link .,"[0, 0, 100, 20]",12,9,0,0.0155,0,0.7142857142857143,75.83,-67.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Acrobat converts the file to PDF, displays it in Acrobat, and copies the shareable link. You can share the link with the desired recipients.","[100, 0, 200, 20]",12,25,0,0.0595,0.12,0.16,37.8,-24.75,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Create a PDF and share via Outlook,"[100, 0, 200, 20]",16.02,7,0,0.014,0.14285714285714285,0.42857142857142855,3.33,-36,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"From the Home tab, choose Create PDF and Share via Outlook .","[100, 0, 200, 20]",12,12,0,0.0245,0,0.5454545454545454,1,54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"From the Acrobat tab, choose Create PDF and Share via Outlook .","[0, 0, 100, 20]",12,12,0,0.026,0,0.5454545454545454,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Select File      - Share      - Email      - Create PDF and Share via Outlook .,"[100, 0, 200, 20]",12,14,0,0.0255,0,0.8,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Acrobat converts the file into a PDF, creates a shareable link, and opens Outlook with the link in a new message draft.","[100, 0, 200, 20]",12,23,0,0.05,0.13043478260869565,0.13043478260869565,1.5,-24.75,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"4. You can edit the message as desired, add the recipient's email addresses, and then select Send .","[100, 0, 200, 20]",12,18,0,0.041,0.1111111111111111,0.1111111111111111,0.025,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Create a PDF as an email attachment,"[0, 0, 100, 20]",16.02,7,0,0.0145,0.14285714285714285,0.2857142857142857,0.94,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
2. Choose Adobe PDF    - Convert To Adobe PDF And Email .,"[100, 0, 200, 20]",12,12,0,0.0215,0,0.9,1.15,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"For Microsoft Office applications, such as Word, Excel, and PowerPoint, click the Create And Share button on the Acrobat ribbon.","[100, 0, 200, 20]",12,20,0,0.0545,0.05,0.5,1.55,9,0.5,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"When the conversion has finished, the PDF is opened in Adobe Acrobat. Click the Send File By Email icon   in Acrobat. For more information, see Share ahttps://helpx.adobe.com/acrobat/using/sharing-pdfs.html PDF as an email attachment.https://helpx.adobe.com/acrobat/using/sharing-pdfs.html","[100, 0, 200, 20]",12,32,0,0.128,0.14705882352941177,0.2653061224489796,1.2933,0,0.3333,0.3333,0,1,0,0,0,1,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
Attach a file as PDF Outlook,"[100, 0, 200, 20]",16.02,6,0,0.0115,0.16666666666666666,0.5,4.22,-49.5,0,0,4.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
"1. In the Outlook email Message window, click Acrobat    - Attach as Adobe PDF button.","[100, 0, 200, 20]",12,15,0,0.0345,0,0.5,-0.33,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"2. Select a file to attach, and click Open .","[100, 0, 200, 20]",12,10,0,0.0175,0.2222222222222222,0.2222222222222222,0.93,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert files to a secured PDF and attach it to an email message Outlook,"[100, 0, 200, 20]",16.02,14,0,0.0295,0.21428571428571427,0.21428571428571427,4.15,-31.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"1. In the Outlook email Message window, click the Attach As Secured Adobe PDF button .","[100, 0, 200, 20]",12,16,0,0.0355,0.06666666666666667,0.5333333333333333,1.84,24.75,0,0.5,-2.01,0,0.5,0,0,0,1,1,0,0,0,0,0,1,0.5,0,0,0.5,0
The Attach As Secured Adobe PDF button appears only after you?ve configured an Adobe Experience Manager Document Security using the All tools     - Protect a PDF     - Set Security Properties     - Security Method .,"[100, 0, 200, 20]",12,34,0,0.085,0.16666666666666666,0.6129032258064516,0.1333,0,1,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0,0,0,0,1,0,0,0,1,0
"2. Click Browse, select a file to convert, and click Open .","[100, 0, 200, 20]",12,12,0,0.024,0.18181818181818182,0.2727272727272727,0.93,-18,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Specify the users that can open the PDF, and then click OK :","[100, 0, 200, 20]",12,14,0,0.025,0.15384615384615385,0.23076923076923078,0.92,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"To specify only users that receive the PDF, select Restrict Access Only To People In This Message?s To:, Cc:, And Bcc : List. In this case, the PDF isn?t secured until you send the email message.","[100, 0, 200, 20]",12,36,0,0.08,0.14285714285714285,0.4594594594594595,0.7767,18,0.6667,0.6667,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
"To specify only users that are specified by a security policy, select Restrict Access By Applying The Following Security Policy, and then select a security policy in the list. In this case, the PDF is secured before it is attached to the email message.","[100, 0, 200, 20]",12,44,0,0.1045,0.20454545454545456,0.25,-0.065,0,1,1,0,0.5,0.25,0,0,0.5,1,1,0.25,0.5,0,0,0,1,0,0,0,1,0
"4. If prompted, enter your user name and password to log in to the Adobe LiveCycleRights Management Server.","[0, 0, 200, 20]",12,18,0,0.0225,0.16666666666666666,0.2777777777777778,-0.23,18,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Create a PDF and send it for review,"[100, 0, 200, 20]",16.02,8,0,0.014,0.25,0.25,4.12,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"2. Click the Convert To Adobe PDF And Send For Review button on the Acrobat PDFMaker toolbar, or if available choose Adobe PDF      - Convert To Adobe PDF And Send For Review .","[100, 0, 200, 20]",12,33,0,0.0695,0.03225806451612903,0.6774193548387096,0.5867,6,0.6667,0,0,0.6667,0,0,0,0.6667,1,1,0.3333,0,0,0,0,1,0,0,0,1,0
"3. When the Identity Setup dialog box appears, enter the appropriate information about yourself, and click Complete .","[100, 0, 200, 20]",12,18,0,0.05,0.11764705882352941,0.23529411764705882,0.35,0,0,0,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"4. Follow the directions in the wizard that appears, as described in Start an email-basedhttps://helpx.adobe.com/acrobat/using/starting-pdf-review.html#startanemailbasedreview review.","[100, 0, 200, 20]",12,16,0,0.084,0.1111111111111111,0.07407407407407407,0.39,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Create a PDF and run an action,"[100, 0, 200, 20]",16.02,7,0,0.012,0.2857142857142857,0.2857142857142857,4.12,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"2. Click the Convert To Adobe PDF And Run Action button on the Acrobat PDFMaker toolbar, or if available choose Adobe PDF      - Convert To Adobe PDF And Run Action .","[100, 0, 200, 20]",12,31,0,0.0655,0.034482758620689655,0.6551724137931034,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"For Microsoft Office 2010 applications such as Word, Excel, and PowerPoint, click the Create PDF And Run Action button on the Acrobat ribbon.","[100, 0, 200, 20]",12,23,0,0.0595,0.043478260869565216,0.5217391304347826,1.44,0,1,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"3. Click an action to from the button menu, and follow the onscreen prompts to save the files.","[100, 0, 200, 20]",12,18,0,0.0385,0.1111111111111111,0.05555555555555555,0.385,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
4. The PDF opens in Acrobat. Click Start in the right-hand pane to process the file.,"[100, 0, 200, 20]",12,16,0,0.0345,0.125,0.29411764705882354,1,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
View PDFMaker conversion settings,"[0, 0, 100, 20]",24,4,0,0.015,0,0.5,2.14,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"PDFMaker conversion settings vary according to file types. For example, the options available for PowerPoint files aren?t the same as the options available for Outlook files. Once you?ve selected conversion settings, those choices apply to all subsequent PDFs you create from that file type. It?s a good idea to review the settings occasionally.","[100, 0, 200, 20]",12,53,0,0.1465,0.1509433962264151,0.125,0.35,0,1,1,-3,0.75,0.25,0,0,0.75,1,1,0,0.75,0,0,0,1,0.25,0,0,0.75,0
1. Open a PDFMaker-enabled application such as Word or Excel.,"[100, 0, 200, 20]",12,10,0,0.026,0.1,0.36363636363636365,1.07,31.5,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
2. Do one of the following:,"[100, 0, 200, 20]",12,6,0,0.011,0.16666666666666666,0.16666666666666666,1.07,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Lotus Notes Choose Actions > Change Adobe PDF Conversion Settings .,"[100, 0, 200, 20]",12,11,0,0.0285,0,1,4.98,54,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Office 2010 applications In the Acrobat or Adobe PDF ribbon, click Preferences .","[100, 0, 200, 20]",12,13,0,0.034,0,0.5,0.15,0,1,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
All other applications Choose Adobe PDF        - Change Conversion Settings .,"[100, 0, 200, 20]",12,11,0,0.03,0,0.7777777777777778,0.54,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Optional To revert to the original default settings, click Restore Defaults on the Settings tab.","[100, 0, 200, 20]",12,16,0,0.042,0.0625,0.3125,0.145,-18,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Settings tab of the Adobe PDFMaker preferences,"[100, 0, 200, 20]",16.02,7,0,0.02,0,0.42857142857142855,4.86,-49.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
The settings available for PDFMaker depend on the application in which you?re using PDFMaker.,"[100, 0, 200, 20]",12,14,0,0.04,0.07142857142857142,0.2,0.345,0,1,0.5,-2.01,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0.5,0,0,0.5,0
Conversion Settings,"[100, 0, 200, 20]",12,2,0,0.009,0,1,1.05,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies the standard by which the PDF will be optimized. When you choose an item in the menu, a description of that preset appears immediately below it.","[100, 0, 200, 20]",12,27,0,0.064,0.18518518518518517,0.1111111111111111,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
View Adobe PDF Result,"[100, 0, 200, 20]",12,4,0,0.009,0,1,1.06,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Opens the converted document directly into Acrobat. Exception: when you choose Convert To Adobe PDF And Email .,"[100, 0, 200, 20]",12,18,0,0.047,0.11764705882352941,0.5294117647058824,0.355,0,1,0.5,0,0,0.5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Prompt For Adobe PDF File Name,"[100, 0, 200, 20]",12,6,0,0.0125,0,1,0.97,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Lets you enter a custom filename for the resulting PDF. Deselect this option to save the file in the same folder as the source file, using the same name but with a .pdf extension.","[100, 0, 200, 20]",12,34,0,0.073,0.14705882352941177,0.08823529411764706,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Convert Document Information,"[100, 0, 200, 20]",12,3,0,0.013,0,1,1.05,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Adds document information from the Properties dialog box of the source file. This setting overrides the printer preferences and settings in the Advanced panel of the Adobe PDF Settings dialog box.,"[100, 0, 200, 20]",12,31,0,0.083,0.06451612903225806,0.22580645161290322,0.16,0,1,0,0,0.3333,0.3333,0,0,0.3333,1,1,0,0.3333,0,0,0,1,0,0,0,1,0
"The Advanced Settings button opens the Adobe PDF Settings dialog box, which contains many additional conversion options. These conversion settings apply to all Acrobat features that create PDFs, such as Acrobat Distiller, PDFMaker, and the Acrobat application itself.","[0, 0, 200, 20]",12,38,0,0.0575,0.10526315789473684,0.34210526315789475,-0.24,0,1,0.3333,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
PDF/A Compliance,"[100, 0, 200, 20]",12,2,0,0.0075,0,1,1.12,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Creates the PDF so that it conforms to the selected ISO standard for long-term preservation of electronic documents.,"[100, 0, 200, 20]",12,18,0,0.0495,0.16666666666666666,0.15789473684210525,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Security tab of the Adobe PDFMaker preferences,"[100, 0, 200, 20]",16.02,7,0,0.02,0,0.42857142857142855,4.76,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
Require A Password To Open The Document,"[100, 0, 200, 20]",12,7,0,0.0165,0.2857142857142857,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"When selected, makes the Document Open Password option available, where you enter a password that users must use to open the document.","[100, 0, 200, 20]",12,22,0,0.0565,0.22727272727272727,0.18181818181818182,0.37,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Restrict Editing And Printing Of The Document,"[100, 0, 200, 20]",12,7,0,0.0195,0,1,1.04,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"When selected, makes the other Permissions options available.","[100, 0, 200, 20]",12,8,0,0.027,0.25,0.25,0.98,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Change Permissions Password,"[100, 0, 200, 20]",12,3,0,0.0125,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies a password you set that users must use in order to do any allowable printing or editing.,"[100, 0, 200, 20]",12,18,0,0.0405,0.16666666666666666,0.05555555555555555,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Printing Allowed,"[100, 0, 200, 20]",12,2,0,0.0075,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies whether users who use the Permissions Password can print the document and at what resolution.,"[100, 0, 200, 20]",12,16,0,0.044,0.125,0.1875,0.375,0,1,0,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Changes Allowed,"[100, 0, 200, 20]",12,2,0,0.007,0.5,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies what changes users who use the Permissions Password can make.,"[100, 0, 200, 20]",12,11,0,0.0305,0.2727272727272727,0.2727272727272727,0.98,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Enable Copying Of Text, Images, And Other Contents","[100, 0, 200, 20]",12,8,0,0.0215,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Prevents or allows users from copying from the PDF.,"[100, 0, 200, 20]",12,9,0,0.0215,0.2222222222222222,0.2222222222222222,0.98,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Enable Text Access For Screen Reader Devices For The Visually Impaired,"[100, 0, 200, 20]",12,11,0,0.03,0,1,1.02,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Prevents or allows screen reader devices to read text. Selected by default.,"[100, 0, 200, 20]",12,12,0,0.032,0.25,0.16666666666666666,0.98,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Enable Plaintext Metadata,"[100, 0, 200, 20]",12,3,0,0.0115,0,1,1.04,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies whether the search engine can read the document metadata. Available only when the PDF-compatibility is set to Acrobat 6.0 PDF 1.5 or later.,"[100, 0, 200, 20]",12,24,0,0.063,0.16666666666666666,0.18518518518518517,0.37,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,1,0
"Convert Microsoft Word, PowerPoint, and Excel files to PDF","[0, 0, 100, 20]",24,9,0,0.025,0.1111111111111111,0.6666666666666666,6.81,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"When creating a PDF from Microsoft Word, PowerPoint, or Excel, you can set conversion options for the current file. You can also select a range of content in the file to convert. The conversion options that you can set in the following steps are some of the most commonly used settings from the Acrobat PDFMaker dialog box. Any changes you make to the conversion options apply to the current conversion only.","[100, 0, 200, 20]",12,71,0,0.169,0.11267605633802817,0.15492957746478872,1.18,0,1,0.8,-2.4,0.8,0.2,0,0,0.8,1,1,0,0.8,0,0,0,1,0.2,0,0,0.8,0
Convert Excel files to PDF,"[100, 0, 200, 20]",24,5,0,0.011,0.4,0.6,-19.74,0,1,0,12,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
1. Open a file in Excel.,"[100, 0, 200, 20]",12,6,0,0.0095,0.16666666666666666,0.3333333333333333,22.92,31.5,0,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"2. Optionally, select the cells to convert.","[100, 0, 200, 20]",12,7,0,0.0185,0.2857142857142857,0.14285714285714285,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. From the Acrobat ribbon, select one of the Create options.","[100, 0, 200, 20]",12,11,0,0.0255,0.09090909090909091,0.2727272727272727,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"4. In the Acrobat PDFMaker dialog box, select a Conversion Range, then choose Convert To PDF .","[100, 0, 200, 20]",12,17,0,0.039,0.125,0.5,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"5. In the Save Adobe PDF File As dialog box, specify a filename and location for the PDF.","[100, 0, 200, 20]",12,18,0,0.036,0.05555555555555555,0.3888888888888889,1.01,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"6. Optionally, select the Options button to change the conversion settings.","[100, 0, 200, 20]",12,11,0,0.0325,0.18181818181818182,0.18181818181818182,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
7. Select Save to create the PDF.,"[100, 0, 200, 20]",12,7,0,0.0135,0.14285714285714285,0.42857142857142855,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Word and PowerPoint files to PDF,"[100, 0, 200, 20]",16.02,7,0,0.017,0.14285714285714285,0.5714285714285714,4.12,-31.5,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
1. Open a file in Word or PowerPoint.,"[100, 0, 200, 20]",12,8,0,0.015,0.125,0.375,0.87,31.5,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
"2. Optionally, select objects and text Word or slides PowerPoint, as needed.","[100, 0, 200, 20]",12,12,0,0.0325,0.08333333333333333,0.25,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. Office 2010 From the Acrobat ribbon, select Create PDF, Create And Attach to Email, or Create And Send For Review.","[100, 0, 200, 20]",12,21,0,0.0485,0,0.6666666666666666,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"4. In the Save Adobe PDF File As dialog box, specify a filename and location for the PDF.","[100, 0, 200, 20]",12,18,0,0.036,0.05555555555555555,0.3888888888888889,1.01,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"5. Optionally, click the Options button to change the conversion settings.","[100, 0, 200, 20]",12,11,0,0.032,0.18181818181818182,0.18181818181818182,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
6. Select a Page Range Word or Slide Range PowerPoint. The Selection option is available only if you have selected content in the file.,"[100, 0, 200, 20]",12,24,0,0.056,0.16666666666666666,0.375,0.385,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
"7. Click OK, then click Save to create the PDF.","[100, 0, 200, 20]",12,10,0,0.019,0.1,0.4,1,-18,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert email messages to PDFs,"[0, 0, 100, 20]",24,5,0,0.013,0.2,0.4,2.02,0,1,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"You can use PDFMaker to convert one or more Microsoft Outlook or Lotus Notes email messages or entire folders of messages to a merged PDF or PDF Portfolio . Within a PDF Portfolio, each email message appears as a separate PDF file.","[100, 0, 200, 20]",12,42,0,0.095,0.12195121951219512,0.3170731707317073,0.5067,0,1,0.3333,-4,0.3333,0.3333,0,0,0.3333,1,1,0,0.3333,0,0,0,1,0.3333,0,0,0.6667,0
The Acrobat PDFMaker Conversion Settings dialog box contains the option that determines whether email messages are merged into one continuous PDF or assembled into a PDF Portfolio .,"[100, 0, 200, 20]",12,28,0,0.077,0.18518518518518517,0.2962962962962963,0.1467,0,1,0.3333,0,0.3333,0.3333,0,0,0.3333,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
"The controls that activate an email conversion to PDF appear in two places within the email application: on the Acrobat PDFMaker toolbar and on a menu. In Outlook, the menu is called Adobe PDF and appears to the right of the Outlook Help menu. In Lotus Notes, PDF commands appear under the Actions menu.","[100, 0, 200, 20]",12,54,0,0.125,0.1111111111111111,0.2777777777777778,0.0575,0,1,0.25,0,0.75,0.25,0,0,0.75,1,1,0.25,0.75,0,0,0,1,0,0,0,1,0
"You can convert one currently open email message to PDF not to a PDF Portfolio  by choosing File - Print, and selecting Adobe PDF as the printer in the Print dialog box. The PDFMaker conversion settings do not affect this process.","[100, 0, 200, 20]",12,41,0,0.0945,0.125,0.275,0.1567,0,1,0,0,0.6667,0.3333,0,0,0.6667,1,1,0.3333,0.3333,0,0,0,1,0,0,0,1,0
Specify whether email messages become merged PDFs or PDF Portfolios,"[100, 0, 200, 20]",16.02,10,0,0.029,0.1,0.4,4.67,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
