text,bbox,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label
Exports comments to the output file.,"[100, 0, 200, 20]",12,6,0,0.0155,0,0.16666666666666666,4.98,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Image Settings,"[100, 0, 200, 20]",12,2,0,0.0065,0,1,-7,-36,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Text Recognition Settings,"[100, 0, 200, 20]",12,3,0,0.0115,0,1,4.98,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Recognize Text If Needed: Recognizes text if the PDF contains images that contain text.,"[100, 0, 200, 20]",12,14,0,0.037,0.21428571428571427,0.42857142857142855,0.99,36,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Set Language: Specifies the language se?ng for OCR.,"[100, 0, 200, 20]",12,8,0,0.022,0.125,0.4444444444444444,0.45,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert PDF to RTF,"[0, 0, 100, 20]",24,4,0,0.0075,0.25,0.75,2.12,18,0,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"3. Under EXPORT PDF TO, select the drop-down menu next to Other format . Then","[100, 0, 200, 20]",12,15,0,0.0315,0.07142857142857142,0.4,1.06,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
select RTF .,"[100, 0, 200, 20]",12,3,0,0.005,0,0.5,-0.25,18,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
4. Select Convert to RTF .,"[100, 0, 200, 20]",12,6,0,0.0105,0,0.6,39.86,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"5. In the Save as dialog, select a location where you want to save the file and then","[100, 0, 200, 20]",12,18,0,0.0335,0.16666666666666666,0.1111111111111111,1.06,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
PDF to RTF conversion se?ngs,"[100, 0, 200, 20]",16.02,5,0,0.012,0,0.3333333333333333,0.96,-36,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"In Acrobat, select All tools - Export a PDF and select Other format. From the drop-down menu next to Other format, select RTF . Select the settings icon to change the export","[100, 0, 200, 20]",12,32,0,0.071,0.13333333333333333,0.3225806451612903,1.34,119.1,0.5,0,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
Include Images: Exports images to the output file.,"[0, 0, 100, 20]",12,8,0,0.0215,0.125,0.375,1,-36,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert PDF to HTML Web Page,"[0, 0, 100, 20]",24,6,0,0.0115,0,0.8333333333333334,2,18,0,0,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"3. Select the drop-down menu next to Other format, Select HTML .","[100, 0, 200, 20]",12,12,0,0.0265,0.09090909090909091,0.3333333333333333,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Select Convert to HTML.,"[100, 0, 200, 20]",12,5,0,0.011,0,0.6,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
PDF to HTML conversion se?ngs,"[100, 0, 200, 20]",16.02,5,0,0.0125,0,0.3333333333333333,4.12,-36,0,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"next to Other format, select HTML . Select the settings icon to change the export","[100, 0, 200, 20]",12,15,0,0.0335,0.14285714285714285,0.21428571428571427,1.67,249.06,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
FILE AND NAVIGATION PANE SETTINGS,"[100, 0, 200, 20]",12,5,1,0.0145,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Single html page,"[0, 0, 100, 20]",16.02,3,0,0.007,0,0.3333333333333333,0.9,0,1,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
"Specifies that a single HTML file is created when you export to HTML. To add a navigation pane, enable the following:","[100, 0, 200, 20]",12,21,0,0.0485,0.23809523809523808,0.19047619047619047,0.33,0,1,0.5,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
Add Headings-based Navigation Frame,"[100, 0, 200, 20]",12,4,0,0.016,0,0.8,1.03,36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Add Bookmarks-based Navigation Frame,"[100, 0, 200, 20]",12,4,0,0.0165,0,0.8,1.03,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Multiple html pages,"[100, 0, 200, 20]",16.02,3,0,0.0085,0,0.3333333333333333,5.5,-36,0,0,4.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
Specifies that multiple HTML files are created when you export to HTML. Choose one of the criteria to split the document into multiple HTML files.,"[100, 0, 200, 20]",12,25,0,0.061,0.2,0.2,0.33,0,1,0.5,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
Split by Document Headings,"[100, 0, 200, 20]",12,4,0,0.0115,0,0.75,1.03,36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Split by Document Bookmarks,"[100, 0, 200, 20]",12,4,0,0.012,0,0.75,1.04,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Content se?ngs,"[100, 0, 200, 20]",16.02,2,0,0.0065,0,0.3333333333333333,4.23,-36,0,0,4.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
Include Images,"[100, 0, 200, 20]",12,2,0,0.0065,0,1,0.87,0,1,0,-4.02,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Specifies if images are exported when you export a PDF as HTML.,"[100, 0, 200, 20]",12,12,0,0.026,0.25,0.25,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Detect and Remove Headers and Footers,"[100, 0, 200, 20]",12,6,0,0.016,0,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Specifies if header and footer content in the PDF should be deleted and removed from the HTML files.,"[100, 0, 200, 20]",12,18,0,0.0415,0.16666666666666666,0.16666666666666666,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0,0,0,0,1,0,0,0,1,0
Text recogni?on se?ngs,"[100, 0, 200, 20]",16.02,3,0,0.01,0,0.2,4.23,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
Recognize Text If Needed,"[100, 0, 200, 20]",12,4,0,0.0105,0.25,1,0.87,0,1,0,-4.02,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Recognizes text if the PDF contains images that contain text.,"[100, 0, 200, 20]",12,10,0,0.026,0.2,0.2,0.96,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Set Language,"[100, 0, 200, 20]",12,2,0,0.0055,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Specifies the language setting for OCR.,"[100, 0, 200, 20]",12,6,0,0.017,0.16666666666666666,0.3333333333333333,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert PDF to Microso? Excel,"[0, 0, 100, 20]",24,5,0,0.0125,0,0.8,1.91,0,1,0,-7.98,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
Convert PDF to Microsoft Excel XLSX,"[100, 0, 200, 20]",16.02,6,0,0.015,0,0.8333333333333334,1.91,0,1,0,-7.98,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1
"3. From the Microsoft Excel drop-down menu, select XLSX .","[100, 0, 200, 20]",12,10,0,0.024,0,0.4,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Select Convert to XLSX .,"[100, 0, 200, 20]",12,6,0,0.011,0.2,0.6,46.62,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert PDF to XML,"[100, 0, 200, 20]",16.02,4,0,0.0075,0.25,0.75,0.92,-36,0,0,4.02,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1
"3. From the Microsoft Excel drop-down menu, select XML .","[100, 0, 200, 20]",12,10,0,0.0235,0,0.4,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Select Convert to XML .,"[0, 0, 100, 20]",12,6,0,0.0105,0.2,0.6,1.03,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
PDF to Microso? Excel XLSX or XML conversion se?ngs,"[100, 0, 200, 20]",12,9,0,0.0215,0,0.5,1.03,-36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In Acrobat, select All tools - Export a PDF and select Microsoft Excel . From the drop down menu next to Microsoft Excel, select the format you want your Excel to be. You get XLSX and XML options. Select the settings icon to change the export preferences.","[100, 0, 200, 20]",12,47,0,0.1045,0.15555555555555556,0.3333333333333333,0.8367,69.16,0.6667,0.3333,0,1,0,0,0,1,1,1,0,0.6667,0,0,0,1,0,0,0,1,0
Excel Workbook Settings,"[100, 0, 200, 20]",12,3,0,0.0105,0,1,1,-207.48,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies whether to create a Worksheet for each table or page, or the entire document.","[100, 0, 200, 20]",12,15,0,0.0365,0.06666666666666667,0.13333333333333333,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Numeric Settings,"[100, 0, 200, 20]",12,2,0,0.0075,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the decimal and thousands separators for numeric data. Select one of the following:,"[100, 0, 200, 20]",12,14,0,0.04,0,0.14285714285714285,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Detect decimal and thousands separators using regional settings,"[100, 0, 200, 20]",12,8,0,0.028,0.125,0.125,1,36,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Treat the following as decimal and thousands separators . Then enter or selecct separators in the respective fields.,"[100, 0, 200, 20]",12,18,0,0.0495,0.058823529411764705,0.11764705882352941,0.315,0,1,1,0,0.5,1,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Convert PDF to PostScript or Encapsulated PostScript EPS,"[0, 0, 100, 20]",24,8,0,0.0245,0.125,0.75,6.82,0,1,1,-12,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
You can export a PDF to PostScript for printing and prepress applications. The PostScript file includes full DSC Document Structuring Conventions comments and other advanced information preserved by Adobe Acrobat Distiller. You can also create an EPS file from any PDF for placement or opening in other applications. The options available depend on whether you're converting a document to PostScript or EPS. To convert PDF to PS or EPS format:,"[100, 0, 200, 20]",12,70,0,0.187,0.11267605633802817,0.30985915492957744,1.182,0,1,1,-2.4,0.8,0.2,0,0,0.8,1,1,0,0.8,0,0,0,1,0.2,0,0,0.8,0
"3. Select the drop-down menu next to Other format, as required, select EPS or PS .","[100, 0, 200, 20]",12,16,0,0.0335,0.13333333333333333,0.25,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Select Convert to EPS or Convert to PS . The options will be displayed based on your,"[100, 0, 200, 20]",12,18,0,0.035,0.17647058823529413,0.35294117647058826,45.47,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
choice in the previous step.,"[100, 0, 200, 20]",12,5,0,0.012,0,0,-0.23,18,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
"If you create EPS files for separations in Acrobat Pro, all image color spaces should be CMYK.","[100, 0, 200, 20]",12,17,0,0.039,0.11764705882352941,0.29411764705882354,1.39,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
PDF to PS and EPS conversion se?ngs,"[0, 0, 100, 20]",12,7,0,0.0145,0,0.375,1.03,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"next to Other format, select PS or EPS . Select the settings icon to change the export","[100, 0, 200, 20]",12,17,0,0.035,0.125,0.25,1.71,265.92,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Printer Description File,"[100, 0, 200, 20]",12,3,0,0.011,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
The PostScript Printer Description PPD provides the necessary information to format a PostScript file correctly for a particular output device. Device Independent creates only composite not color-separated PostScript or EPS files. Acrobat Default provides a starting point and reference for creating all types of PostScript and restores all default settings for the conversion. Adobe PDF 7.0 is compatible with most devices. This option is available only in PostScript PS format.,"[100, 0, 200, 20]",12,70,0,0.205,0.11428571428571428,0.25,-0.04,0,1,0.8333,0,0.8333,0.1667,0,0,0.8333,1,1,0,0.5,0,0,0,1,0,0,0,1,0
ASCII or Binary,"[100, 0, 200, 20]",12,3,0,0.0065,0,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies the output format of image data. Binary output yields smaller files, but not all workflows can accommodate binary output.","[100, 0, 200, 20]",12,20,0,0.056,0.05,0.1,0.36,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
PostScript,"[100, 0, 200, 20]",12,1,0,0.005,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the level of PostScript compatibility. Use Language Level 3 only if the target output device supports it. Language Level 2 is suitable for EPS files placed in another document and color-separated as part of that document. Use Language Level 2 for EPS files that you import into Microsoft applications.,"[100, 0, 200, 20]",12,50,0,0.131,0.1,0.2549019607843137,0.0575,0,1,0,0,0.75,0.25,0,0,0.75,1,1,0,0.75,0,0,0,1,0,0,0,1,0
Font Inclusion,"[100, 0, 200, 20]",12,2,0,0.0065,0,1,1.01,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the fonts to be included in the PostScript. Embedded fonts are taken from the PDF; the referenced fonts are taken from the computer.,"[100, 0, 200, 20]",12,24,0,0.0595,0.2916666666666667,0.16666666666666666,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Include Comments,"[100, 0, 200, 20]",12,2,0,0.0075,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Preserves the appearance of comments in the resulting PostScript file.,"[100, 0, 200, 20]",12,10,0,0.0305,0.1,0.2,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert True Type to Type 1,"[100, 0, 200, 20]",12,6,0,0.011,0.16666666666666666,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Converts TrueType fonts to Type 1 fonts in the resulting PostScript file.,"[100, 0, 200, 20]",12,12,0,0.031,0.16666666666666666,0.3333333333333333,0.95,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Include Preview,"[100, 0, 200, 20]",12,2,0,0.007,0,1,1.01,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies if a TIFF preview is created for the resulting EPS file. This option isn't available when saving as PostScript.,"[100, 0, 200, 20]",12,20,0,0.051,0.19047619047619047,0.23809523809523808,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Page Range,"[100, 0, 200, 20]",12,2,0,0.0045,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Specifies the pages you want to export. When you export files to EPS output, each page in the range is saved as a separate EPS file.","[100, 0, 200, 20]",12,26,0,0.0535,0.19230769230769232,0.15384615384615385,0.355,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Convert PDF to Text and XML 1.0,"[0, 0, 100, 20]",24,7,0,0.0125,0,0.5,1.72,0,1,0,-7.98,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
Convert PDF to XML 1.0,"[100, 0, 200, 20]",16.02,5,0,0.009,0.2,0.5,1.72,0,1,0,-7.98,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1
"To export a file in XML format, go to All Tools - Export a PDF . Select other format, then the drop-down next to other format, and then select XML 1.0 .","[100, 0, 200, 20]",12,32,0,0.0605,0.10344827586206896,0.25806451612903225,0.51,0,1,0,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
Convert PDF to text,"[100, 0, 200, 20]",16.02,4,0,0.008,0.25,0.5,0.98,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"To export a file in text format, go to All Tools - Export a PDF . Select other format, then the drop-down next to other format, and then select TXT .","[100, 0, 200, 20]",12,31,0,0.0595,0.10714285714285714,0.2413793103448276,0.51,0,1,0,-2.01,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0.5,0,0,0.5,0
PDF to Text and XML 1.0 conversion settings,"[100, 0, 200, 20]",12,8,0,0.018,0,0.3333333333333333,30.65,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In Acrobat, select All tools - Export a PDF and select Other format. From the drop-down menu next to Other format, select TXT or XML 1.0 . Select the settings icon to change the export preferences.","[100, 0, 200, 20]",12,36,0,0.081,0.11764705882352941,0.3055555555555556,0.8267,0,1,0,0,1,0,0,0,1,1,1,0,0.6667,0,0,0,1,0,0,0,1,0
Output file settings,"[100, 0, 200, 20]",16.02,3,0,0.009,0,0.3333333333333333,3.57,0,1,0,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
Encoding,"[100, 0, 200, 20]",12,1,0,0.004,1,1,0.98,0,1,0,-4.02,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
"Refers to the binary values, based on international standards, used to represent the text characters. UTF-8 is a Unicode representation of characters using one or more 8-bit bytes per character. UTF-16 represents characters using 16-bit bytes. ISO-Latin-1 is an 8-bit representation of characters that is a superset of ASCII. UCS-4 is a Universal Character Set coded in four octets. HTML/ASCII is a 7-bit representation of characters developed by ANSI.","[100, 0, 200, 20]",12,69,0,0.192,0.18840579710144928,0.17721518987341772,0.208,0,1,0.4,0,0.8,0.2,0,0,0.8,1,1,0,0.8,0,0,0,1,0,0,0,1,0
"Use mapping table default uses the default character encoding defined in mapping tables,","[0, 0, 100, 20]",12,13,0,0.038,0.23076923076923078,0.07692307692307693,0.01,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
"which appear in the Plug-ins/SaveAsXML/MappingTables folder. These mapping tables specify many characteristics of how the data is output, including the following default character encodings: UTF-8 Save as XML or HTML 4.0.1 and HTML/ASCII Save as HTML 3.2.","[100, 0, 200, 20]",12,37,0,0.1095,0.10810810810810811,0.26666666666666666,0.0075,0,1,0.5,0,0.75,0.25,0,0,0.75,1,1,0,0.75,0,0,0,1,0,0,0,1,0
Generate Bookmarks,"[100, 0, 200, 20]",12,2,0,0.0085,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Generates bookmark links to content for HTML or XML documents. Links are placed at the beginning of the resulting HTML or XML document.,"[100, 0, 200, 20]",12,23,0,0.0565,0.21739130434782608,0.2608695652173913,0.505,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Generate Tags For Untagged Files,"[100, 0, 200, 20]",12,5,0,0.014,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Generates tags for files not already tagged, such as PDFs created using Acrobat 4.0 or earlier. If this option isn't selected, untagged files are not converted.","[100, 0, 200, 20]",12,26,0,0.0675,0.25925925925925924,0.14285714285714285,0.51,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0,0,0,0,1,0,0,0,1,0
Tags are applied only as part of the conversion process and are discarded after the conversion. This is not a method for creating tagged PDFs from legacy files,"[100, 0, 200, 20]",12,28,0,0.066,0.25,0.10714285714285714,0.7,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Image file settings,"[100, 0, 200, 20]",16.02,3,0,0.0085,0,0.3333333333333333,3.65,0,1,1,4.02,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
Generate Images,"[100, 0, 200, 20]",12,2,0,0.007,0,1,1,0,1,0,-4.02,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
Controls how images are converted. Converted image files are referenced from within XML and HTML documents.,"[100, 0, 200, 20]",12,16,0,0.046,0.3125,0.25,0.51,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Use Sub-Folder,"[100, 0, 200, 20]",12,2,0,0.0065,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the folder in which to store generated images. The default is Images.,"[100, 0, 200, 20]",12,13,0,0.0335,0.15384615384615385,0.23076923076923078,1.01,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Use Prefix,"[100, 0, 200, 20]",12,2,0,0.0045,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the prefix added to the image filenames if you have several versions of the same image file. Filenames assigned to images have the format filenameimg#.,"[100, 0, 200, 20]",12,26,0,0.068,0.15384615384615385,0.07692307692307693,0.505,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
Output Format,"[100, 0, 200, 20]",12,2,0,0.006,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
Specifies the final format of images. The default is JPG.,"[100, 0, 200, 20]",12,10,0,0.024,0.2,0.3,1.02,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Downsample To,"[100, 0, 200, 20]",12,2,0,0.006,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"Downsamples image files to the specified resolution. If you don't select this option, image files have the same resolution as the source file. Image files are never upsampled.","[100, 0, 200, 20]",12,28,0,0.074,0.20689655172413793,0.10344827586206896,0.505,0,1,0.5,0,0.5,0.5,0,0,0.5,1,1,0,0.5,0,0,0,1,0,0,0,1,0
You can easily convert PDF files to JPEGhttps://www.adobe.com/acrobat/online/pdf-to-jpg.html images using Adobe Acrobat. You can also convert your PDF files into PNG or TIFF file formats using Acrobat.,"[100, 0, 200, 20]",12,27,0,0.0875,0.21428571428571427,0.2777777777777778,1.495,0,1,0.5,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Convert PDF to JPEG or JPEG 2000,"[0, 0, 100, 20]",16.02,7,0,0.013,0,0.5714285714285714,0,18,0,0,-4.02,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
2. Select Convert from the global bar.,"[100, 0, 200, 20]",12,7,0,0.016,0,0.2857142857142857,1.01,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"3. From the Convert menu in the left pane, select Image format, and then from the drop-down menu, select JPEG or JPEG 2000 .","[100, 0, 200, 20]",12,24,0,0.0505,0,0.20833333333333334,0.515,9,0.5,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
4. Select Convert to JPEG or Convert to JPEG 2000 . Different options are shown based on your selection in the previous step.,"[100, 0, 200, 20]",12,23,0,0.0515,0.18181818181818182,0.2727272727272727,19.59,0,0,0,0,1,0,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,0
Each page in the PDF is saved as separate JPEG files.,"[100, 0, 200, 20]",12,11,0,0.0215,0.18181818181818182,0.2727272727272727,0.99,18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"For PDF to JPEG or PDF to JPEG 2000 conversion settings, go to File format options for PDFhttps://helpx.adobe.com/acrobat/using/file-format-options-pdf-export.html","[100, 0, 200, 20]",12,18,0,0.073,0.10526315789473684,0.2413793103448276,0.99,-36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
You can easily convert your PDF files into TIFF images using Adobe Acrobat.,"[100, 0, 200, 20]",12,13,0,0.0315,0.23076923076923078,0.38461538461538464,2.94,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert PDF to TIFF,"[100, 0, 200, 20]",16.02,4,0,0.008,0.25,0.75,3.59,0,1,1,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"3. From the Convert menu in the left pane, select Image format, and then from the drop down menu, select TIFF.","[0, 0, 200, 20]",12,21,0,0.0225,0,0.19047619047619047,0.02,18,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
4. elect Convert to TIFF.,"[100, 0, 200, 20]",12,5,0,0.0105,0,0.4,1.02,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Each page in the PDF is saved as separate TIFF files.,"[100, 0, 200, 20]",12,11,0,0.0215,0.18181818181818182,0.2727272727272727,1,18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"For PDF to TIFF conversion settings, go to File format options for PDF export.https://helpx.adobe.com/acrobat/using/file-format-options-pdf-export.html","[100, 0, 200, 20]",12,14,0,0.069,0.06666666666666667,0.19230769230769232,1,-36,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
You can easily convert your PDF files into PNG images using Adobe Acrobat.,"[100, 0, 200, 20]",12,13,0,0.031,0.23076923076923078,0.38461538461538464,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Convert PDF to PNG,"[100, 0, 200, 20]",16.02,4,0,0.0075,0.25,0.75,3.62,0,1,1,4.02,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1
"down menu, select PNG .","[100, 0, 200, 20]",12,5,0,0.0095,0,0.25,0.02,18,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0
4. Select Convert to PNG.,"[100, 0, 200, 20]",12,5,0,0.0105,0,0.6,32.02,-18,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
