"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"Trip to the Tokyo Science MuseumTrip to the Tokyo Science MuseumTrip to the Tokyo Science MuseumTokyo, Japan Local TripTokyo, Japan Local TripTokyo, Japan Local TripTokyo, Japan Local Trip5-65-65-65-65-65-6Yen 400Yen 400Yen 400Yen 400Yen 400'","11~~.~~Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.'","-6.71","0","8.0","8.0","0","0","0","1","1","1","1","1","1","0",""
"11~~.~~Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.Itemize and report all other required fees in the currency used for payment and specify the currency e.g., building fees, registration fees, matriculation fees, laboratory fees, and/or admission fees, per DSSR 274.12e. Indicate whether the fee is annual or one-time, and if it is refundable or non-refundable. Do not report fees that are included in basic tuition.'","~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~'","0.0","239","8.0","8.0","0","1","0","0","1","1","1","1","1","0",""
"~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~~~Required Fees~~'","TypeTypeApplicable GradesApplicable GradesCostCostAnnualAnnualAnnualOne-timeOne-timeOne-timeRefundableRefundableRefundableNon- RefundableNon- RefundableNon- Refundable'","-25.14","-195","8.0","8.0","1","0","0","0","1","1","1","1","1","0",""
"TypeTypeApplicable GradesApplicable GradesCostCostAnnualAnnualAnnualOne-timeOne-timeOne-timeRefundableRefundableRefundableNon- RefundableNon- RefundableNon- Refundable'","Example:Example:'","46.86","-44","8.0","8.0","0","0","0","0","1","0","1","1","1","0",""
"Example:Example:'","Registration FeeRegistration Fee1212Yen 300,000Yen 300,000~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~'","1.0","151","8.0","8.0","0","1","0","0","0","1","1","1","1","0",""
"Registration FeeRegistration Fee1212Yen 300,000Yen 300,000~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~~~X~~'","12~~.~~ ~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar'","0.57","-151","8.0","8.0","0","0","0","0","1","0","1","1","1","0",""
"12~~.~~ ~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar~~:~~ Provide the exchange rate for each currency reported in questions 9, 10, 11. Date mm-dd-yyyy Exchange Rate per U.S. Dollar'","13~~.~~Exchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. Dollar'","0.57","22","8.0","8.0","1","0","0","0","0","0","1","1","1","0",""
"13~~.~~Exchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. DollarExchange Rate per U.S. Dollar'","13~~.~~Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation.'","3.0","-1","8.0","8.0","1","0","0","1","0","0","1","1","1","0",""
"13~~.~~Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation. Comments Provide comments to support any responses that may need further explanation.'","~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.'","17.14","-21","8.0","8.0","0","1","0","0","0","1","1","1","1","0",""
"~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.~~I certify that this report has been completed in accordance with the Department of State Standardized Regulations DSSR and that all fee~~ statements, catalogs, calendars, transportation invoices, and any other documentation supporting costs have been attached.'","Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Signature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving Officer'","0.71","0","8.0","8.0","0","1","0","1","1","0","1","1","1","0",""
"Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Name Title Name and Title of Approving Officer:Signature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving OfficerSignature of Approving Officer'","AgencyAgencyAgencyAgencyAgencyTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationDatemm-dd-yyyyDatemm-dd-yyyyDatemm-dd-yyyyDatemm-dd-yyyy'","4.57","450","8.0","8.0","1","0","0","0","0","0","1","1","1","0",""
"AgencyAgencyAgencyAgencyAgencyTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationTelephone E-Mail Contact InformationDatemm-dd-yyyyDatemm-dd-yyyyDatemm-dd-yyyyDatemm-dd-yyyy'","DS-63 Page 2 of 2'","5.71","-448","8.0","8.0","0","0","0","0","0","1","1","0","0","0",""
