"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"1.Retained cupping dry cupping therapyThe most commonly used type of cupping therapy in Chinese clinics in which no blood comes out and hence no excretion of excess vascular fuids containing soluble CPS'","2. Bleeding cupping wet cupping therapyComposed of two steps: performing small skin incisions then suction of blood using the cups. Practitioners need tapping the bleeding points frmly for a short time to induce bleeding'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"2. Bleeding cupping wet cupping therapyComposed of two steps: performing small skin incisions then suction of blood using the cups. Practitioners need tapping the bleeding points frmly for a short time to induce bleeding'","3. Moving cuppingPractitioner gently move cups in one direction'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"3. Moving cuppingPractitioner gently move cups in one direction'","4. Empty cupping therapyCups are removed immediately after suctioning'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"4. Empty cupping therapyCups are removed immediately after suctioning'","5. Needle cuppingA combination of both acupuncture needles and cupping'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"5. Needle cuppingA combination of both acupuncture needles and cupping'","6. Medicinal herbal cuppingHerbal medicine is boiled in water inside bamboo cups for 30 minutes followed by the application of cup suctioning on specifc points using emitted steam instead of fre'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"6. Medicinal herbal cuppingHerbal medicine is boiled in water inside bamboo cups for 30 minutes followed by the application of cup suctioning on specifc points using emitted steam instead of fre'","7. Water cupping therapyWarm water inside bamboo cups is dispersed over skin surface immediately'","-11.5","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"7. Water cupping therapyWarm water inside bamboo cups is dispersed over skin surface immediately'","Table 2: Different Types of Chinese Cupping Therapy.'","-11.5","0","0.0","0","0","0","1","1","1","1","0","0","0",""
"Table 2: Different Types of Chinese Cupping Therapy.'","cupping treatment itself i.e. what comes first: cupping step negative'","0.71","-1","2.0","0","1","1","1","1","0","0","0","0","1",""
"cupping treatment itself i.e. what comes first: cupping step negative'","pressure suctioning or puncturing skin step. The difference in the'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pressure suctioning or puncturing skin step. The difference in the'","two methods may reflect different historical origins in both methods'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"two methods may reflect different historical origins in both methods'","of cupping therapy based on the known standard protocols in their'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of cupping therapy based on the known standard protocols in their'","countries of origin.'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"countries of origin.'","In a Korean review of literature for databases of cupping therapy'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In a Korean review of literature for databases of cupping therapy'","and also in a Korean study, wet cupping therapy was effective in treating'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and also in a Korean study, wet cupping therapy was effective in treating'","many disease conditions of variable etiologies and pathogeneses'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"many disease conditions of variable etiologies and pathogeneses'","37,41. Authors mentioned steps of wet cupping therapy exactly as it is'","-21.36","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"37,41. Authors mentioned steps of wet cupping therapy exactly as it is'","done in Chinese clinics in which the five steps of wet cupping therapy'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"done in Chinese clinics in which the five steps of wet cupping therapy'","are: demarcation marking cupping points by pen, sterilization,'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"are: demarcation marking cupping points by pen, sterilization,'","puncturing lanceting skin in 2 mm-depth, cupping with manual'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"puncturing lanceting skin in 2 mm-depth, cupping with manual'","pump suction for few minutes and sterilization 19. This method'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"pump suction for few minutes and sterilization 19. This method'","is better to be abbreviated to PC puncturing and cupping method.'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"is better to be abbreviated to PC puncturing and cupping method.'","In another Chinese report for treating 140 cases of fibrositis 28 and'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In another Chinese report for treating 140 cases of fibrositis 28 and'","another Chinese study for treating gouty arthritis using wet cupping'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"another Chinese study for treating gouty arthritis using wet cupping'","therapy, the authors reported the same steps of the PC method 39.'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy, the authors reported the same steps of the PC method 39.'","In a German study for treating carpal tunnel syndrome with'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In a German study for treating carpal tunnel syndrome with'","wet cupping therapy, authors mentioned same steps reported by the'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"wet cupping therapy, authors mentioned same steps reported by the'","previous Chinese studies 4, which give the impression that German'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"previous Chinese studies 4, which give the impression that German'","physicians got their cupping method from Chinese medicine. Other'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"physicians got their cupping method from Chinese medicine. Other'","European peoples use mainly the PC method of wet cupping therapy'","-21.36","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"European peoples use mainly the PC method of wet cupping therapy'","2,5.'","-21.36","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"2,5.'","In the Arab literature, a different six-step method of wet'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"In the Arab literature, a different six-step method of wet'","cupping therapy is reported in prophetic medicine which includes'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping therapy is reported in prophetic medicine which includes'","an extra step cupping step before skin puncturing i.e. steps of'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"an extra step cupping step before skin puncturing i.e. steps of'","the Arabic methodology for wet cupping therapy Al-hijamah are'","-21.36","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"the Arabic methodology for wet cupping therapy Al-hijamah are'","skin demarcation, sterilization, cupping, puncturing, cupping and'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin demarcation, sterilization, cupping, puncturing, cupping and'","sterilization 41. This method is better to be abbreviated to CPC'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sterilization 41. This method is better to be abbreviated to CPC'","cupping, puncturing and cupping method. Interestingly, a Chinese'","-44.36","-270","-2.0","0","0","1","0","0","1","0","0","0","1",""
"cupping, puncturing and cupping method. Interestingly, a Chinese'","report described steps of the currently practiced wet cupping therapy'","18.14","270","2.0","0","0","1","0","1","0","0","0","0","1",""
"report described steps of the currently practiced wet cupping therapy'","method in Saudi Arabia 42, which is exactly the CPC method as'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method in Saudi Arabia 42, which is exactly the CPC method as'","reviewed early in prophetic medicine 41. Same CPC method was'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"reviewed early in prophetic medicine 41. Same CPC method was'","reported by a research group from Iran in a recent article describing'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"reported by a research group from Iran in a recent article describing'","cardio protective effects of cupping therapy in experimental animals'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cardio protective effects of cupping therapy in experimental animals'","43.'","-21.36","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"43.'","Recently, the same CPC method was reported in an Iraqi report,'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Recently, the same CPC method was reported in an Iraqi report,'","where CPC method of cupping therapy was quite a safe procedure'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"where CPC method of cupping therapy was quite a safe procedure'","in treating a variety of diseases e.g. back pain, sciatica, joint pain,'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"in treating a variety of diseases e.g. back pain, sciatica, joint pain,'","hypertension, polycythemia and other diseases with reversible skin'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"hypertension, polycythemia and other diseases with reversible skin'","changes with no side effects 44. CPC method was also reported also'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"changes with no side effects 44. CPC method was also reported also'","by an Egyptian research group who reported a high beneficial effect'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"by an Egyptian research group who reported a high beneficial effect'","of wet cupping therapy in treatment of rheumatoid arthritis 23. CPC'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"of wet cupping therapy in treatment of rheumatoid arthritis 23. CPC'","method was reported to treat hypertension by another Iraqi research'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method was reported to treat hypertension by another Iraqi research'","group 1. Same CPC method was reported in a study to treat headache'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"group 1. Same CPC method was reported in a study to treat headache'","and migraine by a research group from Iran 13. In a study about'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and migraine by a research group from Iran 13. In a study about'","cupping therapy done recently in Pakistan, authors investigated the'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"cupping therapy done recently in Pakistan, authors investigated the'","differences between venous blood and blood that comes out during'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"differences between venous blood and blood that comes out during'","wet cupping therapy. Authors practiced CPC method of wet cupping'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"wet cupping therapy. Authors practiced CPC method of wet cupping'","therapy 45. This may give the impression that the historical root of'","-21.36","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy 45. This may give the impression that the historical root of'","CPC method in wet cupping therapy may be of an Arabic origin.'","-21.36","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"CPC method in wet cupping therapy may be of an Arabic origin.'","The most important question that arises soon is which methodology'","-21.36","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"The most important question that arises soon is which methodology'","Altern Integ Med'","1.29","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-1.71","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-1.71","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-5.9","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 4 of 16'","-5.9","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 4 of 16'","Col1CPC cupping, puncturing and cupping method =Prophetic wet cupping therapy =Al-hijamahPC puncturing and cupping method =Chinese wet cupping therapy'","1.14","327","-2.0","0","0","0","0","1","0","0","1","0","0",""
"Col1CPC cupping, puncturing and cupping method =Prophetic wet cupping therapy =Al-hijamahPC puncturing and cupping method =Chinese wet cupping therapy'","DistributionOnly method of wet cupping therapy practiced in Saudi Arabia, middle east and some Islamic countries.Mainly in China and in other parts of the world'","-3.62","-360","0.0","1","0","0","0","0","0","1","1","1","0",""
"DistributionOnly method of wet cupping therapy practiced in Saudi Arabia, middle east and some Islamic countries.Mainly in China and in other parts of the world'","Vacuum pressure cuppingApplied twiceOnce'","0.0","0","0.0","1","0","0","1","0","0","1","1","1","0",""
"Vacuum pressure cuppingApplied twiceOnce'","Cupping methodEquals dry cupping+PC cupping 2 cupping processesEquals one cupping process PC cupping only'","0.0","0","0.0","1","0","0","1","0","0","1","1","1","0",""
"Cupping methodEquals dry cupping+PC cupping 2 cupping processesEquals one cupping process PC cupping only'","After 1st step Cupping stepOnly fuids collect containing fragmented blood cells and causative pathological substances due to pressure suctioning and become trapped under increased pressure and may bulge through skin surface but cannot escape due to skin barrier Benefts from the phenomenon of skin reactive hyperemiaDoes not occur Does not'","-1.81","360","0.0","0","0","0","0","0","0","1","1","1","0",""
"After 1st step Cupping stepOnly fuids collect containing fragmented blood cells and causative pathological substances due to pressure suctioning and become trapped under increased pressure and may bulge through skin surface but cannot escape due to skin barrier Benefts from the phenomenon of skin reactive hyperemiaDoes not occur Does not'","After 2nd step skin puncturing stepBeginning of escape of trapped fuids mixed with blood at puncture sitesEscape of fresh blood due to puncture trauma as occurs in wounds mixed with little tissue fuids.'","-7.81","-360","0.0","0","0","0","0","0","0","1","1","1","0",""
"After 2nd step skin puncturing stepBeginning of escape of trapped fuids mixed with blood at puncture sitesEscape of fresh blood due to puncture trauma as occurs in wounds mixed with little tissue fuids.'","After 3rd step Cupping stepPressure suctioning causes all collected fuids+some blood to come out through traumatic puncturesPressure suctioning helps bleeding to continue and blood to come out+some tissue fuids to be excreted.'","-3.62","0","0.0","1","1","0","1","0","0","1","1","1","0",""
"After 3rd step Cupping stepPressure suctioning causes all collected fuids+some blood to come out through traumatic puncturesPressure suctioning helps bleeding to continue and blood to come out+some tissue fuids to be excreted.'","Hindering effect diffculties that may face excretion of tissue fuids through skin puncturesNo. As collected tissue fuids are nearer to skin surface than blood capillaries and accumulate under effect of suction pressure applied to skin. Continuous accumulation of fuids increases pressure inside skin upliftings leading to immediate escape of fuids upon skin puncturing and 2nd cupping step.Yes as tissue fuids are collected after skin puncturing and are coming out to skin surface with blood from punctured capillaries. Blood may hinder fuid accumulation inside skin upliftings leading to incomplete escape of fuids upon skin puncturing.'","-10.48","360","0.0","0","1","0","0","0","0","1","1","1","0",""
"Hindering effect diffculties that may face excretion of tissue fuids through skin puncturesNo. As collected tissue fuids are nearer to skin surface than blood capillaries and accumulate under effect of suction pressure applied to skin. Continuous accumulation of fuids increases pressure inside skin upliftings leading to immediate escape of fuids upon skin puncturing and 2nd cupping step.Yes as tissue fuids are collected after skin puncturing and are coming out to skin surface with blood from punctured capillaries. Blood may hinder fuid accumulation inside skin upliftings leading to incomplete escape of fuids upon skin puncturing.'","Total time of vacuum applicationLong 1st and 2nd cupping stepsShort 1 cupping step'","0.0","-360","0.0","0","1","0","0","0","1","1","1","1","0",""
"Total time of vacuum applicationLong 1st and 2nd cupping stepsShort 1 cupping step'","Pain sensation during puncturingMild analgesic effect of 1st cupping stepModerate to severe as in wounds'","-4.1","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Pain sensation during puncturingMild analgesic effect of 1st cupping stepModerate to severe as in wounds'","Fluid extracted in cupsLarger fuid content and less bloodHigher blood content'","-4.1","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Fluid extracted in cupsLarger fuid content and less bloodHigher blood content'","Tapping puncture site to bleedNot neededUsually done'","-4.1","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Tapping puncture site to bleedNot neededUsually done'","Fluid collection in skin upliftingsSkin upliftings form before skin puncturing step and contain only fuids with fragmented blood cells and causative pathological substances intact blood cells do not diffuse through capillary fenestrae due to size barrier.Skin upliftings form after skin puncturing step and contain mainly fresh blood with little fuid intact blood comes from punctured capillaries'","0.1","0","0.0","1","0","0","1","1","1","1","1","1","0",""
"Fluid collection in skin upliftingsSkin upliftings form before skin puncturing step and contain only fuids with fragmented blood cells and causative pathological substances intact blood cells do not diffuse through capillary fenestrae due to size barrier.Skin upliftings form after skin puncturing step and contain mainly fresh blood with little fuid intact blood comes from punctured capillaries'","Sequence of eventssimultaneous excretion of tissue fuid mixed with some blood, 2nd cupping causes more extrusion of both. st cupping creates skin uplifting. puncturing skin causes simultaneous 1Puncturing causes blood excretion and suctioning creates skin uplifting with excretion of more blood and some tissue fuids.'","0.1","0","0.0","1","0","0","1","1","0","1","1","1","0",""
"Sequence of eventssimultaneous excretion of tissue fuid mixed with some blood, 2nd cupping causes more extrusion of both. st cupping creates skin uplifting. puncturing skin causes simultaneous 1Puncturing causes blood excretion and suctioning creates skin uplifting with excretion of more blood and some tissue fuids.'","Expected blood clearance effectMore due to high fuid content fltered fuids from capillaries+excreted tissue fuids. CPC method clears interstitial spaces, capillary blood and lymphatics properly during the whole 2nd cupping step until closure of skin barrier by blood thrombus.Less. PC method partially clears interstitial spaces, capillary blood and lymphatics until closure of skin barrier by blood thrombus due to lack of prior fuid collection and incomplete transmission of sucking pressure due to antagonizing effect of bleeding, adhesions and intervening fuids'","1.62","0","0.0","1","1","0","1","0","0","1","1","1","0",""
"Expected blood clearance effectMore due to high fuid content fltered fuids from capillaries+excreted tissue fuids. CPC method clears interstitial spaces, capillary blood and lymphatics properly during the whole 2nd cupping step until closure of skin barrier by blood thrombus.Less. PC method partially clears interstitial spaces, capillary blood and lymphatics until closure of skin barrier by blood thrombus due to lack of prior fuid collection and incomplete transmission of sucking pressure due to antagonizing effect of bleeding, adhesions and intervening fuids'","Expected therapeutic effectBetterLess'","1.62","0","0.0","1","0","0","1","0","0","1","1","1","0",""
"Expected therapeutic effectBetterLess'","Intervening fuid between tissue layersMore more breaking of tissue adhesionsLess'","-2.0","0","0.0","0","0","0","1","0","0","1","1","1","0",""
"Intervening fuid between tissue layersMore more breaking of tissue adhesionsLess'","Resolving tissue swelling and breaking adhesionMoreLess'","-2.0","0","0.0","1","0","0","1","0","0","1","1","1","0",""
"Resolving tissue swelling and breaking adhesionMoreLess'","Removes blood congestionMoreLess'","0.0","146","0.0","1","0","0","0","0","1","1","1","1","0",""
"Removes blood congestionMoreLess'","Table 3: Differences between CPC Al-hijamah and PC Methods of Wet Cupping Therapy.'","0.86","-146","0.0","0","0","0","0","1","1","1","0","0","0",""
"Table 3: Differences between CPC Al-hijamah and PC Methods of Wet Cupping Therapy.'","may carry better therapeutic outcomes for wet cupping therapy: PC'","0.67","-1","2.0","0","1","1","1","1","0","0","0","0","1",""
"may carry better therapeutic outcomes for wet cupping therapy: PC'","method or CPC method.'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"method or CPC method.'","Proper answering of this question needs prior understanding of'","-20.38","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Proper answering of this question needs prior understanding of'","the differences and expected sequences of events of both treatment'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the differences and expected sequences of events of both treatment'","methods of wet cupping therapy.'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"methods of wet cupping therapy.'","Evidence-based Analysis of Detailed Steps and Events of'","-20.38","0","2.0","0","1","0","1","0","0","0","0","0","1",""
"Evidence-based Analysis of Detailed Steps and Events of'","Wet Cupping Therapy CPC Method Versus PC Method'","-20.38","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Wet Cupping Therapy CPC Method Versus PC Method'","Differences between PC and CPC methods of wet cupping'","-20.38","0","-2.0","0","0","0","1","0","0","0","0","0","1",""
"Differences between PC and CPC methods of wet cupping'","therapy can be of therapeutic importance and studying them may'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"therapy can be of therapeutic importance and studying them may'","help in standardizing wet cupping therapy Table 3. Based on our'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"help in standardizing wet cupping therapy Table 3. Based on our'","understanding to how wet cupping therapy works, evidence-based'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"understanding to how wet cupping therapy works, evidence-based'","steps of wet cupping therapy CPC method versus PC method can be'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"steps of wet cupping therapy CPC method versus PC method can be'","analyzed in the next points.'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"analyzed in the next points.'","Before application of wet cupping therapy'","-20.38","0","1.0","0","1","0","1","0","0","0","0","0","1",""
"Before application of wet cupping therapy'","1- Tissue fluids filtered from the capillary walls cross the interstitial'","-20.38","0","-1.0","0","0","0","1","0","0","0","0","0","1",""
"1- Tissue fluids filtered from the capillary walls cross the interstitial'","spaces between parenchymal cells to gain access to the lymphatic'","-20.38","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"spaces between parenchymal cells to gain access to the lymphatic'","capillaries to return to the vascular system 46. Metabolic byproducts'","-20.38","271","0.0","1","0","1","0","0","0","0","0","0","1",""
"capillaries to return to the vascular system 46. Metabolic byproducts'","47 and endogenous free radicals 48 may be continuously formed'","-20.48","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"47 and endogenous free radicals 48 may be continuously formed'","inside cells and excreted into the interstitial fluids in interstitial'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"inside cells and excreted into the interstitial fluids in interstitial'","spaces. Interstitial fluid is in continuous exchange with intravascular'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"spaces. Interstitial fluid is in continuous exchange with intravascular'","fluid compartment Figure 1A. The exchange process mainly occurs'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluid compartment Figure 1A. The exchange process mainly occurs'","downstream of arterioles in capillaries and postcapillary venules 49.'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"downstream of arterioles in capillaries and postcapillary venules 49.'","Based on that, in physiological conditions, cupping therapy may have'","-20.48","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"Based on that, in physiological conditions, cupping therapy may have'","a preventive benefit through clearing interstitial spaces from any'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"a preventive benefit through clearing interstitial spaces from any'","metabolic waste products, free radicals or xenobiotics in interstitial'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"metabolic waste products, free radicals or xenobiotics in interstitial'","fluids.'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"fluids.'","2- In pathological conditions, localization of pro-inflammatory'","-20.48","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"2- In pathological conditions, localization of pro-inflammatory'","substances 50, inflammatory cells 51, toxins, bacteria and harmful'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"substances 50, inflammatory cells 51, toxins, bacteria and harmful'","biological or chemical substances 52,53 tends to occur at specific sites'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"biological or chemical substances 52,53 tends to occur at specific sites'","that differ according to disease type and pathological stage Figure 1B.'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"that differ according to disease type and pathological stage Figure 1B.'","At sites of localization, cupping therapy can be applied to facilitate'","-20.48","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"At sites of localization, cupping therapy can be applied to facilitate'","drainage and removal of the CPS and to decrease the excess fluid volume'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"drainage and removal of the CPS and to decrease the excess fluid volume'","and hence the pressure exerted by interstitial fluids in interstitial spaces.'","-20.48","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and hence the pressure exerted by interstitial fluids in interstitial spaces.'","3- Factors determining the composition of interstitial fluid and'","-20.48","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"3- Factors determining the composition of interstitial fluid and'","Altern Integ Med'","1.81","-266","-1.0","0","0","0","0","0","1","0","0","0","1",""
"Altern Integ Med'","Volume 2 • Issue 3 • 1000111'","-2.29","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Volume 2 • Issue 3 • 1000111'","ISSN:2327-5162 AIM, an open access journal'","-2.29","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Citation: El Sayed SM, Mahmoud HS, Nabo MMH 2013 Methods of Wet Cupping Therapy Al-Hijamah: In Light of Modern Medicine and Prophetic'","Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","-3.1","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Medicine. Altern Integ Med 2: 111. doi:10.4172/2327-5162.1000111http://dx.doi.org/10.4172/2327-5162.1000111'","Page 5 of 16'","-3.1","0","1.0","0","0","0","1","1","1","0","0","0","1",""
"Page 5 of 16'","edema in burns and in the induction of initial swelling in inflammation'","0.45","237","0.0","0","0","1","0","1","0","0","0","0","1",""
"edema in burns and in the induction of initial swelling in inflammation'","61. Based on that, pain conditions may benefit from cupping therapy'","-12.95","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"61. Based on that, pain conditions may benefit from cupping therapy'","through excretion of fluids containing the above-mentioned CPS'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"through excretion of fluids containing the above-mentioned CPS'","Figure 2.'","-12.95","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"Figure 2.'","6-Nerve endings nociceptors that transmit pain signals become'","-12.95","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"6-Nerve endings nociceptors that transmit pain signals become'","sensitized during tissue damage or inflammation. Goodwin gave'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"sensitized during tissue damage or inflammation. Goodwin gave'","the term inflammatory soup to the mixture of inflammatory cells as'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the term inflammatory soup to the mixture of inflammatory cells as'","macrophages and lymphocytes together with chemical mediators'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"macrophages and lymphocytes together with chemical mediators'","e.g. substance P histamine, serotonin, bradykinin, prostaglandins'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"e.g. substance P histamine, serotonin, bradykinin, prostaglandins'","and cytokines Figure 2 in the peripheral tissues, that increase in'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"and cytokines Figure 2 in the peripheral tissues, that increase in'","the responsiveness of A delta and C nerve fibres, which conduct pain'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"the responsiveness of A delta and C nerve fibres, which conduct pain'","signals at different rates 62.'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"signals at different rates 62.'","7- Excretory functions of the skin depend on its histological'","-12.95","0","0.0","1","1","0","1","0","0","0","0","0","1",""
"7- Excretory functions of the skin depend on its histological'","structure and its large surface area. Skin excretes many drugs, heavy'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"structure and its large surface area. Skin excretes many drugs, heavy'","metals, chemicals and endogenous toxic compounds. Skin has a'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"metals, chemicals and endogenous toxic compounds. Skin has a'","drug metabolizing function 63, drug biotransformation function'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"drug metabolizing function 63, drug biotransformation function'","64, antioxidant function 65 in addition to the excretory functions'","-12.95","0","0.0","1","0","0","1","0","0","0","0","0","1",""
"64, antioxidant function 65 in addition to the excretory functions'","exerted by skin appendages e.g. sweat glands 66-69. Skin barrier'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"exerted by skin appendages e.g. sweat glands 66-69. Skin barrier'","retards excretion of accumulated toxins, while skin injury disturbs'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"retards excretion of accumulated toxins, while skin injury disturbs'","skin excretory functions 70 with retention of drugs and endogenous'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"skin excretory functions 70 with retention of drugs and endogenous'","metabolites 71-73. Based on that, cupping therapy is so beneficial as it'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
"metabolites 71-73. Based on that, cupping therapy is so beneficial as it'","opens skin barrier and enhances skin excretory role.'","-12.95","0","0.0","1","0","1","1","0","0","0","0","0","1",""
