"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"Pressure dependence of an unusual structural transition in a molecular Spin-CrossOver'","compound revealed by Powder X-ray Diffraction under pressure'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"compound revealed by Powder X-ray Diffraction under pressure'","Elodie Tailleur Bordeaux/France, Mathieu Marchivie, Jean-Paul Itie, Philippe Guionneau'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Elodie Tailleur Bordeaux/France, Mathieu Marchivie, Jean-Paul Itie, Philippe Guionneau'","P38'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P38'","High-pressure structures of meta-dichlorobenzene and dibromobenzen'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure structures of meta-dichlorobenzene and dibromobenzen'","Karolina Kwaśna Poznan/Poland, Michalina Anioła, Weizhao Cai, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Karolina Kwaśna Poznan/Poland, Michalina Anioła, Weizhao Cai, Andrzej Katrusiak'","P39'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P39'","High-pressure preference for the low Z′ polymorph of a molecular crystal'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure preference for the low Z′ polymorph of a molecular crystal'","Kinga Roszak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kinga Roszak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak'","P40'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P40'","Giant anomalous strain between high-pressure phases and the mesomers of urea'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Giant anomalous strain between high-pressure phases and the mesomers of urea'","Kinga Roszak Poznan/Poland, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kinga Roszak Poznan/Poland, Andrzej Katrusiak'","P41'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P41'","Pressure effect on the complication of crystal structures the case study on 6-chloro-4,4,5,7'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure effect on the complication of crystal structures the case study on 6-chloro-4,4,5,7'","tetramethyldihydrocoumarin'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"tetramethyldihydrocoumarin'","Ida Bukalska Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ida Bukalska Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak'","P42'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P42'","High-pressure polymorphism of 4,4’-bipyridine perchlorate'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure polymorphism of 4,4’-bipyridine perchlorate'","Michalina Anioła Poznan/Poland, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Michalina Anioła Poznan/Poland, Andrzej Katrusiak'","P43'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P43'","Disappearing polymorphs of 2,4,5-triiodoimidazole'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Disappearing polymorphs of 2,4,5-triiodoimidazole'","Kacper Wojciech Rajewski Poznan/Poland, Michał Andrzejewski, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kacper Wojciech Rajewski Poznan/Poland, Michał Andrzejewski, Andrzej Katrusiak'","P44'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P44'","High pressure studies of 4,5 – dichloroimidazole'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure studies of 4,5 – dichloroimidazole'","Karolina Fercz Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Karolina Fercz Poznan/Poland, Kacper Rajewski, Andrzej Katrusiak'","P45'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P45'","Solvent-effect for the stability and compression of a noncovalent porous material WUT-Ni'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Solvent-effect for the stability and compression of a noncovalent porous material WUT-Ni'","Karolina Fercz Poznan/Poland, Kacper Rajewski, Katarzyna Sołtys, Andrzej Katrusiak'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Karolina Fercz Poznan/Poland, Kacper Rajewski, Katarzyna Sołtys, Andrzej Katrusiak'","P46'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P46'","Pressure effect on the arene-perfluoroarene interaction'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Pressure effect on the arene-perfluoroarene interaction'","Alexandra Friedrich Wuerzburg/Germany, Krzysztof Radacki, Javier Ruiz-Fuertes, Ines E.'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Alexandra Friedrich Wuerzburg/Germany, Krzysztof Radacki, Javier Ruiz-Fuertes, Ines E.'","Collings, Daniel Sieh, Todd B. Marder'","-57.67","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"Collings, Daniel Sieh, Todd B. Marder'","P47'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P47'","Halogen and hydrogen bonds in compressed pentachloroethane'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Marcin Podsiadło Poznan/Poland, Maciej Bujak, Andrzej Katrusiak'","P48'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P48'","High pressure behavior of CoNH 3  5 NO 2 Br 2 as a member of photosalient cobaltIII'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure behavior of CoNH 3  5 NO 2 Br 2 as a member of photosalient cobaltIII'","Boris Zakharov Novosibirsk/Russia, A.S. Marchuk, Elena Boldyreva'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Boris Zakharov Novosibirsk/Russia, A.S. Marchuk, Elena Boldyreva'","S 13 – Synchrotrons and neutron high-pressure facilities'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 13 – Synchrotrons and neutron high-pressure facilities'","P49'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P49'","Opportunities for high-pressure science at the European Spallation Source'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Opportunities for high-pressure science at the European Spallation Source'","Malcolm Guthrie Lund/Sweden, Arno Hiess'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Malcolm Guthrie Lund/Sweden, Arno Hiess'","P50'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P50'","Towards resonant X-ray scattering at high pressure: strategy and first results'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Towards resonant X-ray scattering at high pressure: strategy and first results'","Isabel Povedano Edinburgh/Great Britain, Daniel Porter, Konstantin Kamenev, Alessandro'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Isabel Povedano Edinburgh/Great Britain, Daniel Porter, Konstantin Kamenev, Alessandro'","Bombardi'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Bombardi'","S 14 – Pressure induced quantum criticality and novel emergent phases'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 14 – Pressure induced quantum criticality and novel emergent phases'","P51'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P51'","Magnetism of U 4 Ru 7 Ge 6 under high pressures'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Magnetism of U 4 Ru 7 Ge 6 under high pressures'","Martin Míšek Prague/Czech Republic, Jan Prokleška, Michal Vališka, Petr Proschek, Jaroslav'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Martin Míšek Prague/Czech Republic, Jan Prokleška, Michal Vališka, Petr Proschek, Jaroslav'","Valenta, Jiří Kaštil, Jiří Kamarád, Martin Diviš, Vladimír Sechovský'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Valenta, Jiří Kaštil, Jiří Kamarád, Martin Diviš, Vladimír Sechovský'","S 15 – High-pressure spectroscopy and structural studies of new materials'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 15 – High-pressure spectroscopy and structural studies of new materials'","P52'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P52'","Aniline-derived arrays polymerized at high-pressure and high-temperature'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Aniline-derived arrays polymerized at high-pressure and high-temperature'","Marcelo Nobrega São Paulo/Brazil, Erico Teixeira-Neto, Andrew Cairns, Marcia Temperini,'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Marcelo Nobrega São Paulo/Brazil, Erico Teixeira-Neto, Andrew Cairns, Marcia Temperini,'","Roberto Bini'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Roberto Bini'","P53'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P53'","High-pressure structural and optical properties of organometal halide perovskites'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure structural and optical properties of organometal halide perovskites'","Kai Wang Changchun/China'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kai Wang Changchun/China'","P54'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P54'","Unusual structural transition in CaCo 3 V 4 O 12 double perovskite under high pressure'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Unusual structural transition in CaCo 3 V 4 O 12 double perovskite under high pressure'","Sergey Ovsyannikov Bayreuth/Germany'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Sergey Ovsyannikov Bayreuth/Germany'","P55'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P55'","High-pressure phase of scintillating cadmium tungstate'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High-pressure phase of scintillating cadmium tungstate'","Daniel Errandonea Valencia/Spain Javier Ruiz-Fuertes, A. Friedrich, A. Segura, W.'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Daniel Errandonea Valencia/Spain Javier Ruiz-Fuertes, A. Friedrich, A. Segura, W.'","Morgenroth, P. Rodriguez-Hernandez, A. Muñoz, Y. Meng'","-55.08","0","11.04","11.04","0.0","1","1","0","1","1","1","0","0","0","1",""
"P56'","Stability of the benzene molecule to above 50 GPa at 300 K'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Stability of the benzene molecule to above 50 GPa at 300 K'","John Proctor Salford/Great Britain, Saba Shaikh, Francis Barber, Malik Hakeem'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"John Proctor Salford/Great Britain, Saba Shaikh, Francis Barber, Malik Hakeem'","P57'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P57'","Kevlar® fibres under hydrostatic pressure by means of Raman spectroscopy'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kevlar® fibres under hydrostatic pressure by means of Raman spectroscopy'","Dimitris Christofilos Thessaloniki/Greece'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Dimitris Christofilos Thessaloniki/Greece'","P58'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P58'","High pressure Raman and photoluminescence studies of InxAl1-xN alloys'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High pressure Raman and photoluminescence studies of InxAl1-xN alloys'","Dimitris Christofilos Thessaloniki/Greece'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Dimitris Christofilos Thessaloniki/Greece'","P59'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P59'","The possibility of new multiple calcium polyhydride structural phases synthesized under high'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"The possibility of new multiple calcium polyhydride structural phases synthesized under high'","pressure and high temperature'","-55.08","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"pressure and high temperature'","Takaki Muramatsu Bristol/Great Britain, Muhtar Ahart, Maddury Somayazulu, Russell'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Takaki Muramatsu Bristol/Great Britain, Muhtar Ahart, Maddury Somayazulu, Russell'","Hemley'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hemley'","P60'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P60'","Ab initio theoretical study of rare-earth orthophosphates APO 4 with A=La, Sc, and Y under'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ab initio theoretical study of rare-earth orthophosphates APO 4 with A=La, Sc, and Y under'","pressure'","-55.08","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"pressure'","Andres Mujica La Laguna/Spain, Silvana Radescu, Javier Lopez-Solano, Placida Rodriguez'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Andres Mujica La Laguna/Spain, Silvana Radescu, Javier Lopez-Solano, Placida Rodriguez'","Hernandez, Alfonso Muñoz'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hernandez, Alfonso Muñoz'","S 16 – Theoretical prediction of high-pressure phases'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 16 – Theoretical prediction of high-pressure phases'","P61'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P61'","Dynamical and elastic properties of MgSO 4 under high pressure from ab initio simulations'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Dynamical and elastic properties of MgSO 4 under high pressure from ab initio simulations'","Alejandro Jorge-Montero La Laguna/Spain, Plácida Rodríguez-Hernández, Alfonso Muñoz'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Alejandro Jorge-Montero La Laguna/Spain, Plácida Rodríguez-Hernández, Alfonso Muñoz'","P62'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P62'","Structural and electronic properties of WX 2 dichalcogenides at high pressure'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Structural and electronic properties of WX 2 dichalcogenides at high pressure'","Oto Kohulák Bratislava/Slovakia, Roman Martoňák'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Oto Kohulák Bratislava/Slovakia, Roman Martoňák'","P63'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P63'","Structural evolution of amorphous polymeric nitrogen from ab initio simulations'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Structural evolution of amorphous polymeric nitrogen from ab initio simulations'","Dominika Vlčková Bratislava/Slovakia, Oto Kohulák, Dušan Plašienka, Roman Martoňák'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Dominika Vlčková Bratislava/Slovakia, Oto Kohulák, Dušan Plašienka, Roman Martoňák'","S 17 – Shock experiments and ultra-high pressure generation'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 17 – Shock experiments and ultra-high pressure generation'","P64'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P64'","Diffraction studies of phase transitions and strength in vanadium'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Diffraction studies of phase transitions and strength in vanadium'","Michael Stevenson Edinburgh/Great Britain'","-55.08","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 18 – High-pressure life and biosciences'","P65'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P65'","A radiant GRIN at high pressure: Utilizing gradient index lenses to enable multiphoton'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"A radiant GRIN at high pressure: Utilizing gradient index lenses to enable multiphoton'","microscopy at hydrostatic pressure up to 200 MPa'","-57.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"microscopy at hydrostatic pressure up to 200 MPa'","Dominik Schneidereit Erlangen/Geramany'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Dominik Schneidereit Erlangen/Geramany'","P66'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P66'","Comparative study of structural and activity changes of HIV-1 protease and its covalently'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Comparative study of structural and activity changes of HIV-1 protease and its covalently'","linked dimer under high pressure'","-57.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"linked dimer under high pressure'","Marek Ingr Zlín/Czech Republic, Laetitia Palmade, Taťána Majerová, Dominique Chevalier'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Marek Ingr Zlín/Czech Republic, Laetitia Palmade, Taťána Majerová, Dominique Chevalier'","Lucia, Eva Kutálková, Josef Hrnčiřík, Reinhard Lange'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Lucia, Eva Kutálková, Josef Hrnčiřík, Reinhard Lange'","P67'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P67'","Macromolecular crowding and pressure: crowding agents destabilize proteins in low'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Macromolecular crowding and pressure: crowding agents destabilize proteins in low'","concentration, but stabilize them in high concentration against pressure unfolding'","-57.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"concentration, but stabilize them in high concentration against pressure unfolding'","László Smeller Budapest/Hungary, Zsofia Török, Frederik Pfalzgraf, Judit Somkuti'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"László Smeller Budapest/Hungary, Zsofia Török, Frederik Pfalzgraf, Judit Somkuti'","S 20 – High-pressure studies in the Earth & planetary sciences'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 20 – High-pressure studies in the Earth & planetary sciences'","P68'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P68'","Ab initio study of the high pressure phase of the CO 2 clathrate hydrate'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Ab initio study of the high pressure phase of the CO 2 clathrate hydrate'","J. Manuel Recio Oviedo/Spain, Fernando Izquierdo-Ruiz, Olga Prieto-Ballesteros'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"J. Manuel Recio Oviedo/Spain, Fernando Izquierdo-Ruiz, Olga Prieto-Ballesteros'","P69'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P69'","Spectroscopic properties of natural jarosite under high pressure'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Spectroscopic properties of natural jarosite under high pressure'","Alvaro Lobato Madrid/Spain, Miriam Peña-Alvarez, Ana Isabel Casado, Valentin Garcia'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Alvaro Lobato Madrid/Spain, Miriam Peña-Alvarez, Ana Isabel Casado, Valentin Garcia'","Baonza, Mercedes Taravillo'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Baonza, Mercedes Taravillo'","P70'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P70'","Single crystal x-ray diffraction of  forsterite III to 160 GPa'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Single crystal x-ray diffraction of  forsterite III to 160 GPa'","Barbara Lavina Las Veegas/USA, Sally Lee, Minta C Akin, Paul D Asimow, M. Homel, RS'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Barbara Lavina Las Veegas/USA, Sally Lee, Minta C Akin, Paul D Asimow, M. Homel, RS'","Crum, D Pagan, J Lind, Joel V bernier, JL Mosenfelder, AM Dillman, OV Fat’Yanov, MG'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Crum, D Pagan, J Lind, Joel V bernier, JL Mosenfelder, AM Dillman, OV Fat’Yanov, MG'","Newman'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Newman'","S 22 – Food science and technology'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 22 – Food science and technology'","P71'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P71'","Potential of high pressure technology to inactivation of Lactobacillus brevis in beer'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Potential of high pressure technology to inactivation of Lactobacillus brevis in beer'","Justyna Nasiłowska Warsaw/Poland, Barbara Sokołowska, Marzena Woszczyk, Dorota'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Justyna Nasiłowska Warsaw/Poland, Barbara Sokołowska, Marzena Woszczyk, Dorota'","Michałowska, Adrianna Raczkowska'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Michałowska, Adrianna Raczkowska'","P72'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P72'","Optimization of high hydrostatic pressure extraction by response surface methodology of'","-57.75","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Optimization of high hydrostatic pressure extraction by response surface methodology of'","bioactive compounds from stinging nettle'","-57.75","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"Jorge Saraiva Aveiro/Portugal, Silvia Moreira, Elisabete Alexandre, Manuela Pintado'","P73'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P73'","Brewing characteristics of piezosensitive Sake – yeasts'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Brewing characteristics of piezosensitive Sake – yeasts'","Kazuki Nomura Niigata/Japan, Hirofumi Hoshino, Kazuaki Igoshi, Haruka Onozuka, Mayumi'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Kazuki Nomura Niigata/Japan, Hirofumi Hoshino, Kazuaki Igoshi, Haruka Onozuka, Mayumi'","Hayashi, Harutake Yamazaki, Hiroaki Takaku, Akinori Iguchi, Toru Shigematsu'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Hayashi, Harutake Yamazaki, Hiroaki Takaku, Akinori Iguchi, Toru Shigematsu'","P74'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P74'","A pilot study of combinations of ultrasonication pre-treatment and high pressure processing'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"A pilot study of combinations of ultrasonication pre-treatment and high pressure processing'","effecting microbial inactivation and rheological attributes of liquid egg yolk'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"effecting microbial inactivation and rheological attributes of liquid egg yolk'","Adrienn Tóth Budapest/Hungary, Csaba Németh, Rebeka Csáti, Réka Juhász, Barbara Csehi,'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Adrienn Tóth Budapest/Hungary, Csaba Németh, Rebeka Csáti, Réka Juhász, Barbara Csehi,'","László Friedrich'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"László Friedrich'","P75'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P75'","High Pressure Processing of baby foods: inactivation of Saccharomyces cerevisiae and'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"High Pressure Processing of baby foods: inactivation of Saccharomyces cerevisiae and'","evaluation of sensory atributes in fruits base product for babies and infants during long'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"evaluation of sensory atributes in fruits base product for babies and infants during long'","shelflife'","-57.67","0","11.04","11.04","0.0","1","0","1","1","1","1","0","0","0","1",""
"shelflife'","Bozena Mazurkiewicz Warsaw/Poland'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Bozena Mazurkiewicz Warsaw/Poland'","S 23 – Energy materials under high pressure: experiment and theory'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"S 23 – Energy materials under high pressure: experiment and theory'","P76'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"P76'","Combined theoretical and experimental investigations of pressure-driven phase transition in'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Combined theoretical and experimental investigations of pressure-driven phase transition in'","InNbO 4'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"InNbO 4'","Alfonso Munoz La Laguna/Spain, Placida Rodríguez-Hernandez, Daniel Errandonea, Alka B'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Alfonso Munoz La Laguna/Spain, Placida Rodríguez-Hernandez, Daniel Errandonea, Alka B'","Garg, Catalin Popescu, Domingo Martinez-Garcia, Juan A Sans, Vanesa Cuenca-Gotor, Pablo'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Garg, Catalin Popescu, Domingo Martinez-Garcia, Juan A Sans, Vanesa Cuenca-Gotor, Pablo'","Botella'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
"Botella'","P77'","-57.67","0","11.04","11.04","0.0","1","0","0","1","1","1","0","0","0","1",""
