"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"skills or concepts that occurs during interleaving, the solution to any given practice problem is'","not the same as the previous problem. This makes with using interleaving seem difficult. By'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"not the same as the previous problem. This makes with using interleaving seem difficult. By'","contrast, if the practice problems in a single session have the same pathway to get to a similar'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"contrast, if the practice problems in a single session have the same pathway to get to a similar'","solution each and every time, as occurs during blocking, then answering such problems seems'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"solution each and every time, as occurs during blocking, then answering such problems seems'","much easier. However, this method is less effective at strengthening memory associations.'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"much easier. However, this method is less effective at strengthening memory associations.'","Thus, in this case, the easier method of training does not yield better learning.'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Thus, in this case, the easier method of training does not yield better learning.'","How exactly might interleaving strengthen memory associations? One possibility is that'","-55.75","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"How exactly might interleaving strengthen memory associations? One possibility is that'","the brain requires a higher level of functioning during interleaved learning as compared to'","-55.75","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 9'","blocked learning. By having to answer using different responses, the brain is engaged in the'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"blocked learning. By having to answer using different responses, the brain is engaged in the'","materials all the way through a learning session. In the current study, as the learning session'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"materials all the way through a learning session. In the current study, as the learning session'","continued, this process was likely repeated over and over again, and in doing so, it reinforced'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"continued, this process was likely repeated over and over again, and in doing so, it reinforced'","neuronal connections in the brain associated with responding in a correct manner to the proper'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"neuronal connections in the brain associated with responding in a correct manner to the proper'","Spanish verb conjugation rules. By contrast, under blocked training, participants are responding'","-55.83","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Spanish verb conjugation rules. By contrast, under blocked training, participants are responding'","in the same way each and every time. Their short-term memory is sufficient to answer questions'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"in the same way each and every time. Their short-term memory is sufficient to answer questions'","and it seems easier as compared to the interleaved learning group, but less long-term learning'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"and it seems easier as compared to the interleaved learning group, but less long-term learning'","occurs as a result.'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"occurs as a result.'","Another possibility is that participants in the blocked learning group were only learning'","-55.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Another possibility is that participants in the blocked learning group were only learning'","to conjugate verbs for a particular tense instead of learning both tenses and the rules for when to'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"to conjugate verbs for a particular tense instead of learning both tenses and the rules for when to'","use one tense over another in a proper sentence as the interleaving participants learned to do.'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"use one tense over another in a proper sentence as the interleaving participants learned to do.'","As such, in addition to not adequately learning how to use the two particular tenses by'","-55.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"As such, in addition to not adequately learning how to use the two particular tenses by'","themselves, participants in the blocked learning group probably did not adequately learn how to'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"themselves, participants in the blocked learning group probably did not adequately learn how to'","discriminate between them.'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"discriminate between them.'","The logic behind these explanations reappear when participants are asked how well they'","-55.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The logic behind these explanations reappear when participants are asked how well they'","thought that they learned the material. After participants in the blocked learning group finished a'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"thought that they learned the material. After participants in the blocked learning group finished a'","training session, they usually had a higher tendency to think that they had learned the material'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"training session, they usually had a higher tendency to think that they had learned the material'","well than participants in the interleaved learning group because the material was easier to learn.'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"well than participants in the interleaved learning group because the material was easier to learn.'","This is likely because of the fact that as they were moving through a learning session, they were'","-55.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"This is likely because of the fact that as they were moving through a learning session, they were'","providing the same types of responses over and over again repeatedly and executing the same'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"providing the same types of responses over and over again repeatedly and executing the same'","type of response yields a higher chance of being correct. But this type of responding is'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"type of response yields a higher chance of being correct. But this type of responding is'","redundant. Overall, participants in the blocked learning group thought that they had learned the'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"redundant. Overall, participants in the blocked learning group thought that they had learned the'","material better, but they actually did not.'","-55.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 10'","Study Implications'","-48.83","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Study Implications'","Overall, many learning techniques seem to be easier for people, but this does not always'","-48.83","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Overall, many learning techniques seem to be easier for people, but this does not always'","mean that they yield better results. When a learning process is more difficult, it can mean that'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"mean that they yield better results. When a learning process is more difficult, it can mean that'","there was an increase in effort during learning as long as the participants actually tried learning'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"there was an increase in effort during learning as long as the participants actually tried learning'","to the best of their ability. This can indicate that the brain has higher levels of activation'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"to the best of their ability. This can indicate that the brain has higher levels of activation'","throughout the cortex and that neuronal connections associated with learning occur more often as'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"throughout the cortex and that neuronal connections associated with learning occur more often as'","compared to a learning process that seems easy.'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"compared to a learning process that seems easy.'","Everyday, people try to better themselves by learning a particular skill, language, or'","-48.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Everyday, people try to better themselves by learning a particular skill, language, or'","subject of interest. The present study suggests that the time that is needed to learn and relearn'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"subject of interest. The present study suggests that the time that is needed to learn and relearn'","materials can be drastically reduced, and the chance of long-lasting learning improved, if people'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"materials can be drastically reduced, and the chance of long-lasting learning improved, if people'","learn the material through a process of interleaving instead of blocking. If these results are true,'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"learn the material through a process of interleaving instead of blocking. If these results are true,'","and hold true in other areas of learning, then academic success in schools could be heightened as'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"and hold true in other areas of learning, then academic success in schools could be heightened as'","with post-graduate research, skills such as learning a sport or a particular type of medical'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"with post-graduate research, skills such as learning a sport or a particular type of medical'","procedure could be learned quicker and with higher success, and learning different languages'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"procedure could be learned quicker and with higher success, and learning different languages'","could be faster and with longer-lasting effects. The possibility for higher academic achievement'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"could be faster and with longer-lasting effects. The possibility for higher academic achievement'","as well as other successes has vast implications that this world has yet to even imagine.'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"as well as other successes has vast implications that this world has yet to even imagine.'","However, at present more studies need to be conducted and end with the same conclusion in'","-48.83","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"However, at present more studies need to be conducted and end with the same conclusion in'","order to generalize these results to the world population. Interleaving also needs to be'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"order to generalize these results to the world population. Interleaving also needs to be'","investigated for different types of materials in order to determine whether it has similar dramatic'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"investigated for different types of materials in order to determine whether it has similar dramatic'","effects on teaching and learning.'","-48.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 11'","References'","-35.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"References'","Carpenter, S. K., & Mueller, F. E. 2013. The effects of interleaving versus blocking on foreign'","-35.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Carpenter, S. K., & Mueller, F. E. 2013. The effects of interleaving versus blocking on foreign'","language pronunciation learning. Memory & Cognition, 41, 671- 682.'","-35.0","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"language pronunciation learning. Memory & Cognition, 41, 671- 682.'","Goldstone, R. L. 1996. Isolated and interrelated concepts . Memory & Cognition, 24,'","-35.0","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Goldstone, R. L. 1996. Isolated and interrelated concepts . Memory & Cognition, 24,'","608–628.'","-35.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"608–628.'","Mayfield, K. H., & Chase, P. N. 2002. The effects of cumulative practice on mathematics'","-35.0","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Mayfield, K. H., & Chase, P. N. 2002. The effects of cumulative practice on mathematics'","problem solving. Journal of Applied Behavior Analysis, 35, 105– 123.'","-35.0","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"problem solving. Journal of Applied Behavior Analysis, 35, 105– 123.'","Pan, S. C. 2015, August 4. The Interleaving Effect: Mixing It Up Boosts Learning. Retrieved'","-35.0","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Pan, S. C. 2015, August 4. The Interleaving Effect: Mixing It Up Boosts Learning. Retrieved'","November 17, 2016, from https://www.scientificamerican.com/article/the-interleaving'","-35.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"November 17, 2016, from https://www.scientificamerican.com/article/the-interleaving'","effect-mixing-it-up-boosts-learning/'","-35.0","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"effect-mixing-it-up-boosts-learning/'","Rohrer, D. 2012. Interleaving helps students distinguish among similar concepts. Educational'","-35.0","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Rohrer, D. 2012. Interleaving helps students distinguish among similar concepts. Educational'","Psychology Review, 24 3, 355-367'","-35.0","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Psychology Review, 24 3, 355-367'","Rohrer, D., & Taylor, K. 2006. The effects of overlearning and distributed practice on the'","-35.0","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Rohrer, D., & Taylor, K. 2006. The effects of overlearning and distributed practice on the'","retention of mathematics knowledge. Applied Cognitive Psychology, 20, 1209–1224.'","-35.0","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 12'","Figure 1 . Percentage of correct responses during Spanish verb conjugation test after exposure'","-33.83","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Figure 1 . Percentage of correct responses during Spanish verb conjugation test after exposure'","during interleaving and blocked learning sessions. The participants in the interleaving group, on'","-33.83","0","0.0","0","0","1","1","1","1","0","0","0","1",""
"during interleaving and blocked learning sessions. The participants in the interleaving group, on'","average, answered questions on this test more accurately compared to participants in the blocked'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"average, answered questions on this test more accurately compared to participants in the blocked'","learning group.'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 13'","Figure 2 . Participants’ rankings of how difficult it was for them to learn Spanish verb'","-33.83","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Figure 2 . Participants’ rankings of how difficult it was for them to learn Spanish verb'","conjugation skills during each session. Participants in the blocked learning group on average'","-33.83","0","0.0","0","0","1","1","1","1","0","0","0","1",""
"conjugation skills during each session. Participants in the blocked learning group on average'","thought that it was easier to learn Spanish verb conjugation skills in both sessions compared to'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"thought that it was easier to learn Spanish verb conjugation skills in both sessions compared to'","participants in the interleaved learning group.'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"INTERLEAVING AND LANGUAGE LEARNING 14'","Figure 3 . Participants’ rankings of how well they thought they learned Spanish verb conjugation'","-33.83","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Figure 3 . Participants’ rankings of how well they thought they learned Spanish verb conjugation'","skills after each learning session. Participants in the blocked learning group on average thought'","-33.83","0","0.0","0","0","1","1","1","1","0","0","0","1",""
"skills after each learning session. Participants in the blocked learning group on average thought'","that they learned Spanish verb conjugation skills better than participants in the interleaved'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"that they learned Spanish verb conjugation skills better than participants in the interleaved'","learning group.'","-33.83","0","0.0","1","0","1","1","1","1","0","0","0","1",""
