"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_diff","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"2.6 Keeping It Current'","The software industry changes rapidly. To deal with these changes and to provide the stakeholders with'","-58.58","0","-4.08","1","0","0","1","1","1","0","0","0","1",""
"The software industry changes rapidly. To deal with these changes and to provide the stakeholders with'","access to relevant and current information, the ISTQB working groups have created links on the'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"access to relevant and current information, the ISTQB working groups have created links on the'","www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences'","in the industry. This information is not examinable under this syllabus.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"in the industry. This information is not examinable under this syllabus.'","Version 2014 Page 9 of 12 May 31, 2014'","-58.58","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Version 2014 Page 9 of 12 May 31, 2014'","© International Software Testing Qualifications Board'","-58.58","0","-3.96","0","0","0","1","1","1","0","0","0","1",""
"International'","Overview'","-58.58","0","2.04","1","0","0","1","1","1","0","0","0","1",""
"Overview'","Software Testing'","-58.58","0","-2.04","1","0","0","1","1","1","0","0","0","1",""
"Software Testing'","Foundation Level Extension – Agile Tester Qualifications Board'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Foundation Level Extension – Agile Tester Qualifications Board'","3. Overview of the Foundation Level Extension – Agile Tester S llabus y'","-58.58","0","6.0","1","0","0","1","1","1","0","0","0","1",""
"3. Overview of the Foundation Level Extension – Agile Tester S llabus y'","3.1 Business Outcomes'","-58.58","0","-1.92","1","0","0","1","1","1","0","0","0","1",""
"3.1 Business Outcomes'","This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level'","-58.58","0","-4.08","1","0","0","1","1","1","0","0","0","1",""
"This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level'","Extension – Agile Tester certification.'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Extension – Agile Tester certification.'","An Agile Tester can…'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"An Agile Tester can…'","AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"AFM1 Collaborate in a cross-functional Agile team being familiar with principles and basic'","practices of Agile software development.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"practices of Agile software development.'","AFM2 Adapt existing testing experience and knowledge to Agile values and principles.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM2 Adapt existing testing experience and knowledge to Agile values and principles.'","AFM3 Support the Agile team in planning test-related activities.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM3 Support the Agile team in planning test-related activities.'","AFM4 Apply relevant methods and techniques for testing in an Agile project.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM4 Apply relevant methods and techniques for testing in an Agile project.'","AFM5 Assist the Agile team in test automation activities.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM5 Assist the Agile team in test automation activities.'","AFM6 Assist business stakeholders in defining understandable and testable user stories,'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM6 Assist business stakeholders in defining understandable and testable user stories,'","scenarios, requirements and acceptance criteria as appropriate.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"scenarios, requirements and acceptance criteria as appropriate.'","AFM7 Work and share information with other team members using effective communication'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"AFM7 Work and share information with other team members using effective communication'","styles and channels.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"styles and channels.'","In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary'","skills to working effectively within an Agile team and environment.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"skills to working effectively within an Agile team and environment.'","3.2 Content'","-58.58","0","4.08","1","1","0","1","1","1","0","0","0","1",""
"3.2 Content'","Chapter 1: Agile Software Development'","-58.58","0","-4.08","1","0","0","1","1","1","0","0","0","1",""
"Chapter 1: Agile Software Development'","The tester should remember the basic concept of Agile software development based on the Agile'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"The tester should remember the basic concept of Agile software development based on the Agile'","Manifesto.'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Manifesto.'","The tester should understand the advantages of the whole-team approach and the benefits of'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should understand the advantages of the whole-team approach and the benefits of'","early and frequent feedback.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"early and frequent feedback.'","The tester should recall Agile software development approaches.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should recall Agile software development approaches.'","The tester should be able to write testable user stories in collaboration with developers and'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to write testable user stories in collaboration with developers and'","business representatives.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"business representatives.'","The tester should understand how retrospectives can be used as a mechanism for process'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should understand how retrospectives can be used as a mechanism for process'","improvement in Agile projects.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"improvement in Agile projects.'","The tester should understand the use and purpose of continuous integration.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should understand the use and purpose of continuous integration.'","The tester should know the differences between iteration and release planning, and how a tester'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should know the differences between iteration and release planning, and how a tester'","adds value in each of these activities.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"adds value in each of these activities.'","Version 2014 Page 10 of 12 May 31, 2014'","-58.58","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Version 2014 Page 10 of 12 May 31, 2014'","© International Software Testing Qualifications Board'","-58.58","0","-3.96","0","0","0","1","1","1","0","0","0","1",""
"International'","Overview'","-58.58","0","2.04","1","0","0","1","1","1","0","0","0","1",""
"Overview'","Software Testing'","-58.58","0","-2.04","1","0","0","1","1","1","0","0","0","1",""
"Software Testing'","Foundation Level Extension – Agile Tester Qualifications Board'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Foundation Level Extension – Agile Tester Qualifications Board'","Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Chapter 2: Fundamental Agile Testing Principles, Practices, and Processes'","The tester should be able to describe the differences between testing activities in Agile projects'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"The tester should be able to describe the differences between testing activities in Agile projects'","and non-Agile projects.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"and non-Agile projects.'","The tester should be able to describe how development and testing activities are integrated in'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to describe how development and testing activities are integrated in'","Agile projects.'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Agile projects.'","The tester should be able to describe the role of independent testing in Agile projects.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to describe the role of independent testing in Agile projects.'","The tester should be able to describe the tools and techniques used to communicate the status of'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to describe the tools and techniques used to communicate the status of'","testing in an Agile project, including test progress and product quality.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"testing in an Agile project, including test progress and product quality.'","The tester should be able to describe the process of evolving tests across multiple iterations and'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to describe the process of evolving tests across multiple iterations and'","explain why test automation is important to manage regression risk in Agile projects.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"explain why test automation is important to manage regression risk in Agile projects.'","The tester should understand the skills people, domain, and testing of a tester in an Agile team.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should understand the skills people, domain, and testing of a tester in an Agile team.'","The tester should be able to understand the role of a tester within an Agile team.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to understand the role of a tester within an Agile team.'","Chapter 3: Agile Testing Methods, Techniques, and Tools'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Chapter 3: Agile Testing Methods, Techniques, and Tools'","The tester should be able to recall the concepts of test-driven development, acceptance testdriven development, and behavior-driven development.'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"The tester should be able to recall the concepts of test-driven development, acceptance testdriven development, and behavior-driven development.'","The tester should be able to recall the concepts of the test pyramid.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to recall the concepts of the test pyramid.'","The tester should be able to summarize the testing quadrants and their relationships with testing'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to summarize the testing quadrants and their relationships with testing'","levels and testing types.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"levels and testing types.'","For a given Agile project, the tester should be able to work as a tester in a Scrum team.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"For a given Agile project, the tester should be able to work as a tester in a Scrum team.'","The tester should be able to assess quality risks within an Agile project.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to assess quality risks within an Agile project.'","The tester should be able to estimate testing effort based on iteration content and quality risks.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to estimate testing effort based on iteration content and quality risks.'","The tester should be able to interpret relevant information to support testing activities.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to interpret relevant information to support testing activities.'","The tester should be able to explain to business stakeholders how to define testable acceptance'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to explain to business stakeholders how to define testable acceptance'","criteria.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"criteria.'","Given a user story, the tester should be able to write acceptance test-driven development test'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"Given a user story, the tester should be able to write acceptance test-driven development test'","cases.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"cases.'","For both functional and non-functional behavior, the tester should be able to write test cases using'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"For both functional and non-functional behavior, the tester should be able to write test cases using'","black box test design techniques based on given user stories.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"black box test design techniques based on given user stories.'","The tester should be able to perform exploratory testing to support the testing of an Agile project.'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to perform exploratory testing to support the testing of an Agile project.'","The tester should be able to recall different tools available to testers according to their purpose'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"The tester should be able to recall different tools available to testers according to their purpose'","and to activities in Agile projects.'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"and to activities in Agile projects.'","Version 2014 Page 11 of 12 May 31, 2014'","-58.58","0","0.0","0","1","0","1","1","1","0","0","0","1",""
"Version 2014 Page 11 of 12 May 31, 2014'","© International Software Testing Qualifications Board'","-58.58","0","-3.96","0","0","0","1","1","1","0","0","0","1",""
"International'","Overview'","-58.58","0","2.04","1","0","0","1","1","1","0","0","0","1",""
"Overview'","Software Testing'","-58.58","0","-2.04","1","0","0","1","1","1","0","0","0","1",""
"Software Testing'","Foundation Level Extension – Agile Tester Qualifications Board'","-58.58","0","0.0","1","0","0","1","1","1","0","0","0","1",""
"Foundation Level Extension – Agile Tester Qualifications Board'","4. References'","-58.58","0","6.0","1","0","0","1","1","1","0","0","0","1",""
"4. References'","4.1 Trademarks'","-58.58","0","-1.92","1","0","0","1","1","1","0","0","0","1",""
"4.1 Trademarks'","The following registered trademarks and service marks are used in this document:'","-58.58","0","-4.08","1","0","0","1","1","1","0","0","0","1",""
"The following registered trademarks and service marks are used in this document:'","ISTQB ®  is a registered trademark of the International Software Testing Qualifications Board'","-58.58","0","0.0","1","1","0","1","1","1","0","0","0","1",""
"ISTQB ®  is a registered trademark of the International Software Testing Qualifications Board'","4.2 Documents and Web Sites'","-58.58","0","4.08","1","0","0","1","1","1","0","0","0","1",""
"4.2 Documents and Web Sites'","Identifier Reference'","-58.58","0","-4.08","0","0","0","1","1","1","0","0","0","1",""
"Identifier Reference'","ISTQB-Web Web site of the International Software Testing Qualifications Board. Refer'","-58.58","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"ISTQB-Web Web site of the International Software Testing Qualifications Board. Refer'","to this website for the latest ISTQB Glossary and Syllabi. www.istqb.orghttp://www.istqb.org'","-58.58","0","0.0","1","0","1","1","1","1","0","0","0","1",""
"to this website for the latest ISTQB Glossary and Syllabi. www.istqb.orghttp://www.istqb.org'","Version 2014 Page 12 of 12 May 31, 2014'","-58.58","0","0.0","0","0","0","1","1","1","0","0","0","1",""
"Version 2014 Page 12 of 12 May 31, 2014'","© International Software Testing Qualifications Board'","-58.58","0","-3.96","0","0","0","1","1","1","0","0","0","1",""
