"text_a","text_b","normalized_vertical_gap","indentation_change","font_size_a","font_size_b","same_font","line_a_ends_punctuation","line_b_starts_lowercase","same_alignment","is_centered_A","is_centered_B","is_linea_in_rectangle","is_lineb_in_rectangle","both_in_table","neither_in_table","label"
"optimization methodology outlined in 15 is employed to'","determine the machine design parameters provided in Table I.'","-44.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"determine the machine design parameters provided in Table I.'","For SL see Fig. 1a, each slot has one coil side with'","-44.0","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"For SL see Fig. 1a, each slot has one coil side with'","160 turns / coil. As for DL see Fig. 1b, each slot is filled'","-44.0","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"160 turns / coil. As for DL see Fig. 1b, each slot is filled'","with two coil sides either of the same phase or of two different'","-44.0","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"with two coil sides either of the same phase or of two different'","phases with 80 turns / coil, and thereby the cross-slot mutual'","-44.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"phases with 80 turns / coil, and thereby the cross-slot mutual'","coupling is higher than that in SL layout 3, 6. For a fair'","-44.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"TABLE I'","D ESIGN D ETAILS OF THE FSCW PMSM'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"D ESIGN D ETAILS OF THE FSCW PMSM'","Parameter Value Parameter Value'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Parameter Value Parameter Value'","Stator outer diameter mm 130 Stator slot number 12'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Stator outer diameter mm 130 Stator slot number 12'","Stator inner diameter mm 62 Rotor pole number 14'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Stator inner diameter mm 62 Rotor pole number 14'","Airgap length mm 1 Turns/slot number 160'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Airgap length mm 1 Turns/slot number 160'","PM width mm 10 . 68 Rated power kW 2'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"PM width mm 10 . 68 Rated power kW 2'","Stack length mm 60 Rated torque Nm 9 . 75'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Stack length mm 60 Rated torque Nm 9 . 75'","Core steel material M235-35 Rated speed r / min 2000'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Core steel material M235-35 Rated speed r / min 2000'","PM material N42sh Rated phase voltage V 110'","-39.18","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"PM material N42sh Rated phase voltage V 110'","comparison, both layouts are wound with a symmetrical sixphase arrangement. As illustrated in 16, asymmetrical configurations are not feasible for SL machines with a 12-slot/14pole topology. It is noteworthy that symmetrical configuration'","-39.18","0","7.97","9.96","1","0","1","1","0","0","0","0","0","1",""
"comparison, both layouts are wound with a symmetrical sixphase arrangement. As illustrated in 16, asymmetrical configurations are not feasible for SL machines with a 12-slot/14pole topology. It is noteworthy that symmetrical configuration'","achieves higher postfault torque than other arrangements 17.'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"achieves higher postfault torque than other arrangements 17.'","Besides symmetrical winding layout, each phase winding is'","-39.18","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"Besides symmetrical winding layout, each phase winding is'","fed by an FB inverter so as to separately control each phase 5,'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"fed by an FB inverter so as to separately control each phase 5,'","6, 11.'","-39.18","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"6, 11.'","III. E LECTROMAGNETIC FEA'","-39.18","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"III. E LECTROMAGNETIC FEA'","In this section, the electromagnetic model for both machines'","-39.18","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"In this section, the electromagnetic model for both machines'","is developed in Ansys Maxwell to acquire the losses, which'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"is developed in Ansys Maxwell to acquire the losses, which'","will then be required for thermal analysis. Fig. 2 shows'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"will then be required for thermal analysis. Fig. 2 shows'","the no-load back-EMF of both windings with trapezoidal'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the no-load back-EMF of both windings with trapezoidal'","waveforms. The optimum phase currents can be generated'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"waveforms. The optimum phase currents can be generated'","using the generalized strategy in 7. This strategy is employed'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"using the generalized strategy in 7. This strategy is employed'","here because it not only minimizes the stator copper loss'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"here because it not only minimizes the stator copper loss'","with ripple-free torque, but also considers many possibilities'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"with ripple-free torque, but also considers many possibilities'","such as nonsinusoidal back-EMF, any number of phases,'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"such as nonsinusoidal back-EMF, any number of phases,'","different winding connections, various operating modes, and'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"different winding connections, various operating modes, and'","any fault locations. While retaining most of the previous'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"any fault locations. While retaining most of the previous'","features, the current-reference generation method in 18 can'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"features, the current-reference generation method in 18 can'","also be adopted if the additional functionalities are desired'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"also be adopted if the additional functionalities are desired'","such as extending the torque range with minimal torque ripple,'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"such as extending the torque range with minimal torque ripple,'","including current and torque-ripple limitations, and enabling'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"including current and torque-ripple limitations, and enabling'","automatic transition from overload to steady-state operation.'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"automatic transition from overload to steady-state operation.'","The heat sources in PMSMs are mainly stator copper loss'","-39.18","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"The heat sources in PMSMs are mainly stator copper loss'","P cu, core loss P core, and PM loss P PM . The loss calculations'","-39.18","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"P cu, core loss P core, and PM loss P PM . The loss calculations'","adopted in Ansys Maxwell are well-established and detailed'","-39.18","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"adopted in Ansys Maxwell are well-established and detailed'","in 4, 8. All the loss model parameters are listed in Table II.'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"in 4, 8. All the loss model parameters are listed in Table II.'","A. Healthy Case'","-39.18","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"A. Healthy Case'","For a fair comparison, the same operating conditions rated'","-39.18","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"For a fair comparison, the same operating conditions rated'","torque and speed are applied for both machines. With the'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"torque and speed are applied for both machines. With the'","closed-form solution in 7, the phase currents, depicted in'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"closed-form solution in 7, the phase currents, depicted in'","Fig. 3, are obtained for both designs considering the two'","-39.18","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"Fig. 3, are obtained for both designs considering the two'","different back-EMFs in Fig. 2. It should be emphasized that'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"different back-EMFs in Fig. 2. It should be emphasized that'","no constraint of zero phase-current summation is applied to'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"no constraint of zero phase-current summation is applied to'","the solution of 7, since each phase is driven by an FB'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the solution of 7, since each phase is driven by an FB'","inverter. It can be seen from Fig. 3 that the phase-current rms'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"inverter. It can be seen from Fig. 3 that the phase-current rms'","value for SL is 3 . 68% lower than for DL at the same torque'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"value for SL is 3 . 68% lower than for DL at the same torque'","due to the higher harmonic content in the back-EMF for SL.'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"due to the higher harmonic content in the back-EMF for SL.'","Ansys Maxwell is used to obtain the losses of each layout'","-39.18","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"Ansys Maxwell is used to obtain the losses of each layout'","by exciting the electromagnetic model with the corresponding'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"by exciting the electromagnetic model with the corresponding'","phase currents. Table III shows the calculated loss components'","-39.18","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"phase currents. Table III shows the calculated loss components'","Fig. 2. No-load per-phase back-EMF of the FSCW 6PMSMs at rated speed.'","-27.59","263","9.96","7.97","1","0","0","0","0","0","0","0","0","1",""
"Fig. 2. No-load per-phase back-EMF of the FSCW 6PMSMs at rated speed.'","a SL. b DL.'","-1.0","0","7.97","7.97","1","1","1","1","0","0","0","0","0","1",""
"a SL. b DL.'","TABLE II'","1.0","40","7.97","7.97","1","1","0","0","0","0","0","0","0","1",""
"TABLE II'","L OSS M ODEL P ARAMETERS'","-2.12","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"L OSS M ODEL P ARAMETERS'","Parameter Symbol Value'","-15.71","-303","7.97","7.97","1","0","0","0","0","0","0","0","0","1",""
"Parameter Symbol Value'","Copper conductivity S / m σ cu 58 · 10 6'","-23.29","263","7.97","7.97","1","0","0","0","0","0","0","0","0","1",""
"Copper conductivity S / m σ cu 58 · 10 6'","PM conductivity S / m σ PM 0 . 6 · 10 6'","-23.29","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"PM conductivity S / m σ PM 0 . 6 · 10 6'","Hysteresis loss coefficient K h 172 . 042'","-23.29","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Hysteresis loss coefficient K h 172 . 042'","Eddy-current loss coefficient K c 1 . 368'","-23.29","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Eddy-current loss coefficient K c 1 . 368'","Excess loss coefficient K e 1 . 765'","-23.29","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Excess loss coefficient K e 1 . 765'","of each winding layout. DL exhibits 9 . 50% lower total losses'","-23.29","0","7.97","9.96","1","0","1","1","0","0","0","0","0","1",""
"of each winding layout. DL exhibits 9 . 50% lower total losses'","compared with SL. This is mainly attributed to the lower'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"compared with SL. This is mainly attributed to the lower'","harmonic components in the DL MMF. It is noteworthy that'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"harmonic components in the DL MMF. It is noteworthy that'","the PM eddy-current losses of both layouts are much lower'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the PM eddy-current losses of both layouts are much lower'","than the other losses.'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"than the other losses.'","B. OPF Case'","-23.29","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"B. OPF Case'","In this case, both machines are simulated under the same'","-23.29","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"In this case, both machines are simulated under the same'","torque and speed i.e., rated as in the healthy case, keeping'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"torque and speed i.e., rated as in the healthy case, keeping'","the machine operation without derating, while phase a is opencircuited  i a = 0. Similarly, the procedures of the healthy case'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the machine operation without derating, while phase a is opencircuited  i a = 0. Similarly, the procedures of the healthy case'","are replicated here to obtain the optimal healthy-phase currents'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"are replicated here to obtain the optimal healthy-phase currents'","shown in Fig. 4. It is worth highlighting that DL still results'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"shown in Fig. 4. It is worth highlighting that DL still results'","in 9 . 24% lower total losses than SL, as indicated in Table III.'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"in 9 . 24% lower total losses than SL, as indicated in Table III.'","C. ITF Case'","-23.29","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"C. ITF Case'","To ensure a fair comparison of the resulting losses in both'","-23.29","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"To ensure a fair comparison of the resulting losses in both'","machines under the ITF case, the same number of shorted turns'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"machines under the ITF case, the same number of shorted turns'","specifically, 10 turns of phase a is adopted in both machines.'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"specifically, 10 turns of phase a is adopted in both machines.'","The fault resistance between shorted turns is assumed to'","-23.29","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"The fault resistance between shorted turns is assumed to'","be 20 mΩ. As recommended in 11, 12, to alleviate the'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"be 20 mΩ. As recommended in 11, 12, to alleviate the'","SC current, an external SC is applied across the faultyphase terminals by turning on the upper/lower switches of the'","-23.29","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"SC current, an external SC is applied across the faultyphase terminals by turning on the upper/lower switches of the'","corresponding FB inverter. The healthy-phase currents are the'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"corresponding FB inverter. The healthy-phase currents are the'","same as in the healthy case shown in Fig. 3, but discarding i a .'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"same as in the healthy case shown in Fig. 3, but discarding i a .'","It is clear from Table III that DL produces higher total losses'","-23.29","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"It is clear from Table III that DL produces higher total losses'","than SL by 19 . 85% due to the higher resulting fault current'","-23.29","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"Fig. 3. Phase-current references of the FSCW 6PMSMs under the healthy'","case at rated torque and speed. a SL. b DL.'","-1.17","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"case at rated torque and speed. a SL. b DL.'","TABLE III'","1.17","0","7.97","7.97","1","1","0","1","0","0","0","0","0","1",""
"TABLE III'","C OMPARISON OF L OSS C OMPONENTS FOR B OTH L AYOUTS AT R ATED'","-22.9","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"C OMPARISON OF L OSS C OMPONENTS FOR B OTH L AYOUTS AT R ATED'","T ORQUE AND S PEED U NDER T HREE D IFFERENT S CENARIOS'","-22.9","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"T ORQUE AND S PEED U NDER T HREE D IFFERENT S CENARIOS'","P cu W P core W P PM W Total losses W'","-22.9","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"P cu W P core W P PM W Total losses W'","Scenario'","-22.9","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Scenario'","in DL compared with SL. This may be due to the mutual flux'","-22.9","0","7.97","9.96","1","0","1","1","0","0","0","0","0","1",""
"in DL compared with SL. This may be due to the mutual flux'","linkage of DL healthy phases reinforcing the PM flux linkage'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"linkage of DL healthy phases reinforcing the PM flux linkage'","in shorted turns, and further research into the actual causes'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"in shorted turns, and further research into the actual causes'","may be conducted in the future.'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"may be conducted in the future.'","IV. CFD-B ASED T HERMAL A NALYSIS'","-22.9","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"IV. CFD-B ASED T HERMAL A NALYSIS'","The loss model provided in Ansys Maxwell is coupled to'","-22.9","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"The loss model provided in Ansys Maxwell is coupled to'","the thermal model via Ansys Workbench. The CFD-based'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the thermal model via Ansys Workbench. The CFD-based'","thermal analysis is carried out using Ansys Fluent. The thermal properties of the used materials are given in Table IV.'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"thermal analysis is carried out using Ansys Fluent. The thermal properties of the used materials are given in Table IV.'","Regarding the air-gap modeling, a turbulent flow occurs,'","-22.9","0","9.96","9.96","1","1","0","1","0","0","0","0","0","1",""
"Regarding the air-gap modeling, a turbulent flow occurs,'","when the air-gap Reynolds number Re g is greater than the'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"when the air-gap Reynolds number Re g is greater than the'","critical Reynolds number Re crit as usual in rotating electric'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"critical Reynolds number Re crit as usual in rotating electric'","machines. Otherwise, a laminar flow is considered in the air'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"machines. Otherwise, a laminar flow is considered in the air'","gap with the air thermal conductivity 19. For the turbulent'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"gap with the air thermal conductivity 19. For the turbulent'","flow, the air gap is modeled as a solid with an equivalent airgap thermal conductivity λ g, which can be calculated by 4,'","-22.9","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"flow, the air gap is modeled as a solid with an equivalent airgap thermal conductivity λ g, which can be calculated by 4,'","19, 20'","-22.9","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"19, 20'","λ g = 0 . 069 η − 2 . 9084 Re 0 g . 4614 ln3 . 33361 η  ;'","0.34","32","9.96","9.96","0","0","1","0","0","0","0","0","0","1",""
"λ g = 0 . 069 η − 2 . 9084 Re 0 g . 4614 ln3 . 33361 η  ;'","Fig. 4. Phase-current references of the FSCW 6PMSMs under an OPF in'","-27.59","231","9.96","7.97","0","0","0","0","0","0","0","0","0","1",""
"Fig. 4. Phase-current references of the FSCW 6PMSMs under an OPF in'","phase a at rated torque and speed. a SL. b DL.'","-1.17","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"phase a at rated torque and speed. a SL. b DL.'","the air blown by a fan. Accordingly, the mixed convection'","1.66","0","7.97","9.96","1","1","1","1","0","0","0","0","0","1",""
"the air blown by a fan. Accordingly, the mixed convection'","coefficient of the stator surface can be expressed as 4, 8'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"coefficient of the stator surface can be expressed as 4, 8'","h st = 9 . 73 + 14 v st 0 . 62 2'","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"h st = 9 . 73 + 14 v st 0 . 62 2'","where v st is the air velocity on the stator surface  v st ='","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"where v st is the air velocity on the stator surface  v st ='","8 m / s, which can be estimated from the rotor operating'","-29.17","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"8 m / s, which can be estimated from the rotor operating'","speed 21. The calculated convection coefficient of the stator surface is h st = 60 . 55 W / m 2 / K. Since the hot-spot'","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"speed 21. The calculated convection coefficient of the stator surface is h st = 60 . 55 W / m 2 / K. Since the hot-spot'","temperature typically locates at the end windings 4, 10,'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"temperature typically locates at the end windings 4, 10,'","19, heat transfer at end-space surfaces should be taken into'","-29.17","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"19, heat transfer at end-space surfaces should be taken into'","account. The convective heat transfer coefficient of the endspace surface can be computed by 20'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"account. The convective heat transfer coefficient of the endspace surface can be computed by 20'","h end = 15 . 5 + 4 . 495 v end 3'","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"h end = 15 . 5 + 4 . 495 v end 3'","where v end is the air velocity at the end space, which equals'","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"where v end is the air velocity at the end space, which equals'","ω r R ro . From 3, h end = 43 . 74 W / m 2 / K.'","-29.17","0","9.96","9.96","0","0","1","1","0","0","0","0","0","1",""
"ω r R ro . From 3, h end = 43 . 74 W / m 2 / K.'","A. Healthy Case'","-29.17","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"A. Healthy Case'","The generated losses of both machines at the same rated'","-29.17","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"The generated losses of both machines at the same rated'","torque and speed from the electromagnetic model are injected'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"torque and speed from the electromagnetic model are injected'","as heat sources in the thermal model to obtain the steadystate temperature distribution. Fig. 5 shows the temperature'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"as heat sources in the thermal model to obtain the steadystate temperature distribution. Fig. 5 shows the temperature'","distribution of both designs. The maximum temperatures are'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"distribution of both designs. The maximum temperatures are'","located at the end windings. Both layouts exhibit uniform'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"located at the end windings. Both layouts exhibit uniform'","temperature distributions across phases due to the equal phasecurrent rms values under healthy conditions displayed in'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"temperature distributions across phases due to the equal phasecurrent rms values under healthy conditions displayed in'","Fig. 3. However, due to the thermal coupling between DL'","-29.17","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"Fig. 3. However, due to the thermal coupling between DL'","phases, the DL hot-spot temperature reduces by 9 . 02% with'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"phases, the DL hot-spot temperature reduces by 9 . 02% with'","respect to SL, as shown in Fig. 5. To clarify whether the'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"respect to SL, as shown in Fig. 5. To clarify whether the'","decrease in hot-spot temperature for DL is due to its lower'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"decrease in hot-spot temperature for DL is due to its lower'","losses or to its different thermal conductance across its heat'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"losses or to its different thermal conductance across its heat'","transfer paths, another simulation is performed. Namely, the'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"transfer paths, another simulation is performed. Namely, the'","input losses of SL are manually forced to be the same as for'","-29.17","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"input losses of SL are manually forced to be the same as for'","DL in Ansys Fluent, as indicated in Table V. From Table V and'","-29.17","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"DL in Ansys Fluent, as indicated in Table V. From Table V and'","Fig. 6, DL still keeps a lower hot-spot temperature than SL'","-29.17","0","9.96","9.96","1","0","0","1","0","0","0","0","0","1",""
"Fig. 6, DL still keeps a lower hot-spot temperature than SL'","ν > Re crit = 41 . 2»'","-6.48","-231","9.96","9.96","0","0","1","0","0","0","0","0","0","1",""
"ν > Re crit = 41 . 2»'","R si'","-2.07","0","9.96","6.97","0","0","0","1","0","0","0","0","0","1",""
"R si'","δ si ;  η  = R R ro'","-0.97","141","6.97","6.97","1","0","1","0","0","0","0","0","0","1",""
"δ si ;  η  = R R ro'","R ro'","-1.38","34","6.97","6.97","1","0","0","0","0","1","0","0","0","1",""
"R ro'","R si'","-1.1","-37","6.97","6.97","1","0","0","0","1","0","0","0","0","1",""
"R si'","where ω r is the angular rotor velocity, R ro is the rotor outer'","0.83","-170","6.97","9.96","0","0","1","0","0","0","0","0","0","1",""
"where ω r is the angular rotor velocity, R ro is the rotor outer'","radius, R si is the stator inner radius, η is th radius ratio, δ is'","-4.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"radius, R si is the stator inner radius, η is th radius ratio, δ is'","the air-gap length, and ν is the air kinematic viscosity. The'","-4.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"the air-gap length, and ν is the air kinematic viscosity. The'","heat exchange on the stator outer surface is a combination of'","-4.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"heat exchange on the stator outer surface is a combination of'","natural and forced convection, with the latter resulting from'","-4.0","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"TABLE IV'","T HERMAL M ODEL P ARAMETERS'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"T HERMAL M ODEL P ARAMETERS'","Material Thermal conductivity Mass density Heat capacity'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Material Thermal conductivity Mass density Heat capacity'","Copper 387 . 6 8978 381'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Copper 387 . 6 8978 381'","Insulation 0 . 3 2000 502'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Insulation 0 . 3 2000 502'","M235-35 22 7600 460'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"M235-35 22 7600 460'","Air gap 1 . 94 1 . 1 1006'","-0.97","0","7.97","7.97","1","0","0","1","0","0","0","0","0","1",""
"Air gap 1 . 94 1 . 1 1006'","Fig. 7. Temperature distribution under the OPF case with phase a open at'","0.11","249","7.97","7.97","1","0","0","0","0","0","0","0","0","1",""
"Fig. 7. Temperature distribution under the OPF case with phase a open at'","rated torque and speed. a SL. b DL.'","-0.18","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"rated torque and speed. a SL. b DL.'","Fig. 5. Temperature distribution under the healthy case at rated torque and'","1.0","-263","7.97","7.97","1","1","0","0","0","0","0","0","0","1",""
"Fig. 5. Temperature distribution under the healthy case at rated torque and'","speed. a SL. b DL.'","-0.18","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"speed. a SL. b DL.'","Fig. 6. Temperature distribution under the healthy case for the same input'","1.25","0","7.97","7.97","1","1","0","1","0","0","0","0","0","1",""
"Fig. 6. Temperature distribution under the healthy case for the same input'","losses and rated speed. a SL. b DL.'","-3.19","0","7.97","7.97","1","0","1","1","0","0","0","0","0","1",""
"losses and rated speed. a SL. b DL.'","by 7 . 51%. This reveals that the lower maximum temperature'","-3.19","0","7.97","9.96","1","1","1","1","0","0","0","0","0","1",""
"by 7 . 51%. This reveals that the lower maximum temperature'","for DL is mainly due to the heat exchange between the phases'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"for DL is mainly due to the heat exchange between the phases'","sharing the same slot, and not to its reduction in losses.'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
"sharing the same slot, and not to its reduction in losses.'","B. OPF Case'","-3.19","0","9.96","9.96","0","1","0","1","0","0","0","0","0","1",""
"B. OPF Case'","Opening phase a makes it a passive phase, while the other'","-3.19","0","9.96","9.96","0","0","0","1","0","0","0","0","0","1",""
"Opening phase a makes it a passive phase, while the other'","healthy phases are active ones. The heat transfer between'","-3.19","0","9.96","9.96","1","0","1","1","0","0","0","0","0","1",""
