text,bbox,page_number,avg_font_size,word_count,is_all_caps,char_density,ratio_of_verbs,ratio_capitalized,ends_with_colon,is_bold,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,font_size_diff,same_font,is_bold_A,is_italic_A,is_monospace_A,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,title_label,model_labels,predicted_category,confidence_score,style_cluster_id,numbering_info,hierarchy_level
P57,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Dimitris Christofilos Thessaloniki/Greece,"[0, 0, 100, 20]",8,11.04,3,0,0.0195,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9141392940872014,0,,H1
P58,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Dimitris Christofilos Thessaloniki/Greece,"[0, 0, 100, 20]",8,11.04,3,0,0.0195,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9141392940872014,0,,H1
P59,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Hemley,"[0, 0, 100, 20]",8,11.04,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9803603147896156,0,,H1
P60,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
pressure,"[0, 0, 100, 20]",8,11.04,1,0,0.004,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9557304109221154,4,,H1
"Hernandez, Alfonso Muñoz","[0, 0, 100, 20]",8,11.04,3,0,0.011,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.937646600049372,0,,H1
P61,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P62,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Oto Kohulák Bratislava/Slovakia, Roman Martoňák","[0, 0, 100, 20]",8,11.04,5,0,0.0215,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8036369902700798,0,,H1
P63,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P64,"[0, 0, 100, 20]",8,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Michael Stevenson Edinburgh/Great Britain,"[0, 0, 100, 20]",8,11.04,4,0,0.019,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8752452875157974,0,,H1
P65,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Dominik Schneidereit Erlangen/Geramany,"[0, 0, 100, 20]",9,11.04,3,0,0.018,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.918802867549188,0,,H1
P66,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
linked dimer under high pressure,"[0, 0, 100, 20]",9,11.04,5,0,0.014,0.2,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6780901616197129,10,,H1
"Lucia, Eva Kutálková, Josef Hrnčiřík, Reinhard Lange","[0, 0, 100, 20]",9,11.04,7,0,0.023,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6161929265149463,0,,H1
P67,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P68,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"J. Manuel Recio Oviedo/Spain, Fernando Izquierdo-Ruiz, Olga Prieto-Ballesteros","[0, 0, 100, 20]",9,11.04,8,0,0.0355,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.966697276789628,0,"{'type': 'alpha', 'depth': 2}",H1
P69,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Baonza, Mercedes Taravillo","[0, 0, 100, 20]",9,11.04,3,0,0.012,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9352288878676328,0,,H1
P70,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Newman,"[0, 0, 100, 20]",9,11.04,1,0,0.003,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9803603147896156,0,,H1
P71,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Michałowska, Adrianna Raczkowska","[0, 0, 100, 20]",9,11.04,3,0,0.015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9274431850918056,0,,H1
P72,"[0, 0, 100, 20]",9,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P73,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P74,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
László Friedrich,"[0, 0, 100, 20]",10,11.04,2,0,0.0075,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9640893497566608,0,,H1
P75,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
shelflife,"[0, 0, 100, 20]",10,11.04,1,0,0.0045,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9548630295271278,4,,H1
Bozena Mazurkiewicz Warsaw/Poland,"[0, 0, 100, 20]",10,11.04,3,0,0.0155,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9260644432601264,0,,H1
P76,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Botella,"[0, 0, 100, 20]",10,11.04,1,0,0.0035,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.979965395092186,0,,H1
P77,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Muñoz, Jordi Ibáñez","[0, 0, 100, 20]",10,11.04,3,0,0.0085,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9433269007510025,0,,H1
P78,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Timothy Prior, Mark Wenman, David Dye","[0, 0, 100, 20]",10,11.04,6,0,0.016,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.7676692788343169,0,,H1
P79,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Anna Olejniczak Poznan/Poland, Anna Katrusiak, Andrzej Katrusiak","[0, 0, 100, 20]",10,11.04,7,0,0.029,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5571689407753968,0,,H1
P80,"[0, 0, 100, 20]",10,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
P81,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Paweł Piszora Poznań/Poland, Jolanta Darul, Dörthe Haase","[0, 0, 100, 20]",11,11.04,7,0,0.025,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5968058030057826,0,,H1
P82,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Rick Secco London/Canada, Wenjun Yong","[0, 0, 100, 20]",11,11.04,5,0,0.0165,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8337303608603029,0,,H1
P83,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Sechovský,"[0, 0, 100, 20]",11,11.04,1,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.979152082529452,0,,H1
P84,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Marie Kratochvílová, Martin Diviš","[0, 0, 100, 20]",11,11.04,4,0,0.015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8919338042947778,0,,H1
P85,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Olga Matthies Dresden/Germany, Yuri Grin, Miroslav Kohout","[0, 0, 100, 20]",11,11.04,7,0,0.0255,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.5919087750378187,0,,H1
P86,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Ohashi, Akio Suzuki","[0, 0, 100, 20]",11,11.04,3,0,0.0085,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.9433269007510025,0,,H1
P87,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
Littleton,"[0, 0, 100, 20]",11,11.04,1,0,0.0045,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.979152082529452,0,,H1
P88,"[0, 0, 100, 20]",11,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
implications,"[0, 0, 100, 20]",12,11.04,1,0,0.006,0.0,0.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.952162746137976,4,,H1
"Tatiana Sokolova Irkutsk/Russia, Peter Dorogokupets","[0, 0, 100, 20]",12,11.04,5,0,0.0235,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.7904990168314581,0,,H1
P89,"[0, 0, 100, 20]",12,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Clivia Hejny Innsbruck/Austria, Biljana Krüger","[0, 0, 100, 20]",12,11.04,5,0,0.021,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.8068225076271928,0,,H1
P90,"[0, 0, 100, 20]",12,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Akio Suzuki Sendai/Japan, Yoshiki Horioka, Naoki Hisano","[0, 0, 100, 20]",12,11.04,7,0,0.0245,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.6016836115037326,0,,H1
P91,"[0, 0, 100, 20]",12,11.04,1,1,0.0015,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.999999250828069,3,,H1
"Meletov, Aleksandra Bendeliani","[0, 0, 100, 20]",12,11.04,3,0,0.014,0.0,1.0,0,0,0.0,0.0,1,1,0.0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,,1,Title/Heading,0.930129802542102,0,,H1
