text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
Instructions:,Instructions:,"In a skillet, cook ground beef over medium heat until browned.","In a skillet, cook ground beef over medium heat until browned.",1,36.02,0,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"In a skillet, cook ground beef over medium heat until browned.","In a skillet, cook ground beef over medium heat until browned.","Add diced onion and minced garlic, sauté until softened.","Add diced onion and minced garlic, sauté until softened.",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add diced onion and minced garlic, sauté until softened.","Add diced onion and minced garlic, sauté until softened.","Stir in taco seasoning and water, simmer until thickened.","Stir in taco seasoning and water, simmer until thickened.",1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in taco seasoning and water, simmer until thickened.","Stir in taco seasoning and water, simmer until thickened.",Serve beef mixture in taco shells or tortillas with desired toppings.,Serve beef mixture in taco shells or tortillas with desired toppings.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve beef mixture in taco shells or tortillas with desired toppings.,Serve beef mixture in taco shells or tortillas with desired toppings.,Lasagna,Lasagna,17.64,-36.02,0,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Lasagna,Lasagna,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,1 pound ground beef,1 pound ground beef,1.02,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
1 pound ground beef,1 pound ground beef,"1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 jar 24 ounces marinara sauce,1 jar (24 ounces) marinara sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 jar 24 ounces marinara sauce,1 jar (24 ounces) marinara sauce,1 can 15 ounces ricotta cheese,1 can (15 ounces) ricotta cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 can 15 ounces ricotta cheese,1 can (15 ounces) ricotta cheese,1 egg,1 egg,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 egg,1 egg,1/4 cup grated Parmesan cheese,1/4 cup grated Parmesan cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup grated Parmesan cheese,1/4 cup grated Parmesan cheese,1 teaspoon dried basil,1 teaspoon dried basil,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon dried basil,1 teaspoon dried basil,1 teaspoon dried oregano,1 teaspoon dried oregano,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon dried oregano,1 teaspoon dried oregano,"9 lasagna noodles, cooked","9 lasagna noodles, cooked",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"9 lasagna noodles, cooked","9 lasagna noodles, cooked",2 cups shredded mozzarella cheese,2 cups shredded mozzarella cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 cups shredded mozzarella cheese,2 cups shredded mozzarella cheese,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,1.01,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 375°F 190°C.,Preheat oven to 375°F (190°C).,"In a skillet, cook ground beef, diced onion, and minced garlic until browned.","In a skillet, cook ground beef, diced onion, and minced garlic until browned.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a skillet, cook ground beef, diced onion, and minced garlic until browned.","In a skillet, cook ground beef, diced onion, and minced garlic until browned.",Stir in marinara sauce and simmer for 10 minutes.,Stir in marinara sauce and simmer for 10 minutes.,1.02,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Stir in marinara sauce and simmer for 10 minutes.,Stir in marinara sauce and simmer for 10 minutes.,"In a bowl, mix ricotta cheese, egg, grated Parmesan cheese, basil, and oregano.","In a bowl, mix ricotta cheese, egg, grated Parmesan cheese, basil, and oregano.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a bowl, mix ricotta cheese, egg, grated Parmesan cheese, basil, and oregano.","In a bowl, mix ricotta cheese, egg, grated Parmesan cheese, basil, and oregano.",Spread a thin layer of meat sauce in a baking dish.,Spread a thin layer of meat sauce in a baking dish.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Spread a thin layer of meat sauce in a baking dish.,Spread a thin layer of meat sauce in a baking dish.,"Layer with 3 lasagna noodles, 1/3 of the ricotta mixture, 1/3 of the meat sauce, and 1/3","Layer with 3 lasagna noodles, 1/3 of the ricotta mixture, 1/3 of the meat sauce, and 1/3",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Layer with 3 lasagna noodles, 1/3 of the ricotta mixture, 1/3 of the meat sauce, and 1/3","Layer with 3 lasagna noodles, 1/3 of the ricotta mixture, 1/3 of the meat sauce, and 1/3",of the shredded mozzarella cheese.,of the shredded mozzarella cheese.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
of the shredded mozzarella cheese.,of the shredded mozzarella cheese.,Repeat layers twice more.,Repeat layers twice more.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Repeat layers twice more.,Repeat layers twice more.,Cover with foil and bake for 25 minutes.,Cover with foil and bake for 25 minutes.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Cover with foil and bake for 25 minutes.,Cover with foil and bake for 25 minutes.,Remove foil and bake for an additional 25 minutes until cheese is melted and bubbly.,Remove foil and bake for an additional 25 minutes until cheese is melted and bubbly.,1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Remove foil and bake for an additional 25 minutes until cheese is melted and bubbly.,Remove foil and bake for an additional 25 minutes until cheese is melted and bubbly.,Let stand for 10 minutes before serving.,Let stand for 10 minutes before serving.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Let stand for 10 minutes before serving.,Let stand for 10 minutes before serving.,Chicken Alfredo,Chicken Alfredo,17.64,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Chicken Alfredo,Chicken Alfredo,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"4 boneless, skinless chicken breasts","4 boneless, skinless chicken breasts",1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"4 boneless, skinless chicken breasts","4 boneless, skinless chicken breasts",1 pound fettuccine,1 pound fettuccine,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 pound fettuccine,1 pound fettuccine,1 cup heavy cream,1 cup heavy cream,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup heavy cream,1 cup heavy cream,1/2 cup grated Parmesan cheese,1/2 cup grated Parmesan cheese,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 cup grated Parmesan cheese,1/2 cup grated Parmesan cheese,1/4 cup butter,1/4 cup butter,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Chopped parsley for garnish,Chopped parsley for garnish,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Chopped parsley for garnish,Chopped parsley for garnish,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Cook fettuccine according to package instructions.,Cook fettuccine according to package instructions.,1.03,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Cook fettuccine according to package instructions.,Cook fettuccine according to package instructions.,"In a skillet, melt butter over medium heat.","In a skillet, melt butter over medium heat.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a skillet, melt butter over medium heat.","In a skillet, melt butter over medium heat.",Add minced garlic and sauté until fragrant.,Add minced garlic and sauté until fragrant.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add minced garlic and sauté until fragrant.,Add minced garlic and sauté until fragrant.,Add chicken breasts and cook until golden and cooked through.,Add chicken breasts and cook until golden and cooked through.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add chicken breasts and cook until golden and cooked through.,Add chicken breasts and cook until golden and cooked through.,Remove chicken from the skillet and set aside.,Remove chicken from the skillet and set aside.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Remove chicken from the skillet and set aside.,Remove chicken from the skillet and set aside.,Pour heavy cream into the skillet and bring to a simmer.,Pour heavy cream into the skillet and bring to a simmer.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Pour heavy cream into the skillet and bring to a simmer.,Pour heavy cream into the skillet and bring to a simmer.,Stir in grated Parmesan cheese until melted and smooth.,Stir in grated Parmesan cheese until melted and smooth.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Stir in grated Parmesan cheese until melted and smooth.,Stir in grated Parmesan cheese until melted and smooth.,Season with salt and pepper.,Season with salt and pepper.,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Season with salt and pepper.,Season with salt and pepper.,Slice chicken and return to the skillet.,Slice chicken and return to the skillet.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Slice chicken and return to the skillet.,Slice chicken and return to the skillet.,Toss cooked fettuccine with the sauce and chicken.,Toss cooked fettuccine with the sauce and chicken.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Toss cooked fettuccine with the sauce and chicken.,Toss cooked fettuccine with the sauce and chicken.,Garnish with chopped parsley and serve.,Garnish with chopped parsley and serve.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with chopped parsley and serve.,Garnish with chopped parsley and serve.,Shepherd's Pie,Shepherd's Pie,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Shepherd's Pie,Shepherd's Pie,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,1 pound ground lamb or beef,1 pound ground lamb or beef,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
1 pound ground lamb or beef,1 pound ground lamb or beef,"1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 cup frozen peas and carrots,1 cup frozen peas and carrots,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup frozen peas and carrots,1 cup frozen peas and carrots,1 cup beef broth,1 cup beef broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup beef broth,1 cup beef broth,2 tablespoons tomato paste,2 tablespoons tomato paste,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons tomato paste,2 tablespoons tomato paste,2 tablespoons Worcestershire sauce,2 tablespoons Worcestershire sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons Worcestershire sauce,2 tablespoons Worcestershire sauce,4 cups mashed potatoes,4 cups mashed potatoes,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
4 cups mashed potatoes,4 cups mashed potatoes,1/4 cup grated cheddar cheese,1/4 cup grated cheddar cheese,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/4 cup grated cheddar cheese,1/4 cup grated cheddar cheese,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 400°F 200°C.,Preheat oven to 400°F (200°C).,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 400°F 200°C.,Preheat oven to 400°F (200°C).,"In a skillet, cook ground lamb or beef, diced onion, and minced garlic until browned.","In a skillet, cook ground lamb or beef, diced onion, and minced garlic until browned.",1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a skillet, cook ground lamb or beef, diced onion, and minced garlic until browned.","In a skillet, cook ground lamb or beef, diced onion, and minced garlic until browned.","Stir in peas and carrots, beef broth, tomato paste, and Worcestershire sauce.","Stir in peas and carrots, beef broth, tomato paste, and Worcestershire sauce.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Stir in peas and carrots, beef broth, tomato paste, and Worcestershire sauce.","Stir in peas and carrots, beef broth, tomato paste, and Worcestershire sauce.","Simmer until thickened, season with salt and pepper.","Simmer until thickened, season with salt and pepper.",1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Simmer until thickened, season with salt and pepper.","Simmer until thickened, season with salt and pepper.",Transfer meat mixture to a baking dish.,Transfer meat mixture to a baking dish.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Transfer meat mixture to a baking dish.,Transfer meat mixture to a baking dish.,Spread mashed potatoes over the top and sprinkle with grated cheddar cheese.,Spread mashed potatoes over the top and sprinkle with grated cheddar cheese.,1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Spread mashed potatoes over the top and sprinkle with grated cheddar cheese.,Spread mashed potatoes over the top and sprinkle with grated cheddar cheese.,Bake for 20-25 minutes until golden and bubbly.,Bake for 20-25 minutes until golden and bubbly.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Bake for 20-25 minutes until golden and bubbly.,Bake for 20-25 minutes until golden and bubbly.,Serve warm.,Serve warm.,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Serve warm.,Serve warm.,Pad Thai,Pad Thai,17.67,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Pad Thai,Pad Thai,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
8 ounces rice noodles,8 ounces rice noodles,1/2 pound shrimp or chicken,1/2 pound shrimp or chicken,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1/2 pound shrimp or chicken,1/2 pound shrimp or chicken,2 eggs,2 eggs,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 eggs,2 eggs,1 cup bean sprouts,1 cup bean sprouts,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup bean sprouts,1 cup bean sprouts,"1/4 cup peanuts, chopped","1/4 cup peanuts, chopped",1.03,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/4 cup peanuts, chopped","1/4 cup peanuts, chopped",2 tablespoons fish sauce,2 tablespoons fish sauce,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons fish sauce,2 tablespoons fish sauce,2 tablespoons tamarind paste,2 tablespoons tamarind paste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons tamarind paste,2 tablespoons tamarind paste,1 tablespoon sugar,1 tablespoon sugar,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon sugar,1 tablespoon sugar,1 tablespoon lime juice,1 tablespoon lime juice,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 tablespoon lime juice,1 tablespoon lime juice,"1/4 cup green onions, chopped","1/4 cup green onions, chopped",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1/4 cup green onions, chopped","1/4 cup green onions, chopped",2 tablespoons vegetable oil,2 tablespoons vegetable oil,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons vegetable oil,2 tablespoons vegetable oil,Instructions:,Instructions:,1.02,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,"Soak rice noodles in warm water until softened, then drain.","Soak rice noodles in warm water until softened, then drain.",1,36.02,0,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Soak rice noodles in warm water until softened, then drain.","Soak rice noodles in warm water until softened, then drain.","Sauté shrimp or chicken in vegetable oil until cooked, then set aside.","Sauté shrimp or chicken in vegetable oil until cooked, then set aside.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Sauté shrimp or chicken in vegetable oil until cooked, then set aside.","Sauté shrimp or chicken in vegetable oil until cooked, then set aside.",Scramble eggs in the same pan.,Scramble eggs in the same pan.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Scramble eggs in the same pan.,Scramble eggs in the same pan.,"Add noodles, fish sauce, tamarind paste, sugar, and lime juice, stir to combine.","Add noodles, fish sauce, tamarind paste, sugar, and lime juice, stir to combine.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add noodles, fish sauce, tamarind paste, sugar, and lime juice, stir to combine.","Add noodles, fish sauce, tamarind paste, sugar, and lime juice, stir to combine.","Add bean sprouts, cooked shrimp or chicken, and chopped green onions.","Add bean sprouts, cooked shrimp or chicken, and chopped green onions.",1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add bean sprouts, cooked shrimp or chicken, and chopped green onions.","Add bean sprouts, cooked shrimp or chicken, and chopped green onions.",Garnish with chopped peanuts and serve.,Garnish with chopped peanuts and serve.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Garnish with chopped peanuts and serve.,Garnish with chopped peanuts and serve.,Beef Bourguignon,Beef Bourguignon,17.66,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Beef Bourguignon,Beef Bourguignon,Ingredients:,Ingredients:,1,0,1,0,0,12,12,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Ingredients:,Ingredients:,"2 pounds beef chuck, cut into cubes","2 pounds beef chuck, cut into cubes",1.01,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"2 pounds beef chuck, cut into cubes","2 pounds beef chuck, cut into cubes","1 small onion, diced","1 small onion, diced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 small onion, diced","1 small onion, diced","2 cloves garlic, minced","2 cloves garlic, minced",1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"2 cloves garlic, minced","2 cloves garlic, minced",1 cup red wine,1 cup red wine,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup red wine,1 cup red wine,2 cups beef broth,2 cups beef broth,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 cups beef broth,2 cups beef broth,"1 cup mushrooms, sliced","1 cup mushrooms, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 cup mushrooms, sliced","1 cup mushrooms, sliced","1 cup carrots, sliced","1 cup carrots, sliced",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"1 cup carrots, sliced","1 cup carrots, sliced",1 cup pearl onions,1 cup pearl onions,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 cup pearl onions,1 cup pearl onions,2 tablespoons tomato paste,2 tablespoons tomato paste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons tomato paste,2 tablespoons tomato paste,2 tablespoons flour,2 tablespoons flour,1.02,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons flour,2 tablespoons flour,2 tablespoons butter,2 tablespoons butter,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
2 tablespoons butter,2 tablespoons butter,1 teaspoon thyme,1 teaspoon thyme,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 teaspoon thyme,1 teaspoon thyme,1 bay leaf,1 bay leaf,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
1 bay leaf,1 bay leaf,Salt and pepper to taste,Salt and pepper to taste,1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Salt and pepper to taste,Salt and pepper to taste,Instructions:,Instructions:,1,-36.02,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Instructions:,Instructions:,Preheat oven to 350°F 175°C.,Preheat oven to 350°F (175°C).,1,36.02,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Preheat oven to 350°F 175°C.,Preheat oven to 350°F (175°C).,"In a large pot, melt butter over medium heat.","In a large pot, melt butter over medium heat.",1,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"In a large pot, melt butter over medium heat.","In a large pot, melt butter over medium heat.","Add diced onion and minced garlic, sauté until translucent.","Add diced onion and minced garlic, sauté until translucent.",1.02,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Add diced onion and minced garlic, sauté until translucent.","Add diced onion and minced garlic, sauté until translucent.",Add beef cubes and cook until browned on all sides.,Add beef cubes and cook until browned on all sides.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Add beef cubes and cook until browned on all sides.,Add beef cubes and cook until browned on all sides.,Sprinkle flour over the beef and stir to combine.,Sprinkle flour over the beef and stir to combine.,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Sprinkle flour over the beef and stir to combine.,Sprinkle flour over the beef and stir to combine.,"Add red wine, beef broth, tomato paste, thyme, and bay leaf.","Add red wine, beef broth, tomato paste, thyme, and bay leaf.",1,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
