text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
deselect Locked On for the PDF layer. To lock the resulting PDF layer’s,deselect Locked On for the PDF layer. To lock the resulting PDF layer’s,"visibility on, select Locked On .","visibility on, select Locked On.",-103.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"visibility on, select Locked On .","visibility on, select Locked On.","To save the current list of selected AutoCAD layers, click Add PDF Setting .","To save the current list of selected AutoCAD layers, click Add PDF Setting.",-103.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To save the current list of selected AutoCAD layers, click Add PDF Setting .","To save the current list of selected AutoCAD layers, click Add PDF Setting.","Later, you can retrieve this list from the PDF Layer Settings menu.","Later, you can retrieve this list from the PDF Layer Settings menu.",-103.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"Later, you can retrieve this list from the PDF Layer Settings menu.","Later, you can retrieve this list from the PDF Layer Settings menu.","6. Click Convert, specify a filename and location, and then click Save .","6. Click Convert, specify a filename and location, and then click Save.",-103.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert AutoCAD files in batches,Convert AutoCAD files in batches,1. Choose Adobe PDF    - Batch Conversion .,1. Choose Adobe PDF > Batch Conversion.,-10,0,1,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
1. Choose Adobe PDF    - Batch Conversion .,1. Choose Adobe PDF > Batch Conversion.,"2. Specify your preferences for layers, page size, plot style, and output PDFs.","2. Specify your preferences for layers, page size, plot style, and output PDFs.",1.11,31,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"2. Specify your preferences for layers, page size, plot style, and output PDFs.","2. Specify your preferences for layers, page size, plot style, and output PDFs.",Click Conversion Settings to specify the Acrobat PDFMaker settings.,Click Conversion Settings to specify the Acrobat PDFMaker settings.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Click Conversion Settings to specify the Acrobat PDFMaker settings.,Click Conversion Settings to specify the Acrobat PDFMaker settings.,"3. In the DWG List, do any of the following:","3. In the DWG List, do any of the following:",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"3. In the DWG List, do any of the following:","3. In the DWG List, do any of the following:","Click Add Folder or Add Files, and then specify the folder or files.","Click Add Folder or Add Files, and then specify the folder or files.",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"Click Add Folder or Add Files, and then specify the folder or files.","Click Add Folder or Add Files, and then specify the folder or files.","To load a previously saved list of files, click Append List, and then specify the","To load a previously saved list of files, click Append List, and then specify the",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To load a previously saved list of files, click Append List, and then specify the","To load a previously saved list of files, click Append List, and then specify the",list.,list.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
list.,list.,"As needed, expand individual files and select or deselect the items you want,","As needed, expand individual files and select or deselect the items you want,",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"As needed, expand individual files and select or deselect the items you want,","As needed, expand individual files and select or deselect the items you want,","such as model space and layouts. To exclude or include all model space, click","such as model space and layouts. To exclude or include all model space, click",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"such as model space and layouts. To exclude or include all model space, click","such as model space and layouts. To exclude or include all model space, click",the associated buttons.,the associated buttons.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
the associated buttons.,the associated buttons.,"To exclude a file from the conversion, deselect the file box. As needed, select","To exclude a file from the conversion, deselect the file box. As needed, select",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To exclude a file from the conversion, deselect the file box. As needed, select","To exclude a file from the conversion, deselect the file box. As needed, select","or deselect all of the files in the list, change the order of the files, remove files,","or deselect all of the files in the list, change the order of the files, remove files,",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"or deselect all of the files in the list, change the order of the files, remove files,","or deselect all of the files in the list, change the order of the files, remove files,",or clear the list.,or clear the list.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
or clear the list.,or clear the list.,"To show the complete file paths, select Expand File Names .","To show the complete file paths, select Expand File Name(s).",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To show the complete file paths, select Expand File Names .","To show the complete file paths, select Expand File Name(s).","To save the DWG list for later use, click Save List . This action saves the list in","To save the DWG list for later use, click Save List. This action saves the list in",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
"To save the DWG list for later use, click Save List . This action saves the list in","To save the DWG list for later use, click Save List. This action saves the list in","its current state, including the file order and file selections. You can retrieve","its current state, including the file order and file selections. You can retrieve",-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"its current state, including the file order and file selections. You can retrieve","its current state, including the file order and file selections. You can retrieve",this list at any time by clicking Append List .,this list at any time by clicking Append List.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
this list at any time by clicking Append List .,this list at any time by clicking Append List.,4. Click Convert .,4. Click Convert.,-65.33,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
4. Click Convert .,4. Click Convert.,"5. Once the conversion has finished, you can click Save Details to save a log file of the","5. Once the conversion has finished, you can click Save Details to save a log file of the",0.89,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
"5. Once the conversion has finished, you can click Save Details to save a log file of the","5. Once the conversion has finished, you can click Save Details to save a log file of the",conversion.,conversion.,-7.11,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
Application-specific PDFMaker settings,Application-specific PDFMaker settings,Sometimes the conversion settings in one PDFMaker-enabled application are different from the,Sometimes the conversion settings in one PDFMaker-enabled application are different from the,-44,0,1,1,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
Sometimes the conversion settings in one PDFMaker-enabled application are different from the,Sometimes the conversion settings in one PDFMaker-enabled application are different from the,settings in a different application.,settings in a different application.,-44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
settings in a different application.,settings in a different application.,Some PDFMaker settings are common to several or most applications. Some options are unique,Some PDFMaker settings are common to several or most applications. Some options are unique,-44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Some PDFMaker settings are common to several or most applications. Some options are unique,Some PDFMaker settings are common to several or most applications. Some options are unique,to a specific application.,to a specific application.,-44,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
to a specific application.,to a specific application.,Settings tab options available from within most applications,Settings tab options available from within most applications,-44,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Settings tab options available from within most applications,Settings tab options available from within most applications,The following settings appear on the Settings tab available from within most PDFMakerenabled applications.,The following settings appear on the Settings tab available from within most PDFMaker-,-44,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The following settings appear on the Settings tab available from within most PDFMakerenabled applications.,The following settings appear on the Settings tab available from within most PDFMaker-,Attach Source File,Attach Source File,-44,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Attach Source File,Attach Source File,Includes the document being converted as an attachment to the PDF.,Includes the document being converted as an attachment to the PDF.,1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Includes the document being converted as an attachment to the PDF.,Includes the document being converted as an attachment to the PDF.,Create Bookmarks,Create Bookmarks,1,0,1,0,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Create Bookmarks,Create Bookmarks,"Converts certain elements in original Office documents to PDF bookmarks: Word headings,","Converts certain elements in original Office documents to PDF bookmarks: Word headings,",-18.2,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Converts certain elements in original Office documents to PDF bookmarks: Word headings,","Converts certain elements in original Office documents to PDF bookmarks: Word headings,","Excel worksheet names, or PowerPoint titles. Selecting this option overrides any settings on","Excel worksheet names, or PowerPoint titles. Selecting this option overrides any settings on",-18.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"Excel worksheet names, or PowerPoint titles. Selecting this option overrides any settings on","Excel worksheet names, or PowerPoint titles. Selecting this option overrides any settings on",the Bookmarks tab of the Conversion Settings dialog box.,the Bookmarks tab of the Conversion Settings dialog box.,-18.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
the Bookmarks tab of the Conversion Settings dialog box.,the Bookmarks tab of the Conversion Settings dialog box.,Add Links,Add Links,-18.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Add Links,Add Links,Includes active links and hypertext in the PDF.,Includes active links and hypertext in the PDF.,1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Includes active links and hypertext in the PDF.,Includes active links and hypertext in the PDF.,Note:,Note:,1,0,1,0,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Note:,Note:,"If this option is deselected, but the recipient of the PDF has the create Links From URLs","If this option is deselected, but the recipient of the PDF has the create Links From URLs",-15.4,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
"If this option is deselected, but the recipient of the PDF has the create Links From URLs","If this option is deselected, but the recipient of the PDF has the create Links From URLs","preference selected, URLs in the PDF are still active.","preference selected, URLs in the PDF are still active.",-15.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"preference selected, URLs in the PDF are still active.","preference selected, URLs in the PDF are still active.",Enable Accessibility And Reflow With Tagged Adobe PDF,Enable Accessibility And Reflow With Tagged Adobe PDF,-15.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Enable Accessibility And Reflow With Tagged Adobe PDF,Enable Accessibility And Reflow With Tagged Adobe PDF,Embeds tags in the PDF.,Embeds tags in the PDF.,0.8,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Embeds tags in the PDF.,Embeds tags in the PDF.,Excel-specific options on the Settings tab,Excel-specific options on the Settings tab,5,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Excel-specific options on the Settings tab,Excel-specific options on the Settings tab,Convert Comments,Convert Comments,-9.4,0,1,0,0,16.02,12,-4.02,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Convert Comments,Convert Comments,Converts user-created Excel comments to notes and lists them in the Acrobat Comments panel.,Converts user-created Excel comments to notes and lists them in the Acrobat Comments panel.,1,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Converts user-created Excel comments to notes and lists them in the Acrobat Comments panel.,Converts user-created Excel comments to notes and lists them in the Acrobat Comments panel.,Actual Size,Actual Size,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Actual Size,Actual Size,Uses actual size specified in the worksheet. Worksheets are not resized.,Uses actual size specified in the worksheet. Worksheets are not resized.,1,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Uses actual size specified in the worksheet. Worksheets are not resized.,Uses actual size specified in the worksheet. Worksheets are not resized.,Fit Worksheet To A Single Page,Fit Worksheet To A Single Page,1,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Adjusts the size of each worksheet so that all the entries on that worksheet appear on the same,Adjusts the size of each worksheet so that all the entries on that worksheet appear on the same,page of the PDF.,page of the PDF.,-46.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
page of the PDF.,page of the PDF.,Fit To Paper Width,Fit To Paper Width,-46.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Fit To Paper Width,Fit To Paper Width,Adjusts the width of each worksheet so that all the columns on that worksheet appear on one,Adjusts the width of each worksheet so that all the columns on that worksheet appear on one,-46.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Adjusts the width of each worksheet so that all the columns on that worksheet appear on one,Adjusts the width of each worksheet so that all the columns on that worksheet appear on one,page in the PDF.,page in the PDF.,-46.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
page in the PDF.,page in the PDF.,Prompt For Selecting Excel Sheets,Prompt For Selecting Excel Sheets,-46.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Prompt For Selecting Excel Sheets,Prompt For Selecting Excel Sheets,"Opens a dialog box at the beginning of the file conversion process. In this dialog box, you can","Opens a dialog box at the beginning of the file conversion process. In this dialog box, you can",-46.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Opens a dialog box at the beginning of the file conversion process. In this dialog box, you can","Opens a dialog box at the beginning of the file conversion process. In this dialog box, you can",specify which worksheets are included in the PDF and the order in which the sheets appear in,specify which worksheets are included in the PDF and the order in which the sheets appear in,-46.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
specify which worksheets are included in the PDF and the order in which the sheets appear in,specify which worksheets are included in the PDF and the order in which the sheets appear in,the PDF.,the PDF.,-46.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
the PDF.,the PDF.,PowerPoint-specific options on the Settings tab,PowerPoint-specific options on the Settings tab,-46.6,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
PowerPoint-specific options on the Settings tab,PowerPoint-specific options on the Settings tab,Preserve Slide Transitions,Preserve Slide Transitions,-46.6,0,1,1,1,16.02,12,-4.02,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
Preserve Slide Transitions,Preserve Slide Transitions,Converts PowerPoint slide transition effects to PDF transition effects.,Converts PowerPoint slide transition effects to PDF transition effects.,1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Converts PowerPoint slide transition effects to PDF transition effects.,Converts PowerPoint slide transition effects to PDF transition effects.,Convert Hidden Slides To PDF Pages,Convert Hidden Slides To PDF Pages,1,0,1,0,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Hidden Slides To PDF Pages,Convert Hidden Slides To PDF Pages,Converts any PowerPoint slides that are not seen in the usual playing of the presentation to,Converts any PowerPoint slides that are not seen in the usual playing of the presentation to,-15.2,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Converts any PowerPoint slides that are not seen in the usual playing of the presentation to,Converts any PowerPoint slides that are not seen in the usual playing of the presentation to,PDF pages.,PDF pages.,-15.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
PDF pages.,PDF pages.,Convert Speaker Notes,Convert Speaker Notes,-15.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Convert Speaker Notes,Convert Speaker Notes,Converts any speaker notes for the PowerPoint presentation into Text notes in the PDF.,Converts any speaker notes for the PowerPoint presentation into Text notes in the PDF.,1,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Converts any speaker notes for the PowerPoint presentation into Text notes in the PDF.,Converts any speaker notes for the PowerPoint presentation into Text notes in the PDF.,Email-specific options on the Settings tab,Email-specific options on the Settings tab,5.2,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
Email-specific options on the Settings tab,Email-specific options on the Settings tab,The following options appear when you open the PDFMaker settings from within Microsoft,The following options appear when you open the PDFMaker settings from within Microsoft,-34.2,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The following options appear when you open the PDFMaker settings from within Microsoft,The following options appear when you open the PDFMaker settings from within Microsoft,Outlook or Lotus Notes.,Outlook or Lotus Notes.,-34.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
Outlook or Lotus Notes.,Outlook or Lotus Notes.,Compatibility,Compatibility,-34.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Compatibility,Compatibility,"Sets the compatibility level of the PDF. Use the most recent version in this case, version 1.7","Sets the compatibility level of the PDF. Use the most recent version (in this case, version 1.7",-34.2,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Sets the compatibility level of the PDF. Use the most recent version in this case, version 1.7","Sets the compatibility level of the PDF. Use the most recent version (in this case, version 1.7",ADBE-3 to include all the latest features and functionality. If you’re creating PDFs that are,ADBE-3) to include all the latest features and functionality. If you’re creating PDFs that are,-34.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
ADBE-3 to include all the latest features and functionality. If you’re creating PDFs that are,ADBE-3) to include all the latest features and functionality. If you’re creating PDFs that are,"distributed widely, choose an earlier level to ensure that all users can view and print the","distributed widely, choose an earlier level to ensure that all users can view and print the",-34.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"distributed widely, choose an earlier level to ensure that all users can view and print the","distributed widely, choose an earlier level to ensure that all users can view and print the",document.,document.,-34.2,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
document.,document.,Attachments,Attachments,-34.2,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Attachments,Attachments,Indicates whether all files attached to email messages are included in the PDF.,Indicates whether all files attached to email messages are included in the PDF.,0.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Indicates whether all files attached to email messages are included in the PDF.,Indicates whether all files attached to email messages are included in the PDF.,Output Adobe PDF Portfolio When Creating A New PDF File,Output Adobe PDF Portfolio When Creating A New PDF File,1,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Output Adobe PDF Portfolio When Creating A New PDF File,Output Adobe PDF Portfolio When Creating A New PDF File,"When selected, always converts individual messages as component files of a PDF Portfolio .","When selected, always converts individual messages as component files of a PDF Portfolio.",-10.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When selected, always converts individual messages as component files of a PDF Portfolio .","When selected, always converts individual messages as component files of a PDF Portfolio.","When deselected, merges individual messages as separate pages of a PDF.","When deselected, merges individual messages as separate pages of a PDF.",-10.8,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Do Not Include Folder Name Information,Do Not Include Folder Name Information,"When selected, excludes mail folder names from PDFs.","When selected, excludes mail folder names from PDFs.",1,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When selected, excludes mail folder names from PDFs.","When selected, excludes mail folder names from PDFs.",Embed Index For Faster Search,Embed Index For Faster Search,1,0,1,0,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Embed Index For Faster Search,Embed Index For Faster Search,"Creates an embedded index, which speeds up searches, especially when you convert large","Creates an embedded index, which speeds up searches, especially when you convert large",-53.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Creates an embedded index, which speeds up searches, especially when you convert large","Creates an embedded index, which speeds up searches, especially when you convert large",numbers of email messages or message folders.,numbers of email messages or message folders.,-53.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
numbers of email messages or message folders.,numbers of email messages or message folders.,Block Download Of External Content,Block Download Of External Content,-53.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Block Download Of External Content,Block Download Of External Content,"When selected, prevents the downloading of any external Internet content, such as images,","When selected, prevents the downloading of any external Internet content, such as images,",-53.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When selected, prevents the downloading of any external Internet content, such as images,","When selected, prevents the downloading of any external Internet content, such as images,","CSS, and JavaScript.","CSS, and JavaScript.",-53.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"CSS, and JavaScript.","CSS, and JavaScript.",Page Layout options,Page Layout options,-53.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Page Layout options,Page Layout options,"Specifies page properties, like the properties found in the Print dialog box: page dimensions,","Specifies page properties, like the properties found in the Print dialog box: page dimensions,",-53.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Specifies page properties, like the properties found in the Print dialog box: page dimensions,","Specifies page properties, like the properties found in the Print dialog box: page dimensions,","orientation, and margins.","orientation, and margins.",-53.6,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"orientation, and margins.","orientation, and margins.",Show This Number Of Recent Archives Outlook only,Show This Number Of Recent Archives (Outlook only),-53.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Show This Number Of Recent Archives Outlook only,Show This Number Of Recent Archives (Outlook only),"When converting email messages and folders, the Adobe PDF -  Convert Selected","When converting email messages and folders, the Adobe PDF > [Convert Selected",-53.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When converting email messages and folders, the Adobe PDF -  Convert Selected","When converting email messages and folders, the Adobe PDF > [Convert Selected",Messages and Convert Selected Folders  menus can list recently created PDFs to append. This,Messages and Convert Selected Folders] menus can list recently created PDFs to append. This,-53.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
Messages and Convert Selected Folders  menus can list recently created PDFs to append. This,Messages and Convert Selected Folders] menus can list recently created PDFs to append. This,option specifies the maximum number of PDFs to list in the menus.,option specifies the maximum number of PDFs to list in the menus.,-53.6,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
option specifies the maximum number of PDFs to list in the menus.,option specifies the maximum number of PDFs to list in the menus.,Show “Attach As Adobe PDF” Buttons,Show “Attach As Adobe PDF” Buttons,-53.6,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Show “Attach As Adobe PDF” Buttons,Show “Attach As Adobe PDF” Buttons,"If selected, the Attach As Adobe PDF button appears in the Outlook email message window.","If selected, the Attach As Adobe PDF button appears in the Outlook email message window.",0.8,0,1,1,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"If selected, the Attach As Adobe PDF button appears in the Outlook email message window.","If selected, the Attach As Adobe PDF button appears in the Outlook email message window.",AutoCAD-specific options on the Settings tab Acrobat Pro,AutoCAD-specific options on the Settings tab (Acrobat Pro),5.2,0,1,1,1,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
AutoCAD-specific options on the Settings tab Acrobat Pro,AutoCAD-specific options on the Settings tab (Acrobat Pro),The following options appear when you open the PDFMaker settings from within Autodesk,The following options appear when you open the PDFMaker settings from within Autodesk,-16.4,0,1,1,1,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0
The following options appear when you open the PDFMaker settings from within Autodesk,The following options appear when you open the PDFMaker settings from within Autodesk,AutoCAD.,AutoCAD.,-16.4,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
AutoCAD.,AutoCAD.,Compliance Standard,Compliance Standard,-16.4,0,1,1,1,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Compliance Standard,Compliance Standard,"Specify the PDF/A or PDF/E compliance standard, or none.","Specify the PDF/A or PDF/E compliance standard, or none.",1,0,1,1,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Specify the PDF/A or PDF/E compliance standard, or none.","Specify the PDF/A or PDF/E compliance standard, or none.",Open Layers Pane When Viewed In Acrobat,Open Layers Pane When Viewed In Acrobat,1,0,1,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
