text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
File Size,File Size,Specify the maximum file size for each document in the split.,Specify the maximum file size for each document in the split.,0.3,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0
Specify the maximum file size for each document in the split.,Specify the maximum file size for each document in the split.,Top-level Bookmarks,Top-level Bookmarks,232.48,0,1,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
Top-level Bookmarks,Top-level Bookmarks,"If the document includes bookmarks, it creates one document for every top-level","If the document includes bookmarks, it creates one document for every top-level",0.3,0,1,0,1,12,12,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,7,0
"If the document includes bookmarks, it creates one document for every top-level","If the document includes bookmarks, it creates one document for every top-level",bookmark.,bookmark.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
bookmark.,bookmark.,"4. To specify a target folder for the split files and filename preferences, select Output","4. To specify a target folder for the split files and filename preferences, select Output",63.49,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
"4. To specify a target folder for the split files and filename preferences, select Output","4. To specify a target folder for the split files and filename preferences, select Output","Options . Specify the options as needed, and then select OK .","Options. Specify the options as needed, and then select OK.",0,18,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,7,7,1
"Options . Specify the options as needed, and then select OK .","Options. Specify the options as needed, and then select OK.","5. Select Split multiple files . Select Add Files, and choose Add Files, Add Folders,","5. Select Split multiple files. Select Add Files, and choose Add Files, Add Folders,",64.29,-18,0,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,7,7,0
"5. Select Split multiple files . Select Add Files, and choose Add Files, Add Folders,","5. Select Split multiple files. Select Add Files, and choose Add Files, Add Folders,","or Add Open Files . Select the files or folder, and then select OK . Select Split .","or Add Open Files. Select the files or folder, and then select OK. Select Split.",1,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
Move or copy pages in a PDF,Move or copy pages in a PDF,"To copy or move pages within a document, use the page thumbnails in the right navigation","To copy or move pages within a document, use the page thumbnails in the right navigation",111.38,0,1,0,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,8,8,0
"To copy or move pages within a document, use the page thumbnails in the right navigation","To copy or move pages within a document, use the page thumbnails in the right navigation",pane or the document area. You can also transfer pages between documents using these,pane or the document area. You can also transfer pages between documents using these,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
pane or the document area. You can also transfer pages between documents using these,pane or the document area. You can also transfer pages between documents using these,"thumbnails. In the Organize Pages view, drag and drop thumbnails to rearrange pages, or","thumbnails. In the Organize Pages view, drag and drop thumbnails to rearrange pages, or",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
"thumbnails. In the Organize Pages view, drag and drop thumbnails to rearrange pages, or","thumbnails. In the Organize Pages view, drag and drop thumbnails to rearrange pages, or",select a thumbnail and copy it as needed.,select a thumbnail and copy it as needed.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
select a thumbnail and copy it as needed.,select a thumbnail and copy it as needed.,Move or copy a page,Move or copy a page,200.65,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,8,8,0
Move or copy a page,Move or copy a page,"1. Open the PDF in Acrobat, and select All tools    - Organize pages . The page thumbnails","1. Open the PDF in Acrobat, and select All tools > Organize pages.  The page thumbnails",1,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,8,8,0
"1. Open the PDF in Acrobat, and select All tools    - Organize pages . The page thumbnails","1. Open the PDF in Acrobat, and select All tools > Organize pages.  The page thumbnails",are displayed in the Document area.,are displayed in the Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
are displayed in the Document area.,are displayed in the Document area.,2. Select one or more page thumbnails.,2. Select one or more page thumbnails.,55.51,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
2. Select one or more page thumbnails.,2. Select one or more page thumbnails.,3. Do one of the following:,3. Do one of the following:,55.51,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
3. Do one of the following:,3. Do one of the following:,"To move a page, drag the corresponding page thumbnail to the new location.","To move a page, drag the corresponding page thumbnail to the new location.",206.96,54,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
"To move a page, drag the corresponding page thumbnail to the new location.","To move a page, drag the corresponding page thumbnail to the new location.",A bar will appear to show the new position of the page thumbnail. The pages,A bar will appear to show the new position of the page thumbnail. The pages,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,1
A bar will appear to show the new position of the page thumbnail. The pages,A bar will appear to show the new position of the page thumbnail. The pages,will be renumbered.,will be renumbered.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
will be renumbered.,will be renumbered.,"To cut or copy a page, select the page, and then select the ellipsis icon in the","To cut or copy a page, select the page, and then select the ellipsis icon   in the",33.31,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
"To cut or copy a page, select the page, and then select the ellipsis icon in the","To cut or copy a page, select the page, and then select the ellipsis icon   in the",context menu bar displayed next to it. Select Cut or Copy from the context,context menu bar displayed next to it. Select Cut or Copy from the context,0.89,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
context menu bar displayed next to it. Select Cut or Copy from the context,context menu bar displayed next to it. Select Cut or Copy from the context,menu. Select between the page thumbnails where you want to paste the page.,menu. Select between the page thumbnails where you want to paste the page.,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
menu. Select between the page thumbnails where you want to paste the page.,menu. Select between the page thumbnails where you want to paste the page.,A blue horizontal marker shows the selected location where you want to paste.,A blue horizontal marker shows the selected location where you want to paste.,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,1
A blue horizontal marker shows the selected location where you want to paste.,A blue horizontal marker shows the selected location where you want to paste.,Select Paste from the context menu. You can paste the pages in another PDF as,Select Paste from the context menu. You can paste the pages in another PDF as,0.89,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,1
Select Paste from the context menu. You can paste the pages in another PDF as,Select Paste from the context menu. You can paste the pages in another PDF as,well.,well.,0,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
well.,well.,Note: You can also move or copy pages by selecting the Page Thumbnails button from,Note: You can also move or copy pages by selecting the Page Thumbnails,100.81,-72,0,0,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
Note: You can also move or copy pages by selecting the Page Thumbnails button from,Note: You can also move or copy pages by selecting the Page Thumbnails,the right pane.,the right pane.,0.71,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
the right pane.,the right pane.,Copy a page between two PDFs,Copy a page between two PDFs,145.58,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,8,8,0
Copy a page between two PDFs,Copy a page between two PDFs,1. Open both PDFs and display them alongside each other.,1. Open both PDFs and display them alongside each other.,0.11,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,8,8,0
1. Open both PDFs and display them alongside each other.,1. Open both PDFs and display them alongside each other.,"To display the PDFs side by side, select Window from the hamburger","To display the PDFs side by side, select Window from the hamburger",151.89,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
"To display the PDFs side by side, select Window from the hamburger","To display the PDFs side by side, select Window from the hamburger",menu Windows or the Window menu macOS. Then select Tile    - Vertically .,(Windows) or the Window menu (macOS). Then select Tile > Vertically.,1.78,43.86,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
menu Windows or the Window menu macOS. Then select Tile    - Vertically .,(Windows) or the Window menu (macOS). Then select Tile > Vertically.,2. Select All tools   - Organize pages . The page thumbnails are displayed in the,2. Select All tools > Organize pages. The page thumbnails are displayed in the,56.4,-61.86,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
2. Select All tools   - Organize pages . The page thumbnails are displayed in the,2. Select All tools > Organize pages. The page thumbnails are displayed in the,Document area.,Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,8,8,1
Document area.,Document area.,3. Select the page thumbnail of the page you want to cut or copy. To select multiple,3. Select the page thumbnail of the page you want to cut or copy. To select multiple,55.51,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,8,8,0
3. Select the page thumbnail of the page you want to cut or copy. To select multiple,3. Select the page thumbnail of the page you want to cut or copy. To select multiple,"pages, press Ctrl Windows or command macOS and then select the pages. From","pages, press Ctrl (Windows) or command (macOS) and then select the pages. From",0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
"pages, press Ctrl Windows or command macOS and then select the pages. From","pages, press Ctrl (Windows) or command (macOS) and then select the pages. From","the page thumbnail context menu, select Copy .","the page thumbnail context menu, select Copy.",0.89,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,8,8,1
"4. In the page thumbnails of the target PDF, select between the page thumbnails where","4. In the page thumbnails of the target PDF, select between the page thumbnails where",you want to insert the page. A blue horizontal marker indicates the location where you,you want to insert the page. A blue horizontal marker indicates the location where you,0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,9,9,1
you want to insert the page. A blue horizontal marker indicates the location where you,you want to insert the page. A blue horizontal marker indicates the location where you,want to paste. Right-select and choose Paste .,want to paste. Right-select and choose Paste.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,9,9,1
want to paste. Right-select and choose Paste .,want to paste. Right-select and choose Paste.,"The page is copied into the document, and the pages are renumbered. You can paste","The page is copied into the document, and the pages are renumbered. You can paste",62.5,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,9,9,0
"The page is copied into the document, and the pages are renumbered. You can paste","The page is copied into the document, and the pages are renumbered. You can paste","the pages in another PDF as well. Alternatively, you can also drag the page thumbnail","the pages in another PDF as well. Alternatively, you can also drag the page thumbnail",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,9,9,1
"the pages in another PDF as well. Alternatively, you can also drag the page thumbnail","the pages in another PDF as well. Alternatively, you can also drag the page thumbnail",into the Page Thumbnails panel of the target PDF.,into the Page Thumbnails panel of the target PDF.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,9,9,1
Delete or replace pages in a PDF,Delete or replace pages in a PDF,You can replace an entire PDF page with another PDF page. Only the text and images on the,You can replace an entire PDF page with another PDF page. Only the text and images on the,124.97,0,1,0,1,24,12,-12,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,10,10,0
You can replace an entire PDF page with another PDF page. Only the text and images on the,You can replace an entire PDF page with another PDF page. Only the text and images on the,"original page are replaced. Any interactive elements associated with the original page, such as","original page are replaced. Any interactive elements associated with the original page, such as",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
"original page are replaced. Any interactive elements associated with the original page, such as","original page are replaced. Any interactive elements associated with the original page, such as","links and bookmarks, aren't affected. Likewise, bookmarks and links that may have been","links and bookmarks, aren't affected. Likewise, bookmarks and links that may have been",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
"links and bookmarks, aren't affected. Likewise, bookmarks and links that may have been","links and bookmarks, aren't affected. Likewise, bookmarks and links that may have been","previously associated with the replacement page don't carry over. Comments, however, are","previously associated with the replacement page don't carry over. Comments, however, are",0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
"previously associated with the replacement page don't carry over. Comments, however, are","previously associated with the replacement page don't carry over. Comments, however, are",carried over and are combined with any existing comments in the document.,carried over and are combined with any existing comments in the document.,0,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
carried over and are combined with any existing comments in the document.,carried over and are combined with any existing comments in the document.,"After you delete or replace pages, it’s a good idea to use the Reduce File Size command to","After you delete or replace pages, it’s a good idea to use the Reduce File Size command to",63.53,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,10,10,0
"After you delete or replace pages, it’s a good idea to use the Reduce File Size command to","After you delete or replace pages, it’s a good idea to use the Reduce File Size command to",rename and save the restructured document to the smallest possible file size.,rename and save the restructured document to the smallest possible file size.,0,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
rename and save the restructured document to the smallest possible file size.,rename and save the restructured document to the smallest possible file size.,Delete multiple pages in a PDF,Delete multiple pages in a PDF,2434.24,0,1,1,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,10,10,0
Delete multiple pages in a PDF,Delete multiple pages in a PDF,Note: You can't undo the Delete command.,Note: You can't undo the Delete command.,0.02,0,1,0,0,16.02,10.98,-5.04,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,10,0
Note: You can't undo the Delete command.,Note: You can't undo the Delete command.,1. Select All tools    - Organize pages . The page thumbnails are displayed in the,1. Select All tools > Organize pages. The page thumbnails are displayed in the,231.5,18,0,0,0,10.98,12,1.02,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,10,10,0
1. Select All tools    - Organize pages . The page thumbnails are displayed in the,1. Select All tools > Organize pages. The page thumbnails are displayed in the,Document area.,Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,10,10,1
Document area.,Document area.,2. Specify the page thumbnail of the pages you want to delete and separate them with a,2. Specify the page thumbnail of the pages you want to delete and separate them with a,0,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,10,10,0
2. Specify the page thumbnail of the pages you want to delete and separate them with a,2. Specify the page thumbnail of the pages you want to delete and separate them with a,"comma. For example, if you want to delete pages 3 and 5, enter 3, 5 in the pages field","comma. For example, if you want to delete pages 3 and 5, enter 3, 5 in the pages field",0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
"comma. For example, if you want to delete pages 3 and 5, enter 3, 5 in the pages field","comma. For example, if you want to delete pages 3 and 5, enter 3, 5 in the pages field",under PAGES SELECTED . You can also choose from the options given in the dropdown menu.,under PAGES SELECTED.  You can also choose from the options given in the drop-,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,10,10,1
under PAGES SELECTED . You can also choose from the options given in the dropdown menu.,under PAGES SELECTED.  You can also choose from the options given in the drop-,"3. In the left pane, select Delete pages, and the select OK to confirm.","3. In the left pane, select Delete pages",200.61,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,10,10,0
You can't delete all pages; at least one page must remain in the document.,You can't delete all pages; at least one page must remain in the document.,Note: If you select Use Logical Page Numbers in the Page Display panel of,Note: If you select Use Logical Page Numbers in the Page Display panel of,1.85,-36,0,1,0,12,12,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
Note: If you select Use Logical Page Numbers in the Page Display panel of,Note: If you select Use Logical Page Numbers in the Page Display panel of,"the Preferences dialog box, you can enter a page number in parentheses to delete the","the Preferences dialog box, you can enter a page number in parentheses to delete the",0.03,0,1,0,0,12,12,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
"the Preferences dialog box, you can enter a page number in parentheses to delete the","the Preferences dialog box, you can enter a page number in parentheses to delete the","corresponding page. For example, if the first page in the document is numbered i, you can","corresponding page. For example, if the first page in the document is numbered i, you can",0,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
"corresponding page. For example, if the first page in the document is numbered i, you can","corresponding page. For example, if the first page in the document is numbered i, you can","enter 1 in the Enter Page Range list, and the page is deleted.","enter (1) in the Enter Page Range list, and the page is deleted.",0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
"enter 1 in the Enter Page Range list, and the page is deleted.","enter (1) in the Enter Page Range list, and the page is deleted.",Delete a page in a PDF,Delete a page in a PDF,4.79,0,1,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,11,11,0
Delete a page in a PDF,Delete a page in a PDF,1. Select All tools    - Organize pages . The page thumbnails are displayed in the,1. Select All tools > Organize pages. The page thumbnails are displayed in the,0.02,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,11,11,0
1. Select All tools    - Organize pages . The page thumbnails are displayed in the,1. Select All tools > Organize pages. The page thumbnails are displayed in the,Document area.,Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,11,11,1
Document area.,Document area.,"2. Select a page thumbnail of the page you want to delete. Then, select Delete","2. Select a page thumbnail of the page you want to delete. Then, select Delete",0.99,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
"2. Select a page thumbnail of the page you want to delete. Then, select Delete","2. Select a page thumbnail of the page you want to delete. Then, select Delete",pages from the contextual toolbar that appears next to the selected page,from the contextual toolbar that appears next to the selected page,1.36,68.22,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
pages from the contextual toolbar that appears next to the selected page,from the contextual toolbar that appears next to the selected page,thumbnail.,thumbnail.,0,-50.22,0,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
thumbnail.,thumbnail.,Replace pages in a PDF,Replace pages in a PDF,3.59,-36,0,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,11,11,0
Replace pages in a PDF,Replace pages in a PDF,1. Open the PDF that contains the pages you want to replace.,1. Open the PDF that contains the pages you want to replace.,0.99,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,11,11,0
1. Open the PDF that contains the pages you want to replace.,1. Open the PDF that contains the pages you want to replace.,2. Select All tools   - Organize pages . The page thumbnails are displayed in the,2. Select All tools > Organize pages. The page thumbnails are displayed in the,1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
2. Select All tools   - Organize pages . The page thumbnails are displayed in the,2. Select All tools > Organize pages. The page thumbnails are displayed in the,Document area.,Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,11,11,1
Document area.,Document area.,"3. In the left tools pane, select Replace . The file explorer window appears.","3. In the left tools pane, select Replace. The file explorer window appears.",1.01,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
"3. In the left tools pane, select Replace . The file explorer window appears.","3. In the left tools pane, select Replace. The file explorer window appears.",4. Select the document containing the replacement pages.,4. Select the document containing the replacement pages.,0.99,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
4. Select the document containing the replacement pages.,4. Select the document containing the replacement pages.,"5. In the Replace Pages dialog box, under Original, enter the pages to be replaced in the","5. In the Replace Pages dialog box, under Original, enter the pages to be replaced in the",1.01,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
"5. In the Replace Pages dialog box, under Original, enter the pages to be replaced in the","5. In the Replace Pages dialog box, under Original, enter the pages to be replaced in the",original document.,original document.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
original document.,original document.,"6. In the Replace Pages dialog box, under Replacement, enter the first page of the","6. In the Replace Pages dialog box, under Replacement, enter the first page of the",1.01,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
"6. In the Replace Pages dialog box, under Replacement, enter the first page of the","6. In the Replace Pages dialog box, under Replacement, enter the first page of the",replacement page range. The last page is calculated based on the number of pages to,replacement page range. The last page is calculated based on the number of pages to,0,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
replacement page range. The last page is calculated based on the number of pages to,replacement page range. The last page is calculated based on the number of pages to,be replaced in the original document.,be replaced in the original document.,0,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
be replaced in the original document.,be replaced in the original document.,7. Select OK .,7. Select OK.,1.01,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
7. Select OK .,7. Select OK.,Replace pages between multiple PDFs,Replace pages between multiple PDFs,3.59,-18,0,0,0,12,16.02,4.02,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,11,11,0
Replace pages between multiple PDFs,Replace pages between multiple PDFs,"1. Open the PDF that contains the pages you want to replace, and then open the PDF","1. Open the PDF that contains the pages you want to replace, and then open the PDF",0,18,0,0,0,16.02,12,-4.02,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,11,11,0
"1. Open the PDF that contains the pages you want to replace, and then open the PDF","1. Open the PDF that contains the pages you want to replace, and then open the PDF",that contains the replacement pages.,that contains the replacement pages.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
that contains the replacement pages.,that contains the replacement pages.,2. Select All tools   - Organize pages for both PDFs. The page thumbnails are displayed in,2. Select All tools > Organize pages for both PDFs. The page thumbnails are displayed in,1.01,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,11,11,0
2. Select All tools   - Organize pages for both PDFs. The page thumbnails are displayed in,2. Select All tools > Organize pages for both PDFs. The page thumbnails are displayed in,the Document area.,the Document area.,0,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,11,11,1
"3. In the PDF containing the replacement pages, select a page or group of pages you","3. In the PDF containing the replacement pages, select a page or group of pages you","want as replacements. For Windows, press Ctrl and then select the pages; for MacOS,","want as replacements. For Windows, press Ctrl and then select the pages; for MacOS,",7864.5,18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
"want as replacements. For Windows, press Ctrl and then select the pages; for MacOS,","want as replacements. For Windows, press Ctrl and then select the pages; for MacOS,",press Command and then select the pages.,press Command and then select the pages.,7864.5,0,1,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
press Command and then select the pages.,press Command and then select the pages.,4. Press Ctrl Windows or command macOS and then drag the selected page,4. Press Ctrl (Windows) or command (macOS) and then drag the selected page,499384.5,-18,0,0,0,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,12,12,0
4. Press Ctrl Windows or command macOS and then drag the selected page,4. Press Ctrl (Windows) or command (macOS) and then drag the selected page,thumbnails in the document area of the target document where thumbnails are,thumbnails in the document area of the target document where thumbnails are,-3,18,0,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
thumbnails in the document area of the target document where thumbnails are,thumbnails in the document area of the target document where thumbnails are,displayed. Release the mouse button when the pointer is directly over the page,displayed. Release the mouse button when the pointer is directly over the page,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
displayed. Release the mouse button when the pointer is directly over the page,displayed. Release the mouse button when the pointer is directly over the page,number box of the page thumbnail you want to replace. The corresponding pages are,number box of the page thumbnail you want to replace. The corresponding pages are,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
number box of the page thumbnail you want to replace. The corresponding pages are,number box of the page thumbnail you want to replace. The corresponding pages are,highlighted.,highlighted.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
highlighted.,highlighted.,The pages you selected in the first document replace an equal number of pages in the,The pages you selected in the first document replace an equal number of pages in the,1336933,0,1,0,1,12,12,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,12,12,0
The pages you selected in the first document replace an equal number of pages in the,The pages you selected in the first document replace an equal number of pages in the,second document. It starts at the page number that you selected to drop the new,second document. It starts at the page number that you selected to drop the new,1,0,1,1,1,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
second document. It starts at the page number that you selected to drop the new,second document. It starts at the page number that you selected to drop the new,pages.,pages.,1,0,1,1,0,12,12,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,12,12,1
