text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"web site at www.vaers.hhs.gov, or by calling","web site at www.vaers.hhs.gov, or by calling",1-800-822-7967.,1-800-822-7967.,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
1-800-822-7967.,1-800-822-7967.,"Tell your doctor if you are pregnant . The safety web site at www.vaers.hhs.gov, or by calling","web site at www.vaers.hhs.gov, or by calling",-6.92,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
"Tell your doctor if you are pregnant . The safety web site at www.vaers.hhs.gov, or by calling","web site at www.vaers.hhs.gov, or by calling",of hepatitis A vaccine for pregnant women has 1-800-822-7967.,of hepatitis A vaccine for pregnant women has,0.49,-272.29,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
of hepatitis A vaccine for pregnant women has 1-800-822-7967.,of hepatitis A vaccine for pregnant women has,not been determined. But there is no evidence,not been determined. But there is no evidence,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,1.0
not been determined. But there is no evidence,not been determined. But there is no evidence,VAERS does not provide medical advice.,VAERS does not provide medical advice.,-0.49,272.29,0,0,0,11.5,11.5,0.0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
VAERS does not provide medical advice.,VAERS does not provide medical advice.,that it is harmful to either pregnant women or,that it is harmful to either pregnant women or,-1.46,-272.29,0,0,0,11.5,11.5,0.0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,1.0
that it is harmful to either pregnant women or,that it is harmful to either pregnant women or,"their unborn babies. The risk, if any, is thought","their unborn babies.  The risk, if any, is thought",1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"their unborn babies. The risk, if any, is thought","their unborn babies.  The risk, if any, is thought",The National Vaccine Injury,The National Vaccine Injury,-1.02,298.79,0,0,0,11.5,14.0,2.5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2,2,0.0
The National Vaccine Injury,The National Vaccine Injury,to be very low. 6,to be very low.,-1.7,-298.79,0,0,0,14.0,11.5,-2.5,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,2,0.0
to be very low. 6,to be very low.,Compensation Program,Compensation Program,-0.96,298.79,0,0,0,11.5,14.0,2.5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,2,2,0.0
Compensation Program,Compensation Program,VAERS does not provide medical advice.,VAERS does not provide medical advice.,-15.12,-26.5,0,0,0,14.0,11.5,-2.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,2,0.0
VAERS does not provide medical advice.,VAERS does not provide medical advice.,What are the risks from,What are the risks from,14.14,-249.5,0,0,0,11.5,14.0,2.5,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,2,
What are the risks from,What are the risks from,hepatitis A vaccine?,hepatitis A vaccine?,0.3,0.0,1,0,0,14.0,14.0,0.0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,2,2,1.0
hepatitis A vaccine?,hepatitis A vaccine?,"A vaccine, like any medicine, could possibly cause","A vaccine, like any medicine, could possibly cause",2.93,-35.5,0,0,0,14.0,11.5,-2.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,2,0.0
"A vaccine, like any medicine, could possibly cause","A vaccine, like any medicine, could possibly cause","serious problems, such as severe allergic reactions.","serious problems, such as severe allergic reactions.",1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"serious problems, such as severe allergic reactions.","serious problems, such as severe allergic reactions.",The risk of hepatitis A vaccine causing serious,The risk of  hepatitis A vaccine  causing  serious,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1.0
The risk of hepatitis A vaccine causing serious,The risk of  hepatitis A vaccine  causing  serious,"harm, or death, is extremely small.","harm, or death, is extremely small.",1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"harm, or death, is extremely small.","harm, or death, is extremely small.",Getting hepatitis A vaccine is much safer than,Getting hepatitis A vaccine is much safer than,2.95,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Getting hepatitis A vaccine is much safer than,Getting hepatitis A vaccine is much safer than,getting the disease.,getting the disease.,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
getting the disease.,getting the disease.,Mild problems,Mild problems,3.55,0.0,1,0,0,11.5,11.5,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Mild problems,Mild problems,soreness where the shot was given about 1 out of 2,soreness where the shot was given (about 1 out of 2,2.83,0.0,1,0,0,11.5,11.5,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
soreness where the shot was given about 1 out of 2,soreness where the shot was given (about 1 out of 2,"adults, and up to 1 out of 6 children","adults, and up to 1 out of 6 children)",1.02,13.5,0,0,0,11.5,11.5,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"adults, and up to 1 out of 6 children","adults, and up to 1 out of 6 children)",headache about 1 out of 6 adults and 1 out of 25,headache (about 1 out of 6 adults and 1 out of 25,1.0,-13.5,0,0,0,11.5,11.5,0.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
headache about 1 out of 6 adults and 1 out of 25,headache (about 1 out of 6 adults and 1 out of 25,children,children),1.02,13.5,0,0,0,11.5,11.5,0.0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
children,children),loss of appetite about 1 out of 12 children,loss of appetite (about 1 out of 12 children),1.0,-13.5,0,0,0,11.5,11.5,0.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
loss of appetite about 1 out of 12 children,loss of appetite (about 1 out of 12 children),tiredness about 1 out of 14 adults,tiredness (about 1 out of 14 adults),1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
tiredness about 1 out of 14 adults,tiredness (about 1 out of 14 adults),"If these problems occur, they usually last 1 or 2 days.","If these problems occur, they usually last 1 or 2 days.",2.95,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0.0
"If these problems occur, they usually last 1 or 2 days.","If these problems occur, they usually last 1 or 2 days.",Severe problems,Severe problems,3.51,0.0,1,0,0,11.5,11.5,0.0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Severe problems,Severe problems,"serious allergic reaction, within a few minutes","serious allergic reaction, within a few minutes",2.83,0.0,1,0,0,11.5,11.5,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
"serious allergic reaction, within a few minutes","serious allergic reaction, within a few minutes",to a few hours of the shot very rare,to a few hours of the shot (very rare),1.0,13.5,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
to a few hours of the shot very rare,to a few hours of the shot (very rare),In the event that you or your child has a serious,In the event that you or your child has a serious,-90.75,262.5,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0.0
In the event that you or your child has a serious,In the event that you or your child has a serious,"reaction to a vaccine, a federal program has been","reaction to a vaccine, a federal program has been",1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
"reaction to a vaccine, a federal program has been","reaction to a vaccine, a federal program has been",created to help pay for the care of those who have,created to help pay for the care of those who have,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
created to help pay for the care of those who have,created to help pay for the care of those who have,been harmed.,been harmed.,1.0,0.0,1,0,1,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
been harmed.,been harmed.,For details about the National Vaccine Injury,For details about the National Vaccine Injury,2.95,0.0,1,1,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
For details about the National Vaccine Injury,For details about the National Vaccine Injury,"Compensation Program, call 1-800-338-2382 or visit","Compensation Program, call 1-800-338-2382 or visit",1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
"Compensation Program, call 1-800-338-2382 or visit","Compensation Program, call 1-800-338-2382 or visit",their website at www.hrsa.gov/vaccinecompensation.,their website at www.hrsa.gov/vaccinecompensation.,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
their website at www.hrsa.gov/vaccinecompensation.,their website at www.hrsa.gov/vaccinecompensation.,7 How can I learn more?,How can I learn more?,4.95,35.5,0,0,0,11.5,14.0,2.5,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2,2,0.0
7 How can I learn more?,How can I learn more?,Ask your doctor or nurse. They can give you the,Ask your doctor or nurse.  They can give you the,3.03,-35.5,0,0,0,14.0,11.5,-2.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,2,2,0.0
Ask your doctor or nurse. They can give you the,Ask your doctor or nurse.  They can give you the,vaccine package insert or suggest other sources of,vaccine package insert or suggest other sources of,1.0,9.0,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
vaccine package insert or suggest other sources of,vaccine package insert or suggest other sources of,information.,information.,1.0,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
information.,information.,Call your local or state health department.,Call your local or state health department.,2.66,-9.0,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Call your local or state health department.,Call your local or state health department.,Contact the Centers for Disease Control and,Contact the Centers for Disease Control and,2.66,0.0,1,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0.0
Contact the Centers for Disease Control and,Contact the Centers for Disease Control and,Prevention CDC:,Prevention (CDC):,1.0,9.0,0,0,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
Prevention CDC:,Prevention (CDC):,Call 1-800-232-4636 1-800-CDC-INFO,Call 1-800-232-4636 (1-800-CDC-INFO),1.0,0.0,1,0,1,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1.0
Call 1-800-232-4636 1-800-CDC-INFO,Call 1-800-232-4636 (1-800-CDC-INFO),Visit CDC websites at: www.cdc.gov/hepatitis,Visit CDC websites at: www.cdc.gov/hepatitis,1.0,0.0,1,1,0,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
Visit CDC websites at: www.cdc.gov/hepatitis,Visit CDC websites at: www.cdc.gov/hepatitis,or www.cdc.gov/nip,or www.cdc.gov/nip,1.1,9.83,0,0,1,11.5,11.5,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1.0
or www.cdc.gov/nip,or www.cdc.gov/nip,department of health and human services,department of health and human services,14.53,-11.49,0,1,0,11.5,11.0,-0.5,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,0.0
department of health and human services,department of health and human services,Vaccine Information Statement,Vaccine Information Statement,-0.66,-214.15,0,0,0,11.0,10.0,-1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
Vaccine Information Statement,Vaccine Information Statement,Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,-0.86,217.75,0,0,0,10.0,10.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
Centers for Disease Control and Prevention,Centers for Disease Control and Prevention,Hepatitis A 3/21/06              42 U.S.C. § 300aa-26 National Immunization Program,Hepatitis A (3/21/06)                           42 U.S.C. § 300aa-26,-0.14,-278.69,0,0,0,10.0,10.0,0.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1.0
