text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
are being more widely used. Studies have reported the impacts of these changes on bee,are being more widely used. Studies have reported the impacts of these changes on bee,"nutrition and health 66,67.","nutrition and health [66,67].",1,0,1,0,0,10.06,9.96,-0.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"nutrition and health 66,67.","nutrition and health [66,67].",2.2. Carbohydrates,2.2. Carbohydrates,3.4,0,1,0,0,9.96,9.96,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,4,4,0
2.2. Carbohydrates,2.2. Carbohydrates,"Nectar is the most important source of carbohydrates sucrose, glucose, and fructose","Nectar is the most important source of carbohydrates (sucrose, glucose, and fructose)",1.8,21.26,0,0,0,9.96,9.94,-0.02,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,4,4,0
"Nectar is the most important source of carbohydrates sucrose, glucose, and fructose","Nectar is the most important source of carbohydrates (sucrose, glucose, and fructose)","for honey bees, and flowers are their primary natural source  34, 68 . Similar to the protein","for honey bees, and flowers are their primary natural source [34,68]. Similar to the protein",1,-21.26,0,0,1,9.94,9.93,-0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"for honey bees, and flowers are their primary natural source  34, 68 . Similar to the protein","for honey bees, and flowers are their primary natural source [34,68]. Similar to the protein","content in pollen, the carbohydrate ratio in nectar also varies depending on the plant","content in pollen, the carbohydrate ratio in nectar also varies depending on the plant",1,0,1,1,0,9.93,10.06,0.13,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"content in pollen, the carbohydrate ratio in nectar also varies depending on the plant","content in pollen, the carbohydrate ratio in nectar also varies depending on the plant","species and its structural characteristics e.g., flower shape and nectary structure  69, 70 .","species and its structural characteristics (e.g., flower shape and nectary structure) [69,70].",1,0,1,0,0,10.06,10.02,-0.04,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"species and its structural characteristics e.g., flower shape and nectary structure  69, 70 .","species and its structural characteristics (e.g., flower shape and nectary structure) [69,70].","Additionally, honeydew, a sugary excretion produced by many different sap-feeding insects,","Additionally, honeydew, a sugary excretion produced by many different sap-feeding insects,",1,-0.39,1,0,0,10.02,9.86,-0.16,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
"Additionally, honeydew, a sugary excretion produced by many different sap-feeding insects,","Additionally, honeydew, a sugary excretion produced by many different sap-feeding insects,",serves as another important source of carbohydrates for honey bees 71.,serves as another important source of carbohydrates for honey bees [71].,1,0.39,1,0,1,9.86,9.96,0.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
serves as another important source of carbohydrates for honey bees 71.,serves as another important source of carbohydrates for honey bees [71].,"Carbohydrates are an essential source of energy, providing the necessary fuel for","Carbohydrates are an essential source of energy, providing the necessary fuel for",1,21.26,0,1,0,9.96,10.06,0.1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
"Carbohydrates are an essential source of energy, providing the necessary fuel for","Carbohydrates are an essential source of energy, providing the necessary fuel for",foraging and internal colony activities  72 . According to a systematic review performed by,foraging and internal colony activities [72]. According to a systematic review performed by,1,-21.26,0,0,1,10.06,9.86,-0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
foraging and internal colony activities  72 . According to a systematic review performed by,foraging and internal colony activities [72]. According to a systematic review performed by,"Pamminger et al.  73 , the average sugar concentration in nectar from crops, weeds, and","Pamminger et al. [73], the average sugar concentration in nectar from crops, weeds, and",1,0,1,1,0,9.86,10.06,0.2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
"Pamminger et al.  73 , the average sugar concentration in nectar from crops, weeds, and","Pamminger et al. [73], the average sugar concentration in nectar from crops, weeds, and","wild plants worldwide is 40%, with the optimal sugar concentration suggested to range","wild plants worldwide is 40%, with the optimal sugar concentration suggested to range",1,-0.42,1,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"wild plants worldwide is 40%, with the optimal sugar concentration suggested to range","wild plants worldwide is 40%, with the optimal sugar concentration suggested to range","from 35% to 65%, based on uptake measurements and theoretical considerations by Kim","from 35% to 65%, based on uptake measurements and theoretical considerations by Kim",1,0.42,1,0,0,10.06,10.03,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"from 35% to 65%, based on uptake measurements and theoretical considerations by Kim","from 35% to 65%, based on uptake measurements and theoretical considerations by Kim","et al.  74 . The nutritional value of nectar is based on three primary sugars: sucrose, glucose,","et al. [74]. The nutritional value of nectar is based on three primary sugars: sucrose, glucose,",1,0,1,0,0,10.03,9.86,-0.17,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"et al.  74 . The nutritional value of nectar is based on three primary sugars: sucrose, glucose,","et al. [74]. The nutritional value of nectar is based on three primary sugars: sucrose, glucose,",and fructose  69 . Other sugars occur in lower concentrations or are difficult to break,and fructose [69]. Other sugars occur in lower concentrations or are difficult to break,1,0,1,0,0,9.86,10.06,0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
and fructose  69 . Other sugars occur in lower concentrations or are difficult to break,and fructose [69]. Other sugars occur in lower concentrations or are difficult to break,"down  75 . Additionally, some nectars can be toxic to honey bee if ingested  76 , such as","down [75]. Additionally, some nectars can be toxic to honey bee if ingested [76], such as",1,0,1,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"down  75 . Additionally, some nectars can be toxic to honey bee if ingested  76 , such as","down [75]. Additionally, some nectars can be toxic to honey bee if ingested [76], such as","from Sophora microphylla, which contains alkaloids e.g., cytisine  77 , and Ochroma lagopus,","from Sophora microphylla, which contains alkaloids (e.g., cytisine) [77], and Ochroma lagopus,",1,0,1,0,0,10.06,9.88,-0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"from Sophora microphylla, which contains alkaloids e.g., cytisine  77 , and Ochroma lagopus,","from Sophora microphylla, which contains alkaloids (e.g., cytisine) [77], and Ochroma lagopus,","known for its alkaloid content e.g., atropine and scopolamine  78 . These alkaloids are","known for its alkaloid content (e.g., atropine and scopolamine) [78]. These alkaloids are",1,0,1,0,1,9.88,10.06,0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"known for its alkaloid content e.g., atropine and scopolamine  78 . These alkaloids are","known for its alkaloid content (e.g., atropine and scopolamine) [78]. These alkaloids are","known for their toxic effects on the nervous system, physiology, and behavior of honey bees.","known for their toxic effects on the nervous system, physiology, and behavior of honey bees.",1,0,1,1,0,10.06,9.86,-0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"known for their toxic effects on the nervous system, physiology, and behavior of honey bees.","known for their toxic effects on the nervous system, physiology, and behavior of honey bees.","In addition, among toxic nectars, it is important to highlight those from plants that contain","In addition, among toxic nectars, it is important to highlight those from plants that contain",1,0,1,0,0,9.86,9.89,0.03,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
"In addition, among toxic nectars, it is important to highlight those from plants that contain","In addition, among toxic nectars, it is important to highlight those from plants that contain","pyrrolizidine alkaloids PAs, the toxicity of which to adult honey bees and brood has","pyrrolizidine alkaloids (PAs), the toxicity of which to adult honey bees and brood has",1,-0.3,1,0,0,9.89,10.06,0.17,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"pyrrolizidine alkaloids PAs, the toxicity of which to adult honey bees and brood has","pyrrolizidine alkaloids (PAs), the toxicity of which to adult honey bees and brood has",already been reported  79 – 82 . This has raised concerns due to its potential risks to human,already been reported [79–82]. This has raised concerns due to its potential risks to human,1,0.3,1,0,0,10.06,9.9,-0.16,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
already been reported  79 – 82 . This has raised concerns due to its potential risks to human,already been reported [79–82]. This has raised concerns due to its potential risks to human,"health, as PAs are currently under examination by the European Food Safety Authority","health, as PAs are currently under examination by the European Food Safety Authority",1,0,1,0,0,9.9,10.06,0.16,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"health, as PAs are currently under examination by the European Food Safety Authority","health, as PAs are currently under examination by the European Food Safety Authority",EFSA because of their toxicity 83–85.,(EFSA) because of their toxicity [83–85].,1,-0.33,1,0,0,10.06,9.96,-0.1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,1
EFSA because of their toxicity 83–85.,(EFSA) because of their toxicity [83–85].,Paoli et al.  86  demonstrated that the nutritional demand for carbohydrates increases,Paoli et al. [86] demonstrated that the nutritional demand for carbohydrates increases,1,21.59,0,0,0,9.96,9.89,-0.07,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,0
Paoli et al.  86  demonstrated that the nutritional demand for carbohydrates increases,Paoli et al. [86] demonstrated that the nutritional demand for carbohydrates increases,"depending on the honey bees’ age, with foragers older bees consuming 60% more than","depending on the honey bees’ age, with foragers (older bees) consuming 60% more than",1,-21.26,0,0,0,9.89,10.04,0.14,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"depending on the honey bees’ age, with foragers older bees consuming 60% more than","depending on the honey bees’ age, with foragers (older bees) consuming 60% more than",younger bees aged 0–7 and 8–14 days. The authors estimated that the carbohydrate demand,younger bees aged 0–7 and 8–14 days. The authors estimated that the carbohydrate demand,1,-0.28,1,0,0,10.04,9.86,-0.17,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
younger bees aged 0–7 and 8–14 days. The authors estimated that the carbohydrate demand,younger bees aged 0–7 and 8–14 days. The authors estimated that the carbohydrate demand,"increases from two to five times for foragers. According to Couvillon et al.  87 , the foraging","increases from two to five times for foragers. According to Couvillon et al. [87], the foraging",1,0.28,1,0,1,9.86,9.86,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
"increases from two to five times for foragers. According to Couvillon et al.  87 , the foraging","increases from two to five times for foragers. According to Couvillon et al. [87], the foraging",distances of honey bees vary depending on the month and the type of forage available.,distances of honey bees vary depending on the month and the type of forage available.,1,0,1,1,0,9.86,10.06,0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
distances of honey bees vary depending on the month and the type of forage available.,distances of honey bees vary depending on the month and the type of forage available.,"Based on the analysis of 4562 waggle dances decoded from nectar foragers, the average","Based on the analysis of 4562 waggle dances decoded from nectar foragers, the average",1,0,1,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,4,4,1
"foraging distance was 1408 m, with the maximum distance exceeding 5000 m. These long","foraging distance was 1408 m, with the maximum distance exceeding 5000 m. These long","distances demand a high energy expenditure. Additionally, larvae also need carbohydrates","distances demand a high energy expenditure. Additionally, larvae also need carbohydrates",1,0,1,0,0,9.97,9.86,-0.11,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"distances demand a high energy expenditure. Additionally, larvae also need carbohydrates","distances demand a high energy expenditure. Additionally, larvae also need carbohydrates","for the development, with the estimated sugar requirement being 59.4 mg for workers","for the development, with the estimated sugar requirement being 59.4 mg for workers",1,0,1,0,0,9.86,10.06,0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"for the development, with the estimated sugar requirement being 59.4 mg for workers","for the development, with the estimated sugar requirement being 59.4 mg for workers",5 days and 98.2 mg for drones 6.5 days 51.,(5 days) and 98.2 mg for drones (6.5 days) [51].,1,-0.33,1,0,1,10.06,9.96,-0.1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
5 days and 98.2 mg for drones 6.5 days 51.,(5 days) and 98.2 mg for drones (6.5 days) [51].,Nectar is important as the main source for making honey  34 . Honey bees process,Nectar is important as the main source for making honey [34]. Honey bees process,1,21.59,0,1,1,9.96,10.06,0.1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
Nectar is important as the main source for making honey  34 . Honey bees process,Nectar is important as the main source for making honey [34]. Honey bees process,the nectar by adding enzymes from their salivary glands to break down complex sugars,the nectar by adding enzymes from their salivary glands to break down complex sugars,1,-21.26,0,1,0,10.06,10.05,-0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
the nectar by adding enzymes from their salivary glands to break down complex sugars,the nectar by adding enzymes from their salivary glands to break down complex sugars,and reducing large amounts of water to prevent fermentation  75 . The processed nectar is,and reducing large amounts of water to prevent fermentation [75]. The processed nectar is,1,0,1,0,1,10.05,9.9,-0.15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
and reducing large amounts of water to prevent fermentation  75 . The processed nectar is,and reducing large amounts of water to prevent fermentation [75]. The processed nectar is,stored in combs and serves as an essential source of food during floral resource scarcity  52 .,stored in combs and serves as an essential source of food during floral resource scarcity [52].,1,0,1,1,0,9.9,9.86,-0.04,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
stored in combs and serves as an essential source of food during floral resource scarcity  52 .,stored in combs and serves as an essential source of food during floral resource scarcity [52].,"According to Silva et al.  88 , honey is primarily a blend of sugars, water, proteins, vitamins,","According to Silva et al. [88], honey is primarily a blend of sugars, water, proteins, vitamins,",1,-0.39,1,0,0,9.86,9.86,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,1
"According to Silva et al.  88 , honey is primarily a blend of sugars, water, proteins, vitamins,","According to Silva et al. [88], honey is primarily a blend of sugars, water, proteins, vitamins,","organic acids, minerals, pigments, phenolic compounds, and volatile compounds. The main","organic acids, minerals, pigments, phenolic compounds, and volatile compounds. The main",1,0.39,1,0,0,9.86,9.86,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"organic acids, minerals, pigments, phenolic compounds, and volatile compounds. The main","organic acids, minerals, pigments, phenolic compounds, and volatile compounds. The main","carbohydrates present in honey are fructose 38.2% and glucose 31.3% on average  89 ,","carbohydrates present in honey are fructose (38.2%) and glucose (31.3%) on average [89],",1,0,1,0,0,9.86,10.02,0.15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"carbohydrates present in honey are fructose 38.2% and glucose 31.3% on average  89 ,","carbohydrates present in honey are fructose (38.2%) and glucose (31.3%) on average [89],","although sucrose, maltose, and other sugars can also be found 88.","although sucrose, maltose, and other sugars can also be found [88].",1,0,1,0,1,10.02,9.96,-0.05,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"although sucrose, maltose, and other sugars can also be found 88.","although sucrose, maltose, and other sugars can also be found [88].",The use of carbohydrate supplementation is also a common practice in,The use of carbohydrate supplementation is also a common practice in,1,21.26,0,1,0,9.96,10.06,0.1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
The use of carbohydrate supplementation is also a common practice in,The use of carbohydrate supplementation is also a common practice in,"beekeeping 61,75,90–92 . Sammataro and Weiss  75  highlighted that colonies fed with","beekeeping [61,75,90–92]. Sammataro and Weiss [75] highlighted that colonies fed with",1,-21.26,0,0,0,10.06,9.96,-0.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"beekeeping 61,75,90–92 . Sammataro and Weiss  75  highlighted that colonies fed with","beekeeping [61,75,90–92]. Sammataro and Weiss [75] highlighted that colonies fed with","sucrose syrup built more honeycomb, had a higher average mass of bees, and showed","sucrose syrup built more honeycomb, had a higher average mass of bees, and showed",1,0,1,0,0,9.96,10.06,0.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"sucrose syrup built more honeycomb, had a higher average mass of bees, and showed","sucrose syrup built more honeycomb, had a higher average mass of bees, and showed","increased spring brood production compared to colonies fed with high-fructose corn syrup,","increased spring brood production compared to colonies fed with high-fructose corn syrup,",1,0,1,0,0,10.06,9.86,-0.2,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"increased spring brood production compared to colonies fed with high-fructose corn syrup,","increased spring brood production compared to colonies fed with high-fructose corn syrup,","which is commonly used as a source of bee feed. On the other hand, honey bees exhibited","which is commonly used as a source of bee feed. On the other hand, honey bees exhibited",1,-0.42,1,0,0,9.86,9.94,0.08,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"which is commonly used as a source of bee feed. On the other hand, honey bees exhibited","which is commonly used as a source of bee feed. On the other hand, honey bees exhibited","sublethal effects on stress proteins, such as superoxide dismutase, suggesting an impaired","sublethal effects on stress proteins, such as superoxide dismutase, suggesting an impaired",1,0.42,1,0,0,9.94,9.93,-0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"sublethal effects on stress proteins, such as superoxide dismutase, suggesting an impaired","sublethal effects on stress proteins, such as superoxide dismutase, suggesting an impaired",response to oxidative stress when fed with sucrose syrup and high-fructose corn syrup  91 .,response to oxidative stress when fed with sucrose syrup and high-fructose corn syrup [91].,1,0,1,0,0,9.93,9.86,-0.07,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
response to oxidative stress when fed with sucrose syrup and high-fructose corn syrup  91 .,response to oxidative stress when fed with sucrose syrup and high-fructose corn syrup [91].,"Wheeler et al.  90  suggested that a diet of 50%  w / v  honey provides more nutritional components compared to 50% high-fructose corn syrup or 50% sucrose, which are widely used","ponents compared to 50% high-fructose corn syrup or 50% sucrose, which are widely used",4.49,-0.3,1,0,0,9.86,9.89,0.03,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,1
"Wheeler et al.  90  suggested that a diet of 50%  w / v  honey provides more nutritional components compared to 50% high-fructose corn syrup or 50% sucrose, which are widely used","ponents compared to 50% high-fructose corn syrup or 50% sucrose, which are widely used","food sources in apiculture. According to Frizzera et al.  93 , since sugar supplementation","food sources in apiculture. According to Frizzera et al. [93], since sugar supplementation",1,0.3,1,0,1,9.89,10.01,0.11,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"food sources in apiculture. According to Frizzera et al.  93 , since sugar supplementation","food sources in apiculture. According to Frizzera et al. [93], since sugar supplementation","has become an increasingly common practice among beekeepers, it is necessary to be aware","has become an increasingly common practice among beekeepers, it is necessary to be aware",1,0,1,1,0,10.01,9.86,-0.14,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"has become an increasingly common practice among beekeepers, it is necessary to be aware","has become an increasingly common practice among beekeepers, it is necessary to be aware","about the potential side effects on honey bee health, including a decrease in bee survival.","about the potential side effects on honey bee health, including a decrease in bee survival.",1,0,1,0,0,9.86,9.96,0.1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"about the potential side effects on honey bee health, including a decrease in bee survival.","about the potential side effects on honey bee health, including a decrease in bee survival.",2.3. Lipids,2.3. Lipids,3.4,0,1,0,0,9.96,9.96,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,5,5,0
2.3. Lipids,2.3. Lipids,Honey bees obtain lipids from the pollen they collect  52 . According to the findings of,Honey bees obtain lipids from the pollen they collect [52]. According to the findings of,1.8,21.26,0,0,1,9.96,9.86,-0.1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Honey bees obtain lipids from the pollen they collect  52 . According to the findings of,Honey bees obtain lipids from the pollen they collect [52]. According to the findings of,"Dobson  94 , nonpolar lipids may be present in the pollenkitt, while polar lipids are found","Dobson [94], nonpolar lipids may be present in the pollenkitt, while polar lipids are found",1,-21.26,0,1,0,9.86,9.91,0.05,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,1
"Dobson  94 , nonpolar lipids may be present in the pollenkitt, while polar lipids are found","Dobson [94], nonpolar lipids may be present in the pollenkitt, while polar lipids are found",in the inner pollen fraction. Both types of lipids are important for honey bees. The lipid,in the inner pollen fraction. Both types of lipids are important for honey bees. The lipid,1,0,1,0,0,9.91,10.06,0.15,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
in the inner pollen fraction. Both types of lipids are important for honey bees. The lipid,in the inner pollen fraction. Both types of lipids are important for honey bees. The lipid,"content and composition in pollen varies depending on the plant species  44, 95 . Roulston","content and composition in pollen varies depending on the plant species [44,95]. Roulston",1,0,1,0,1,10.06,9.92,-0.14,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"content and composition in pollen varies depending on the plant species  44, 95 . Roulston","content and composition in pollen varies depending on the plant species [44,95]. Roulston","and Cane  44  compiled published data for 62 plant species, with the lipid content ranging","and Cane [44] compiled published data for 62 plant species, with the lipid content ranging",1,0,1,1,0,9.92,9.9,-0.02,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"and Cane  44  compiled published data for 62 plant species, with the lipid content ranging","and Cane [44] compiled published data for 62 plant species, with the lipid content ranging",from 0.8% in Eucalyptus marginata Myrtaceae to 18.9% in Taraxacum officinale Asteraceae.,from 0.8% in Eucalyptus marginata (Myrtaceae) to 18.9% in Taraxacum officinale (Asteraceae).,1,0,1,0,0,9.9,9.91,0.01,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
from 0.8% in Eucalyptus marginata Myrtaceae to 18.9% in Taraxacum officinale Asteraceae.,from 0.8% in Eucalyptus marginata (Myrtaceae) to 18.9% in Taraxacum officinale (Asteraceae).,"Lipids are essential for physiological processes related to energy, metabolism, and","Lipids are essential for physiological processes related to energy, metabolism, and",1,21.26,0,0,0,9.91,10.06,0.15,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"Lipids are essential for physiological processes related to energy, metabolism, and","Lipids are essential for physiological processes related to energy, metabolism, and","regulation  96 . They serve as a significant energy source for honey bees, store energy","regulation [96]. They serve as a significant energy source for honey bees, store energy",1,-21.26,0,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"regulation  96 . They serve as a significant energy source for honey bees, store energy","regulation [96]. They serve as a significant energy source for honey bees, store energy","reserves, and are key components of cell membrane structures  96, 97 . Lipids are primarily","reserves, and are key components of cell membrane structures [96,97]. Lipids are primarily",1,0,1,0,1,10.06,9.88,-0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"reserves, and are key components of cell membrane structures  96, 97 . Lipids are primarily","reserves, and are key components of cell membrane structures [96,97]. Lipids are primarily","stored in the fat body, with larvae having a greater amount of lipids compared to adult","stored in the fat body, with larvae having a greater amount of lipids compared to adult",1,0,1,1,0,9.88,10.06,0.18,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"stored in the fat body, with larvae having a greater amount of lipids compared to adult","stored in the fat body, with larvae having a greater amount of lipids compared to adult","honey bees  98 . However, studies have also shown that young nurse bees store a large","honey bees [98]. However, studies have also shown that young nurse bees store a large",1,0,1,0,0,10.06,10.06,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"honey bees  98 . However, studies have also shown that young nurse bees store a large","honey bees [98]. However, studies have also shown that young nurse bees store a large","amount of lipids in their abdomens  99, 100 . Conversely, the amount of abdominal lipids","amount of lipids in their abdomens [99,100]. Conversely, the amount of abdominal lipids",1,0,1,0,0,10.06,10,-0.06,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"amount of lipids in their abdomens  99, 100 . Conversely, the amount of abdominal lipids","amount of lipids in their abdomens [99,100]. Conversely, the amount of abdominal lipids","decreases with age 101, which could be related to foraging activity.","decreases with age [101], which could be related to foraging activity.",1,0,1,0,0,10,9.96,-0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"decreases with age 101, which could be related to foraging activity.","decreases with age [101], which could be related to foraging activity.","In addition, fatty acids are also important for honey bees and contribute to antimicrobial properties, cognitive functions, and reproduction  52, 100, 102 . Palmitic acid, linoleic","bial properties, cognitive functions, and reproduction [52,100,102]. Palmitic acid, linoleic",4.49,0,1,0,1,9.96,10.03,0.06,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"In addition, fatty acids are also important for honey bees and contribute to antimicrobial properties, cognitive functions, and reproduction  52, 100, 102 . Palmitic acid, linoleic","bial properties, cognitive functions, and reproduction [52,100,102]. Palmitic acid, linoleic","acid omega-6, and alpha-linolenic acid omega-3 are the most commonly found fatty","acid (omega-6), and alpha-linolenic acid (omega-3) are the most commonly found fatty",1,0,1,1,0,10.03,10.06,0.03,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"acid omega-6, and alpha-linolenic acid omega-3 are the most commonly found fatty","acid (omega-6), and alpha-linolenic acid (omega-3) are the most commonly found fatty","acids in pollen  102 , and together with oleic acid, they are also present in the body lipids","acids in pollen [102], and together with oleic acid, they are also present in the body lipids",1,0,1,0,0,10.06,9.99,-0.07,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"acids in pollen  102 , and together with oleic acid, they are also present in the body lipids","acids in pollen [102], and together with oleic acid, they are also present in the body lipids","of drones, workers, and queens 103.","of drones, workers, and queens [103].",1,0,1,0,0,9.99,9.96,-0.02,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
"of drones, workers, and queens 103.","of drones, workers, and queens [103].","Compared to other types of dietary supplementations, there are few studies on the use","Compared to other types of dietary supplementations, there are few studies on the use",1,21.26,0,0,0,9.96,9.86,-0.1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,5,5,0
"Compared to other types of dietary supplementations, there are few studies on the use","Compared to other types of dietary supplementations, there are few studies on the use","of lipid diets. Nonetheless, research has demonstrated that brood production in honey bees","of lipid diets. Nonetheless, research has demonstrated that brood production in honey bees",1,-21.26,0,0,0,9.86,9.86,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
