text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
5 Read more about the virtual dialogue in this Wilton Park Report.https://centre.humdata.org/outcomes-from-wilton-park-dialogue-on-responsible-data-sharing-with-donors/,5   Read more about the virtual dialogue in this Wilton Park Report.,"6 Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principledhttps://www.odi.org/publications/17751-responsible-data-sharing-donors-accountability-transparency-and-data-protection-principled","6  Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principled",-63.08,0,1,1,1,4.52,4.52,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"6 Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principledhttps://www.odi.org/publications/17751-responsible-data-sharing-donors-accountability-transparency-and-data-protection-principled","6  Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principled",humanitarian action.https://www.odi.org/publications/17751-responsible-data-sharing-donors-accountability-transparency-and-data-protection-principled,"8   Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principled",-63.08,0,1,1,1,4.52,4.52,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
humanitarian action.https://www.odi.org/publications/17751-responsible-data-sharing-donors-accountability-transparency-and-data-protection-principled,"8   Willits-King, B. and Spencer, A., 2020. Responsible data-sharing with donors: accountability, transparency and data protection in principled","7 At the time of writing, only USAID and GIZ had publicly available guidelines on responsible data sharing. See USAID, 2019. Considerations for usinghttps://www.usaid.gov/responsibledata?hootPostID=f24e1cf9e44c21e5761c8f0b%2067566620","7   At the time of writing, only USAID and GIZ had publicly available guidelines on responsible data sharing. See USAID, 2019. Considerations for using",-63.08,0,1,1,1,4.52,4.52,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"7 At the time of writing, only USAID and GIZ had publicly available guidelines on responsible data sharing. See USAID, 2019. Considerations for usinghttps://www.usaid.gov/responsibledata?hootPostID=f24e1cf9e44c21e5761c8f0b%2067566620","7   At the time of writing, only USAID and GIZ had publicly available guidelines on responsible data sharing. See USAID, 2019. Considerations for using","data responsibly at USAID and GIZ, 2018. GIZ’s Responsible Data Principles.https://www.usaid.gov/responsibledata?hootPostID=f24e1cf9e44c21e5761c8f0b%2067566620","data responsibly at USAID and GIZ, 2018. GIZ’s Responsible Data Principles.",-63.08,0,1,1,1,4.52,7.5,2.98,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"data responsibly at USAID and GIZ, 2018. GIZ’s Responsible Data Principles.https://www.usaid.gov/responsibledata?hootPostID=f24e1cf9e44c21e5761c8f0b%2067566620","data responsibly at USAID and GIZ, 2018. GIZ’s Responsible Data Principles.",THE CENTRE FOR HUMANITARIAN DATAhttps://centre.humdata.org/ DECEMBER 2020 2,THE CENTRE FOR HUMANITARIAN DATA,-63.08,0,1,1,1,7.5,8,0.5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
OBJECTIVES FOR DATA SHARING WITH DONORS,OBJECTIVES FOR DATA SHARING WITH DONORS,The most commonly identified objectives for donors requesting sensitive data from partners are,The most commonly identified objectives for donors requesting sensitive data from partners are,-63.17,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
The most commonly identified objectives for donors requesting sensitive data from partners are,The most commonly identified objectives for donors requesting sensitive data from partners are,"situational awareness and programme design; accountability and transparency; and legal, regulatory, and","situational awareness and programme design; accountability and transparency; and legal, regulatory, and",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"situational awareness and programme design; accountability and transparency; and legal, regulatory, and","situational awareness and programme design; accountability and transparency; and legal, regulatory, and",policy requirements.,policy requirements.,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
policy requirements.,policy requirements.,Situational awareness and programme design,Situational awareness and programme design,-63.17,0,1,1,1,11,11,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Situational awareness and programme design,Situational awareness and programme design,Donors seek information and data from humanitarian organizations in order to understand and react,Donors seek information and data from humanitarian organizations in order to understand and react,-63.17,0,1,1,1,11,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
Donors seek information and data from humanitarian organizations in order to understand and react,Donors seek information and data from humanitarian organizations in order to understand and react,to changes in humanitarian contexts. This allows donors to improve their own programme design and,to changes in humanitarian contexts. This allows donors to improve their own programme design and,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
to changes in humanitarian contexts. This allows donors to improve their own programme design and,to changes in humanitarian contexts. This allows donors to improve their own programme design and,"evaluation, prevent duplication of assistance, identify information gaps, and ensure appropriate targeting","evaluation, prevent duplication of assistance, identify information gaps, and ensure appropriate targeting",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"evaluation, prevent duplication of assistance, identify information gaps, and ensure appropriate targeting","evaluation, prevent duplication of assistance, identify information gaps, and ensure appropriate targeting",of assistance.,of assistance.,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
of assistance.,of assistance.,Accountability and transparency,Accountability and transparency,-63.17,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Accountability and transparency,Accountability and transparency,Donors and humanitarian organizations have an obligation to account for their activities. Data can enable,Donors and humanitarian organizations have an obligation to account for their activities. Data can enable,-63.17,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Donors and humanitarian organizations have an obligation to account for their activities. Data can enable,Donors and humanitarian organizations have an obligation to account for their activities. Data can enable,donors to explain and defend funding on foreign aid to taxpayers.,donors to explain and defend funding on foreign aid to taxpayers.,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
donors to explain and defend funding on foreign aid to taxpayers.,donors to explain and defend funding on foreign aid to taxpayers.,"Legal, regulatory, and policy requirements","Legal, regulatory, and policy requirements",-63.17,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
"Legal, regulatory, and policy requirements","Legal, regulatory, and policy requirements","Donors are subject to certain national and international legal requirements, including political, legal and","Donors are subject to certain national and international legal requirements, including political, legal and",-63.17,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Donors are subject to certain national and international legal requirements, including political, legal and","Donors are subject to certain national and international legal requirements, including political, legal and","statutory requirements related to counter-terrorism, migration and law enforcement. In many cases,","statutory requirements related to counter-terrorism, migration and law enforcement. In many cases,",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"statutory requirements related to counter-terrorism, migration and law enforcement. In many cases,","statutory requirements related to counter-terrorism, migration and law enforcement. In many cases,",donors might want to use data to verify their compliance with these different requirements. Some donors,donors might want to use data to verify their compliance with these different requirements. Some donors,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
donors might want to use data to verify their compliance with these different requirements. Some donors,donors might want to use data to verify their compliance with these different requirements. Some donors,"include counterterrorism clauses in their grant agreements, which are intended to ensure that their funds","include counterterrorism clauses in their grant agreements, which are intended to ensure that their funds",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"include counterterrorism clauses in their grant agreements, which are intended to ensure that their funds","include counterterrorism clauses in their grant agreements, which are intended to ensure that their funds","are not used to benefit designated terrorist groups. 9 Similarly, donors might include clauses to cover antibribery, anti-fraud and anti-corruption measures. 10","are not used to benefit designated terrorist groups.9 Similarly, donors might include clauses to cover anti-",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"are not used to benefit designated terrorist groups. 9 Similarly, donors might include clauses to cover antibribery, anti-fraud and anti-corruption measures. 10","are not used to benefit designated terrorist groups.9 Similarly, donors might include clauses to cover anti-",CONSTRAINTS FOR DATA SHARING WITH DONORS,CONSTRAINTS FOR DATA SHARING WITH DONORS,-63.17,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
CONSTRAINTS FOR DATA SHARING WITH DONORS,CONSTRAINTS FOR DATA SHARING WITH DONORS,"Despite these objectives, data sharing with donors is not without its constraints, which include a lack of","Despite these objectives, data sharing with donors is not without its constraints, which include a lack of",-63.17,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Despite these objectives, data sharing with donors is not without its constraints, which include a lack of","Despite these objectives, data sharing with donors is not without its constraints, which include a lack of","regulatory frameworks for responsibly managing sensitive non-personal data, capacity gaps and lack of","regulatory frameworks for responsibly managing sensitive non-personal data, capacity gaps and lack of",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"regulatory frameworks for responsibly managing sensitive non-personal data, capacity gaps and lack of","regulatory frameworks for responsibly managing sensitive non-personal data, capacity gaps and lack of",purpose limitation.,purpose limitation.,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
purpose limitation.,purpose limitation.,Lack of regulatory frameworks for responsibly managing sensitive non-personal data,Lack of regulatory frameworks for responsibly managing sensitive non-personal data,-63.17,0,1,1,1,11,11,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Lack of regulatory frameworks for responsibly managing sensitive non-personal data,Lack of regulatory frameworks for responsibly managing sensitive non-personal data,The sensitivity of personal data is generally well-known and addressed by a variety of policy and regulatory,The sensitivity of personal data is generally well-known and addressed by a variety of policy and regulatory,-63.17,0,1,1,1,11,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
The sensitivity of personal data is generally well-known and addressed by a variety of policy and regulatory,The sensitivity of personal data is generally well-known and addressed by a variety of policy and regulatory,"frameworks, but the same cannot be said for sensitive non-personal data. Protecting groups and their","frameworks, but the same cannot be said for sensitive non-personal data. Protecting groups and their",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"frameworks, but the same cannot be said for sensitive non-personal data. Protecting groups and their","frameworks, but the same cannot be said for sensitive non-personal data. Protecting groups and their",data remains challenging due to the current gaps in regulation and guidance and the overall lack of,data remains challenging due to the current gaps in regulation and guidance and the overall lack of,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
data remains challenging due to the current gaps in regulation and guidance and the overall lack of,data remains challenging due to the current gaps in regulation and guidance and the overall lack of,understanding regarding the sensitivity of non-personal data. These data policy gaps increase the risk of,understanding regarding the sensitivity of non-personal data. These data policy gaps increase the risk of,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
understanding regarding the sensitivity of non-personal data. These data policy gaps increase the risk of,understanding regarding the sensitivity of non-personal data. These data policy gaps increase the risk of,sensitive data not being stored or protected adequately or shared inadvertently by partners in order to,sensitive data not being stored or protected adequately or shared inadvertently by partners in order to,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
sensitive data not being stored or protected adequately or shared inadvertently by partners in order to,sensitive data not being stored or protected adequately or shared inadvertently by partners in order to,satisfy donors’ requests.,satisfy donors’ requests.,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
satisfy donors’ requests.,satisfy donors’ requests.,Capacity gaps,Capacity gaps,-63.17,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
Capacity gaps,Capacity gaps,Responding to ad-hoc data sharing requests from donors can be viewed as an additional burden to,Responding to ad-hoc data sharing requests from donors can be viewed as an additional burden to,-63.17,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
Responding to ad-hoc data sharing requests from donors can be viewed as an additional burden to,Responding to ad-hoc data sharing requests from donors can be viewed as an additional burden to,"humanitarian responders, diverting critical time, resources and focus away from other implementing","humanitarian responders, diverting critical time, resources and focus away from other implementing",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"humanitarian responders, diverting critical time, resources and focus away from other implementing","humanitarian responders, diverting critical time, resources and focus away from other implementing",activities. 11 Insufficient funding for data-related capacity development has limited many organizations’,activities.11 Insufficient funding for data-related capacity development has limited many organizations’,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
activities. 11 Insufficient funding for data-related capacity development has limited many organizations’,activities.11 Insufficient funding for data-related capacity development has limited many organizations’,ability to provide their staff with the skills and resources required for managing data responsibly. 12 Gaps,ability to provide their staff with the skills and resources required for managing data responsibly.12 Gaps,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
ability to provide their staff with the skills and resources required for managing data responsibly. 12 Gaps,ability to provide their staff with the skills and resources required for managing data responsibly.12 Gaps,"in capacity to fulfil donor requirements might also deter smaller and/or local NGOs from seeking funding,","in capacity to fulfil donor requirements might also deter smaller and/or local NGOs from seeking funding,",-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"in capacity to fulfil donor requirements might also deter smaller and/or local NGOs from seeking funding,","in capacity to fulfil donor requirements might also deter smaller and/or local NGOs from seeking funding,",undermining localization efforts. 13,undermining localization efforts.13,-63.17,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
undermining localization efforts. 13,undermining localization efforts.13,9 See NRC's Toolkit for Principled Humanitarian Action; Managing CT Risks.https://www.nrc.no/shorthand/stories/toolkit-for-principled-humanitarian-action/index.html,9   See NRC's Toolkit for Principled Humanitarian Action; Managing CT Risks.,-63.17,0,1,1,1,11,4.52,-6.48,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0
9 See NRC's Toolkit for Principled Humanitarian Action; Managing CT Risks.https://www.nrc.no/shorthand/stories/toolkit-for-principled-humanitarian-action/index.html,9   See NRC's Toolkit for Principled Humanitarian Action; Managing CT Risks.,"10 In order to ensure compliance, donors might request highly disaggregated data to corroborate their due diligence processes, ensuring their partners","10 In order to ensure compliance, donors might request highly disaggregated data to corroborate their due diligence processes, ensuring their partners",-63.17,0,1,1,1,4.52,4.52,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"10 In order to ensure compliance, donors might request highly disaggregated data to corroborate their due diligence processes, ensuring their partners","10 In order to ensure compliance, donors might request highly disaggregated data to corroborate their due diligence processes, ensuring their partners","are not engaging with any ‘sanctioned’ person or entity’. See Walker, J., 2020. Compliance Dialogue on Syria-Related Humanitarian Payments.https://www.graduateinstitute.ch/sites/internet/files/2020-05/26-MAY-SYRIA-Risk%20Management%20GuideFINAL.pdf","are not engaging with any ‘sanctioned’ person or entity’. See Walker, J., 2020. Compliance Dialogue on Syria-Related Humanitarian Payments.",-63.17,0,1,1,1,4.52,7.5,2.98,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"are not engaging with any ‘sanctioned’ person or entity’. See Walker, J., 2020. Compliance Dialogue on Syria-Related Humanitarian Payments.https://www.graduateinstitute.ch/sites/internet/files/2020-05/26-MAY-SYRIA-Risk%20Management%20GuideFINAL.pdf","are not engaging with any ‘sanctioned’ person or entity’. See Walker, J., 2020. Compliance Dialogue on Syria-Related Humanitarian Payments.","‘Sanctioned persons’ is a general term which may include individuals, terrorist groups, governments as well as companies and other entities of legal","‘Sanctioned persons’ is a general term which may include individuals, terrorist groups, governments as well as companies and other entities of legal",-63.17,0,1,1,1,7.5,7.5,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"‘Sanctioned persons’ is a general term which may include individuals, terrorist groups, governments as well as companies and other entities of legal","‘Sanctioned persons’ is a general term which may include individuals, terrorist groups, governments as well as companies and other entities of legal","personality. The EU, for example, has over the years considerably strengthened its legal framework for preventing money laundering and terrorism","personality. The EU, for example, has over the years considerably strengthened its legal framework for preventing money laundering and terrorism",-63.17,0,1,1,1,7.5,7.5,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"personality. The EU, for example, has over the years considerably strengthened its legal framework for preventing money laundering and terrorism","personality. The EU, for example, has over the years considerably strengthened its legal framework for preventing money laundering and terrorism","financing in recent years and is constantly enforcing in. See: NGO Voice, 2020. The Impact of EU Sanctions and Restrictive Measures onhttps://voiceeu.org/publications?string=VOICE+workshop+Report%3A+The+impact+of+EU+sanctions+and+restrictive+measures+on+humanitarian+action","financing in recent years and is constantly enforcing in. See: NGO Voice, 2020. The Impact of EU Sanctions and Restrictive Measures on",-63.17,0,1,1,1,7.5,7.5,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"financing in recent years and is constantly enforcing in. See: NGO Voice, 2020. The Impact of EU Sanctions and Restrictive Measures onhttps://voiceeu.org/publications?string=VOICE+workshop+Report%3A+The+impact+of+EU+sanctions+and+restrictive+measures+on+humanitarian+action","financing in recent years and is constantly enforcing in. See: NGO Voice, 2020. The Impact of EU Sanctions and Restrictive Measures on","11 Inter-Agency Standing Committee IASC Humanitarian Financing Task Team HFTT, 2016. Donor Conditions and their implications forhttps://interagencystandingcommittee.org/system/files/20160416donorconditionsstudyfinal.pdf","11  Inter-Agency Standing Committee (IASC) Humanitarian Financing Task Team (HFTT), 2016. Donor Conditions and their implications for",-63.17,0,1,1,1,7.5,4.52,-2.98,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"11 Inter-Agency Standing Committee IASC Humanitarian Financing Task Team HFTT, 2016. Donor Conditions and their implications forhttps://interagencystandingcommittee.org/system/files/20160416donorconditionsstudyfinal.pdf","11  Inter-Agency Standing Committee (IASC) Humanitarian Financing Task Team (HFTT), 2016. Donor Conditions and their implications for","12 Publish What You Fund, 2020. Data Use Capacity in Protracted Humanitarian Crises.https://www.publishwhatyoufund.org/wp-content/uploads/dlmuploads/2020/06/Humanitarian-Research-Brief-4.pdf.","12 Publish What You Fund, 2020. Data Use Capacity in Protracted Humanitarian Crises.",-63.17,0,1,1,1,4.52,4.52,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"12 Publish What You Fund, 2020. Data Use Capacity in Protracted Humanitarian Crises.https://www.publishwhatyoufund.org/wp-content/uploads/dlmuploads/2020/06/Humanitarian-Research-Brief-4.pdf.","12 Publish What You Fund, 2020. Data Use Capacity in Protracted Humanitarian Crises.",THE CENTRE FOR HUMANITARIAN DATAhttps://centre.humdata.org/ DECEMBER 2020 3,THE CENTRE FOR HUMANITARIAN DATA,-63.17,0,1,1,1,4.52,8,3.48,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1
Purpose limitation,Purpose limitation,"The principle of purpose limitation requires that data is only collected for specified, explicit and legitimate","The principle of purpose limitation requires that data is only collected for specified, explicit and legitimate",-63.08,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"The principle of purpose limitation requires that data is only collected for specified, explicit and legitimate","The principle of purpose limitation requires that data is only collected for specified, explicit and legitimate","purposes, and that it not be processed further in a manner that would be incompatible with those","purposes, and that it not be processed further in a manner that would be incompatible with those",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"purposes, and that it not be processed further in a manner that would be incompatible with those","purposes, and that it not be processed further in a manner that would be incompatible with those",purposes. 14 Even when donors specify legitimate reasons for requesting data in-line with the original,purposes.14 Even when donors specify legitimate reasons for requesting data in-line with the original,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
purposes. 14 Even when donors specify legitimate reasons for requesting data in-line with the original,purposes.14 Even when donors specify legitimate reasons for requesting data in-line with the original,"purposes for which the data was collected e.g. the delivery of humanitarian assistance, it can be difficult","purposes for which the data was collected (e.g. the delivery of humanitarian assistance), it can be difficult",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"purposes for which the data was collected e.g. the delivery of humanitarian assistance, it can be difficult","purposes for which the data was collected (e.g. the delivery of humanitarian assistance), it can be difficult",to ensure that the data will not be used for other purposes once shared. Data used out of context and for,to ensure that the data will not be used for other purposes once shared. Data used out of context and for,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
to ensure that the data will not be used for other purposes once shared. Data used out of context and for,to ensure that the data will not be used for other purposes once shared. Data used out of context and for,"purposes that are not known at the time of sharing, or retained past the intended retention for a defined","purposes that are not known at the time of sharing, or retained past the intended retention for a defined",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"purposes that are not known at the time of sharing, or retained past the intended retention for a defined","purposes that are not known at the time of sharing, or retained past the intended retention for a defined","purpose represents a violation, even if unintended, of the data subjects’ rights.","purpose represents a violation, even if unintended, of the data subjects’ rights.",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"purpose represents a violation, even if unintended, of the data subjects’ rights.","purpose represents a violation, even if unintended, of the data subjects’ rights.",RECOMMENDATIONS,RECOMMENDATIONS,-63.08,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
RECOMMENDATIONS,RECOMMENDATIONS,"In view of the objectives and constraints detailed above, the Centre, the Humanitarian Policy Group HPG","In view of the objectives and constraints detailed above, the Centre, the Humanitarian Policy Group (HPG)",-63.08,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"In view of the objectives and constraints detailed above, the Centre, the Humanitarian Policy Group HPG","In view of the objectives and constraints detailed above, the Centre, the Humanitarian Policy Group (HPG)","at ODI, the ICRC, and the Human Security Division of the Swiss Federal Department of Foreign Affairs","at ODI, the ICRC, and the Human Security Division of the Swiss Federal Department of Foreign Affairs",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"at ODI, the ICRC, and the Human Security Division of the Swiss Federal Department of Foreign Affairs","at ODI, the ICRC, and the Human Security Division of the Swiss Federal Department of Foreign Affairs",recommend that donors and humanitarian organizations take the following steps to minimize risks while,recommend that donors and humanitarian organizations take the following steps to minimize risks while,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
recommend that donors and humanitarian organizations take the following steps to minimize risks while,recommend that donors and humanitarian organizations take the following steps to minimize risks while,maximizing benefits when sharing sensitive data:,maximizing benefits when sharing sensitive data:,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
maximizing benefits when sharing sensitive data:,maximizing benefits when sharing sensitive data:,• Reviewing and clarifying the formal or informal frameworks that govern the collection and,Reviewing and clarifying the formal or informal frameworks that govern the collection and,-63.08,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
• Reviewing and clarifying the formal or informal frameworks that govern the collection and,Reviewing and clarifying the formal or informal frameworks that govern the collection and,sharing of disaggregated data,sharing of disaggregated data,-63.08,0,1,1,1,11,11,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
sharing of disaggregated data,sharing of disaggregated data,"Donors and partners should examine the official, formal requirements and ad-hoc, informal","Donors and partners should examine the official, formal requirements and ad-hoc, informal",-63.08,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"Donors and partners should examine the official, formal requirements and ad-hoc, informal","Donors and partners should examine the official, formal requirements and ad-hoc, informal","requirements of data sharing, and analyse partner and donor staff interpret whether requirements","requirements of data sharing, and analyse partner and donor staff interpret whether requirements",-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"requirements of data sharing, and analyse partner and donor staff interpret whether requirements","requirements of data sharing, and analyse partner and donor staff interpret whether requirements",correctly and consistently. They should assess whether there are implicit conditionalities between the,correctly and consistently. They should assess whether there are implicit conditionalities between the,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
correctly and consistently. They should assess whether there are implicit conditionalities between the,correctly and consistently. They should assess whether there are implicit conditionalities between the,willingness to share disaggregated data and the ability of different organizations to access and sustain,willingness to share disaggregated data and the ability of different organizations to access and sustain,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
willingness to share disaggregated data and the ability of different organizations to access and sustain,willingness to share disaggregated data and the ability of different organizations to access and sustain,funding from donors.,funding from donors.,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
funding from donors.,funding from donors.,• Formalizing and standardizing requests for sensitive data,Formalizing and standardizing requests for sensitive data,-63.08,0,1,1,1,11,11,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0
• Formalizing and standardizing requests for sensitive data,Formalizing and standardizing requests for sensitive data,"When sensitive data is required to meet a mutually agreed objective, donors should formalize and","When sensitive data is required to meet a mutually agreed objective, donors should formalize and",-63.08,0,1,1,1,11,11,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
"When sensitive data is required to meet a mutually agreed objective, donors should formalize and","When sensitive data is required to meet a mutually agreed objective, donors should formalize and",standardize their requests for such data. Requests should be made in writing and should specify,standardize their requests for such data. Requests should be made in writing and should specify,-63.08,0,1,1,1,11,11,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
