text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
MATERIAL AND METHODS,MATERIAL AND METHODS,"The trial was undertaken at four locations viz .,","The trial was undertaken at four locations viz.,",1,0,1,0,0,11.04,11.04,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
"The trial was undertaken at four locations viz .,","The trial was undertaken at four locations viz.,","Kapileswarapuram, Pydikondalapalem, Veerankilakula","Kapileswarapuram, Pydikondalapalem, Veerankilakula",1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Kapileswarapuram, Pydikondalapalem, Veerankilakula","Kapileswarapuram, Pydikondalapalem, Veerankilakula","and Pamulalanka of farmer fields in Krishna district,","and Pamulalanka of farmer fields in Krishna district,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"and Pamulalanka of farmer fields in Krishna district,","and Pamulalanka of farmer fields in Krishna district,",Andhra Pradesh during 2019. Each location was,Andhra Pradesh during 2019. Each location was,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Andhra Pradesh during 2019. Each location was,Andhra Pradesh during 2019. Each location was,treated as one replication and the bio intensive,treated as one replication and the bio intensive,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
treated as one replication and the bio intensive,treated as one replication and the bio intensive,integrated pest management components BIPM are,integrated pest management components (BIPM) are,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
integrated pest management components BIPM are,integrated pest management components (BIPM) are,regarded as treatments. Six modules including BIPM,regarded as treatments. Six modules including BIPM,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
regarded as treatments. Six modules including BIPM,regarded as treatments. Six modules including BIPM,based components and chemical based treatments,based components and chemical based treatments,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
based components and chemical based treatments,based components and chemical based treatments,were imposed in each location in an area of 0.4 ha per,were imposed in each location in an area of 0.4 ha per,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
were imposed in each location in an area of 0.4 ha per,were imposed in each location in an area of 0.4 ha per,"treatment viz., T 1 : Field release of Trichogramma","treatment viz., T1: Field release of Trichogramma",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"treatment viz., T 1 : Field release of Trichogramma","treatment viz., T1: Field release of Trichogramma",chilonis @ 50000 ha -1 ; T 2 : Installation of pheromone,chilonis @ 50000 ha-1; T2: Installation of pheromone,1,0,1,0,0,11.04,11.04,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,1
chilonis @ 50000 ha -1 ; T 2 : Installation of pheromone,chilonis @ 50000 ha-1; T2: Installation of pheromone,traps Delta model @ 25 ha -1 ; T 3 : Field release of T.,traps (Delta  model) @ 25 ha-1 ; T3: Field release of T.,1,0,1,0,0,11.04,11.04,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,2,2,1
traps Delta model @ 25 ha -1 ; T 3 : Field release of T.,traps (Delta  model) @ 25 ha-1 ; T3: Field release of T.,chilonis @ 50000 ha -1 + Installation of pheromone traps,chilonis @ 50000 ha-1+ Installation of pheromone traps,1,0,1,0,0,11.04,11.04,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,2,2,1
chilonis @ 50000 ha -1 + Installation of pheromone traps,chilonis @ 50000 ha-1+ Installation of pheromone traps,25 ha -1 ; T 4 : Chemical management; T 5 : Farmers,25 ha-1 ; T4: Chemical management; T5: Farmers,1,0,1,0,0,11.04,11.04,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1
25 ha -1 ; T 4 : Chemical management; T 5 : Farmers,25 ha-1 ; T4: Chemical management; T5: Farmers,practice and T 6 : Untreated control.,practice and T6: Untreated control.,1,-0.01,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
practice and T 6 : Untreated control.,practice and T6: Untreated control.,Field release of T. chilonis was practiced by,Field release of T. chilonis was practiced by,1,36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Field release of T. chilonis was practiced by,Field release of T. chilonis was practiced by,inundative release of tricho cards prepared at,inundative release of tricho cards prepared at,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
inundative release of tricho cards prepared at,inundative release of tricho cards prepared at,"Sugarcane Research Station, Vuyyuru. The pheromone","Sugarcane Research Station, Vuyyuru. The pheromone",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Sugarcane Research Station, Vuyyuru. The pheromone","Sugarcane Research Station, Vuyyuru. The pheromone","traps M/s Sun Agro Biotech Research Centre,","traps (M/s Sun Agro Biotech Research Centre,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"traps M/s Sun Agro Biotech Research Centre,","traps (M/s Sun Agro Biotech Research Centre,",Chennai were erected 3 feet above the ground level,Chennai) were erected 3 feet above the ground level,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Chennai were erected 3 feet above the ground level,Chennai) were erected 3 feet above the ground level,at a distance of 10 m and specific lures M/s Sun Agro,at a distance of 10 m and specific lures (M/s Sun Agro,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
at a distance of 10 m and specific lures M/s Sun Agro,at a distance of 10 m and specific lures (M/s Sun Agro,"Biotech Research Centre, Chennai were arranged","Biotech Research Centre, Chennai) were arranged",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Biotech Research Centre, Chennai were arranged","Biotech Research Centre, Chennai) were arranged",against the targeted borers. Details of the management,against the targeted borers. Details of the management,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
against the targeted borers. Details of the management,against the targeted borers. Details of the management,aspects followed by the farmers were recorded and in,aspects followed by the farmers were recorded and in,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
aspects followed by the farmers were recorded and in,aspects followed by the farmers were recorded and in,control plots application of insecticides was avoided.,control plots application of insecticides was avoided.,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
control plots application of insecticides was avoided.,control plots application of insecticides was avoided.,The details of various BIPM treatments were,The  details  of  various  BIPM  treatments  were,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
The details of various BIPM treatments were,The  details  of  various  BIPM  treatments  were,summarised in Table 1.,summarised in Table 1.,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
summarised in Table 1.,summarised in Table 1.,The data on moths trapped in pheromone traps,The data on moths trapped in pheromone traps,1,36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
The data on moths trapped in pheromone traps,The data on moths trapped in pheromone traps,during the cropping season was recorded fortnightly,during the cropping season was recorded fortnightly,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
during the cropping season was recorded fortnightly,during the cropping season was recorded fortnightly,to assess the activity of various sugarcane borers in,to assess the activity of various sugarcane borers in,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
to assess the activity of various sugarcane borers in,to assess the activity of various sugarcane borers in,different locations. The per cent dead hearts by ESB,different locations. The per cent dead hearts by ESB,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
different locations. The per cent dead hearts by ESB,different locations. The per cent dead hearts by ESB,was recorded by examining twenty randomly selected,was recorded by examining twenty randomly selected,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
was recorded by examining twenty randomly selected,was recorded by examining twenty randomly selected,places samples of each 5 m row in each treated plots,places (samples) of each 5 m row in each treated plots,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
places samples of each 5 m row in each treated plots,places (samples) of each 5 m row in each treated plots,"at 30, 60, 90 and 120 days after planting DAP and","at 30, 60, 90 and 120 days after planting (DAP) and",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"at 30, 60, 90 and 120 days after planting DAP and","at 30, 60, 90 and 120 days after planting (DAP) and",accordingly cumulative incidence of ESB was,accordingly cumulative incidence of ESB was,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
accordingly cumulative incidence of ESB was,accordingly cumulative incidence of ESB was,calculated by relating the progressive totals of infested,calculated by relating the progressive totals of infested,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
calculated by relating the progressive totals of infested,calculated by relating the progressive totals of infested,tillers and total number of tillers at 120 DAP,tillers and total number of tillers at 120 DAP,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
tillers and total number of tillers at 120 DAP,tillers and total number of tillers at 120 DAP,"Sithanantham, 1973. The per cent incidence and per","(Sithanantham, 1973). The per cent incidence and per",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Sithanantham, 1973. The per cent incidence and per","(Sithanantham, 1973). The per cent incidence and per",cent intensity of INB was calculated through,cent intensity of INB was calculated through,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
cent intensity of INB was calculated through,cent intensity of INB was calculated through,destructive sampling from randomly selected 100 canes,destructive sampling from randomly selected 100 canes,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
destructive sampling from randomly selected 100 canes,destructive sampling from randomly selected 100 canes,from each treated plot. The damage incidence of top,from each treated plot. The damage incidence of top,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
from each treated plot. The damage incidence of top,from each treated plot. The damage incidence of top,shoot borer is recorded basing on bored holes at the,shoot borer is recorded basing on bored holes at the,-740.63,248.18,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,0
shoot borer is recorded basing on bored holes at the,shoot borer is recorded basing on bored holes at the,"top of the shoot. The per cent dead hearts, per cent","top of the shoot. The per cent dead hearts, per cent",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"top of the shoot. The per cent dead hearts, per cent","top of the shoot. The per cent dead hearts, per cent","incidence, per cent intensity and infestation index of","incidence, per cent intensity and infestation index of",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"incidence, per cent intensity and infestation index of","incidence, per cent intensity and infestation index of",the borers were calculated as per the formulae,the  borers  were  calculated  as  per  the  formulae,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
the borers were calculated as per the formulae,the  borers  were  calculated  as  per  the  formulae,hereunder.,hereunder.,1,0,1,0,1,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
hereunder.,hereunder.,Per cent dead hearts =,Per cent dead hearts =,1,0,1,1,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Per cent dead hearts =,Per cent dead hearts =,Number of dead hearts,Number of dead hearts,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Number of dead hearts,Number of dead hearts,X 100,X 100,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
X 100,X 100,Total number of tillers,Total number of tillers,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Total number of tillers,Total number of tillers,Per cent incidence =,Per cent incidence =,14.49,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Per cent incidence =,Per cent incidence =,Total number of affected canes,Total number of affected canes,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Total number of affected canes,Total number of affected canes,X 100,X 100,1,180,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
X 100,X 100,Total canes,Total canes,1,-72,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Total canes,Total canes,Per cent intensity =,Per cent intensity =,14.49,-108,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Per cent intensity =,Per cent intensity =,Total number of affected internodes,Total number of affected internodes,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Total number of affected internodes,Total number of affected internodes,X 100,X 100,1,180,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
X 100,X 100,Total number of internodes,Total number of internodes,1,-144,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Total number of internodes,Total number of internodes,Infestation Index =,Infestation Index =,14.49,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Infestation Index =,Infestation Index =,per cent incidence x per cent intensity,per cent incidence x per cent intensity,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
per cent incidence x per cent intensity,per cent incidence x per cent intensity,100,100,14.49,36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
100,100,The cane yield was recorded per plot and,The cane yield was recorded per plot and,28.24,-1.2,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
The cane yield was recorded per plot and,The cane yield was recorded per plot and,expressed as tonnes per hectare. The data pertaining,expressed as tonnes per hectare. The data pertaining,1,-34.8,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
expressed as tonnes per hectare. The data pertaining,expressed as tonnes per hectare. The data pertaining,to borer damage obtained was tabulated by suitable,to borer damage obtained was tabulated by suitable,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
to borer damage obtained was tabulated by suitable,to borer damage obtained was tabulated by suitable,transformations for and were scrutinized by RBD,transformations for and were scrutinized by RBD,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
transformations for and were scrutinized by RBD,transformations for and were scrutinized by RBD,analysis of one way ANOVA. The Critical difference,analysis of one way ANOVA. The Critical difference,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
analysis of one way ANOVA. The Critical difference,analysis of one way ANOVA. The Critical difference,values were calculated at p= 0.05 and mean values,values were calculated at p= 0.05 and mean values,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
values were calculated at p= 0.05 and mean values,values were calculated at p= 0.05 and mean values,were compared using Duncan’s Multiple Range Test,were compared using Duncan’s Multiple Range Test,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
were compared using Duncan’s Multiple Range Test,were compared using Duncan’s Multiple Range Test,DMRT.,(DMRT).,1,0,1,0,1,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
DMRT.,(DMRT).,RESULTS AND DISCUSSION,RESULTS AND DISCUSSION,14.49,36,0,1,0,11.04,11.04,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
RESULTS AND DISCUSSION,RESULTS AND DISCUSSION,The activity of borers complex infesting,The activity of borers complex infesting,1,0,1,0,0,11.04,11.04,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
The activity of borers complex infesting,The activity of borers complex infesting,sugarcane was noticed through moth catches in,sugarcane was noticed through moth catches in,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
sugarcane was noticed through moth catches in,sugarcane was noticed through moth catches in,"pheromone traps and the results inferred that,","pheromone traps and the results inferred that,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"pheromone traps and the results inferred that,","pheromone traps and the results inferred that,",relatively the incidence of TSB during the season,relatively the incidence of TSB during the season,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
relatively the incidence of TSB during the season,relatively the incidence of TSB during the season,2019 was low compared to ESB and INB Table,2019  was  low  compared  to  ESB  and  INB  (Table,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
2019 was low compared to ESB and INB Table,2019  was  low  compared  to  ESB  and  INB  (Table,"2. Hence, the efficacy of various BIPM treatments","2). Hence, the efficacy of various BIPM treatments",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"2. Hence, the efficacy of various BIPM treatments","2). Hence, the efficacy of various BIPM treatments",was evaluated against ESB and INB only. The,was evaluated against ESB and INB only. The,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
was evaluated against ESB and INB only. The,was evaluated against ESB and INB only. The,maximum moths with respect to ESB were caught,maximum moths with respect to ESB were caught,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
maximum moths with respect to ESB were caught,maximum moths with respect to ESB were caught,"in march II fortnight whereas, maximum INB and","in march II fortnight whereas, maximum INB and",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"in march II fortnight whereas, maximum INB and","in march II fortnight whereas, maximum INB and",TSB moths were trapped during July II fortnight,TSB moths were trapped during July II fortnight,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
TSB moths were trapped during July II fortnight,TSB moths were trapped during July II fortnight,Fig 1.,(Fig 1).,1,0,1,0,1,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Fig 1.,(Fig 1).,Efficacy of BIPM treatments against early shoot,Efficacy of BIPM treatments against early shoot,14.49,0,1,1,0,11.04,11.04,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
Efficacy of BIPM treatments against early shoot,Efficacy of BIPM treatments against early shoot,borer infesting sugarcane,borer infesting sugarcane,1,0,1,0,0,11.04,11.04,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
borer infesting sugarcane,borer infesting sugarcane,The incidence of early shoot borer in terms of,The incidence of early shoot borer in terms of,1,36,0,0,0,11.04,11.04,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
The incidence of early shoot borer in terms of,The incidence of early shoot borer in terms of,mean per cent dead hearts was comparatively minimum,mean per cent dead hearts was comparatively minimum,1,-36,0,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
mean per cent dead hearts was comparatively minimum,mean per cent dead hearts was comparatively minimum,"in farmers practice T 5  with 1.42, 1.98, 1.66 and 0.71","in farmers practice (T5) with 1.42, 1.98, 1.66 and  0.71",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"in farmers practice T 5  with 1.42, 1.98, 1.66 and 0.71","in farmers practice (T5) with 1.42, 1.98, 1.66 and  0.71","per cent dead hearts at 30, 60, 90 and 120 DAP,","per  cent  dead  hearts  at  30,  60,  90  and  120  DAP,",1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"per cent dead hearts at 30, 60, 90 and 120 DAP,","per  cent  dead  hearts  at  30,  60,  90  and  120  DAP,",respectively and found at par with chemical based,respectively and found at par with chemical based,1,0,1,0,0,11.04,11.04,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
2020 Bio-intensive Pest Management in Sugarcane 77,Bio-intensive Pest Management in Sugarcane,Table 1. Details of Bio intensive IPM based treatments against sugarcane borer complex,Table 1. Details of Bio intensive IPM based treatments against sugarcane borer complex,17.95,-107.99,0,1,1,11.04,11.04,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,3,3,0
Table 1. Details of Bio intensive IPM based treatments against sugarcane borer complex,Table 1. Details of Bio intensive IPM based treatments against sugarcane borer complex,Treatments BIPM components imposed,BIPM components imposed,12.27,218.16,0,1,1,11.04,11.59,0.55,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,3,0
Treatments BIPM components imposed,BIPM components imposed,Field release of T. chilonis @ 50000 ha from 30 DAP to 240 DAP at an interval,Field release of T. chilonis @ 50000 ha,5.28,-125.32,0,1,0,11.59,11.58,-0.01,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
Field release of T. chilonis @ 50000 ha from 30 DAP to 240 DAP at an interval,Field release of T. chilonis @ 50000 ha,of 10 days 21 releases.,of 10 days (21 releases).,2.09,0.04,1,0,0,11.58,11.59,0.01,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
of 10 days 21 releases.,of 10 days (21 releases).,Installation of Delta traps @ 25 ha from 20 DAP to 120 DAP for ESB and from,Installation of Delta traps @ 25 ha,5.28,-0.04,1,0,0,11.59,11.58,-0.01,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Installation of Delta traps @ 25 ha from 20 DAP to 120 DAP for ESB and from,Installation of Delta traps @ 25 ha,T 2 120 DAP to 240 DAP for INB and for TSB from 150 DAP to 240 DAP for mass,120 DAP to 240 DAP for INB and for TSB from 150 DAP to 240 DAP for mass,2.34,0.2,1,0,1,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
T 2 120 DAP to 240 DAP for INB and for TSB from 150 DAP to 240 DAP for mass,120 DAP to 240 DAP for INB and for TSB from 150 DAP to 240 DAP for mass,trapping.,trapping.,2.34,-0.16,1,1,0,11.58,11.59,0.01,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
trapping.,trapping.,Field release of T. chilonis @ 50000 ha from 30 DAP to 240 DAP at an interval,Field release of T. chilonis @ 50000 ha,5.28,-0.04,1,0,0,11.59,11.58,-0.01,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
Field release of T. chilonis @ 50000 ha from 30 DAP to 240 DAP at an interval,Field release of T. chilonis @ 50000 ha,of 10 days T 1  + Installation of Delta traps @ 25 ha from 20 DAP to 120 DAP,of 10 days (T1) + Installation of Delta traps @ 25 ha,5.04,0.22,1,0,0,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
of 10 days T 1  + Installation of Delta traps @ 25 ha from 20 DAP to 120 DAP,of 10 days (T1) + Installation of Delta traps @ 25 ha,for ESB and from 120 DAP to 240 DAP for INB and for TSB from 150 DAP to,for ESB and from 120 DAP to 240 DAP for INB and for TSB from 150 DAP to,3.57,0.06,1,0,1,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,3,3,1
for ESB and from 120 DAP to 240 DAP for INB and for TSB from 150 DAP to,for ESB and from 120 DAP to 240 DAP for INB and for TSB from 150 DAP to,240 DAP for mass trapping T 2 .,240 DAP for mass trapping (T2).,3.57,0,1,1,0,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,3,3,1
240 DAP for mass trapping T 2 .,240 DAP for mass trapping (T2).,Sett treatment with imidacloprid 600FS@ 1 ml l + Granular application of,Sett treatment with imidacloprid 600FS@ 1 ml l,7.49,-0.28,1,0,1,11.58,11.58,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,3,3,1
