text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,label
precipitation data to lower the likelihood of false positives.,precipitation data to lower the likelihood of false positives.,Identity exposure exposure of individual identities through potential use of additional data,Identity exposure (exposure of individual identities through potential use of additional data,7.63,-36.0,0,1,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
Identity exposure exposure of individual identities through potential use of additional data,Identity exposure (exposure of individual identities through potential use of additional data,sources in implementation of the model,sources in implementation of the model),1.08,0.0,1,0,0,12.0,11.0,-1.0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
sources in implementation of the model,sources in implementation of the model),Unauthorized access to any personal data used in future implementation of the trigger,Unauthorized access to any personal data used in future implementation of the trigger,1.0,36.0,0,0,1,11.0,11.0,0.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Unauthorized access to any personal data used in future implementation of the trigger,Unauthorized access to any personal data used in future implementation of the trigger,mechanism could cause harm and carries reputational risk.,mechanism could cause harm and carries reputational risk.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
mechanism could cause harm and carries reputational risk.,mechanism could cause harm and carries reputational risk.,Recommendation: Given that the trigger mechanism does not include the use of any,Recommendation: Given that the trigger mechanism does not include the use of any,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Recommendation: Given that the trigger mechanism does not include the use of any,Recommendation: Given that the trigger mechanism does not include the use of any,personal data there is little concern that a data breach could result in re-identification. If,personal data there is little concern that a data breach could result in re-identification. If,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
personal data there is little concern that a data breach could result in re-identification. If,personal data there is little concern that a data breach could result in re-identification. If,the implementation of the trigger mechanism evolves over time to include additional,the implementation of the trigger mechanism evolves over time to include additional,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
the implementation of the trigger mechanism evolves over time to include additional,the implementation of the trigger mechanism evolves over time to include additional,"personal data, the tools and infrastructure used in implementation should be","personal data, the tools and infrastructure used in implementation should be",1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
"personal data, the tools and infrastructure used in implementation should be","personal data, the tools and infrastructure used in implementation should be",re-evaluated and adjusted as needed to mitigate the risk of identity exposure.,re-evaluated and adjusted as needed to mitigate the risk of identity exposure.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
re-evaluated and adjusted as needed to mitigate the risk of identity exposure.,re-evaluated and adjusted as needed to mitigate the risk of identity exposure.,Bias in available data,Bias in available data,7.63,-36.0,0,1,0,11.0,12.0,1.0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0
Bias in available data,Bias in available data,Bias in data availability resulting from gaps in data for different regions in Niger could,Bias in data availability resulting from gaps in data for different regions in Niger could,1.08,36.0,0,0,1,12.0,11.0,-1.0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
Bias in data availability resulting from gaps in data for different regions in Niger could,Bias in data availability resulting from gaps in data for different regions in Niger could,affect the allocation of funding and activities.,affect the allocation of funding and activities.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
affect the allocation of funding and activities.,affect the allocation of funding and activities.,Recommendation: Determine whether there are gaps resulting in biases in climate data,Recommendation: Determine whether there are gaps resulting in biases in climate data,1.0,0.0,1,0,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0
Recommendation: Determine whether there are gaps resulting in biases in climate data,Recommendation: Determine whether there are gaps resulting in biases in climate data,availability for Niger in order to prevent unfair allocation of funding and activities.,availability for Niger in order to prevent unfair allocation of funding and activities.,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
Feedback,Feedback,"The Centre invites individuals and organizations working in the humanitarian, academic, research and","The Centre invites individuals and organizations working in the humanitarian, academic, research and",1.08,0.0,1,0,1,12.0,11.0,-1.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
"The Centre invites individuals and organizations working in the humanitarian, academic, research and","The Centre invites individuals and organizations working in the humanitarian, academic, research and",private sector to engage with us on the peer review process. Please send feedback on the Peer Review,private sector to engage with us on the peer review process. Please send feedback on the Peer Review,1.0,0.0,1,1,1,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1
private sector to engage with us on the peer review process. Please send feedback on the Peer Review,private sector to engage with us on the peer review process. Please send feedback on the Peer Review,Framework to centrehumdata@un.org.mailto:centrehumdata@un.org,Framework to centrehumdata@un.org.,1.0,0.0,1,1,0,11.0,11.0,0.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1
