text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
o 1/4 cup ketchup,o 1/4 cup ketchup,o 1 tablespoon mustard,o 1 tablespoon mustard,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 tablespoon mustard,o 1 tablespoon mustard,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/2 teaspoon pepper,o 1/2 teaspoon pepper,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,4,4,0
Instructions :,Instructions:,o Preheat oven to 350°F 175°C.,o Preheat oven to 350°F (175°C).,0.76,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o Preheat oven to 350°F 175°C.,o Preheat oven to 350°F (175°C).,o Sauté diced onion until translucent.,o Sauté diced onion until translucent.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Sauté diced onion until translucent.,o Sauté diced onion until translucent.,"o Mix beans, onion, molasses, brown sugar, ketchup, mustard, salt, and pepper in a","o Mix beans, onion, molasses, brown sugar, ketchup, mustard, salt, and pepper in a",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Mix beans, onion, molasses, brown sugar, ketchup, mustard, salt, and pepper in a","o Mix beans, onion, molasses, brown sugar, ketchup, mustard, salt, and pepper in a",baking dish.,baking dish.,0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,4,4,1
baking dish.,baking dish.,"o Bake for 1 hour, stirring occasionally.","o Bake for 1 hour, stirring occasionally.",0.75,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,4,4,1
"o Bake for 1 hour, stirring occasionally.","o Bake for 1 hour, stirring occasionally.",o Serve warm.,o Serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,4,4,1
o Serve warm.,o Serve warm.,Bammy,Bammy,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,4,4,0
Bammy,Bammy,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,4,4,0
Ingredients :,Ingredients:,o 2 cups grated cassava,o 2 cups grated cassava,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,4,4,0
o 2 cups grated cassava,o 2 cups grated cassava,o 1/4 cup coconut milk,o 1/4 cup coconut milk,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o 1/4 cup coconut milk,o 1/4 cup coconut milk,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,4,4,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,5,0
Instructions :,Instructions:,o Mix grated cassava with coconut milk and salt.,o Mix grated cassava with coconut milk and salt.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o Mix grated cassava with coconut milk and salt.,o Mix grated cassava with coconut milk and salt.,o Form mixture into flat cakes.,o Form mixture into flat cakes.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Form mixture into flat cakes.,o Form mixture into flat cakes.,o Fry in hot oil until golden.,o Fry in hot oil until golden.,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Fry in hot oil until golden.,o Fry in hot oil until golden.,o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Drain on paper towels and serve warm.,o Drain on paper towels and serve warm.,Banchan,Banchan,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,5,0
Banchan,Banchan,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Ingredients :,Ingredients:,"o Assorted small side dishes like pickled radish, spinach, bean sprouts, kimchi","o Assorted small side dishes like pickled radish, spinach, bean sprouts, kimchi",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
"o Assorted small side dishes like pickled radish, spinach, bean sprouts, kimchi","o Assorted small side dishes like pickled radish, spinach, bean sprouts, kimchi",Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,5,0
Instructions :,Instructions:,o Prepare each side dish separately.,o Prepare each side dish separately.,0.76,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o Prepare each side dish separately.,o Prepare each side dish separately.,o Arrange on small plates.,o Arrange on small plates.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Arrange on small plates.,o Arrange on small plates.,o Serve as accompaniments to the main meal.,o Serve as accompaniments to the main meal.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Serve as accompaniments to the main meal.,o Serve as accompaniments to the main meal.,Banh Beo,Banh Beo,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,5,0
Banh Beo,Banh Beo,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Ingredients :,Ingredients:,o 1 cup rice flour,o 1 cup rice flour,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o 1 cup rice flour,o 1 cup rice flour,o 1/2 cup water,o 1/2 cup water,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 cup water,o 1/2 cup water,o 1/2 cup coconut milk,o 1/2 cup coconut milk,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 cup coconut milk,o 1/2 cup coconut milk,o 1/4 cup shrimp,o 1/4 cup shrimp,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup shrimp,o 1/4 cup shrimp,o 1/4 cup green onions,o 1/4 cup green onions,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup green onions,o 1/4 cup green onions,o 1/4 cup fried shallots,o 1/4 cup fried shallots,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup fried shallots,o 1/4 cup fried shallots,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/2 teaspoon sugar,o 1/2 teaspoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 teaspoon sugar,o 1/2 teaspoon sugar,Instructions :,Instructions:,0.87,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,5,0
Instructions :,Instructions:,"o Mix rice flour, water, coconut milk, salt, and sugar to form a batter.","o Mix rice flour, water, coconut milk, salt, and sugar to form a batter.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
"o Mix rice flour, water, coconut milk, salt, and sugar to form a batter.","o Mix rice flour, water, coconut milk, salt, and sugar to form a batter.",o Pour batter into small dishes and steam until set.,o Pour batter into small dishes and steam until set.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Pour batter into small dishes and steam until set.,o Pour batter into small dishes and steam until set.,o Sauté chopped shrimp and green onions until cooked.,o Sauté chopped shrimp and green onions until cooked.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Sauté chopped shrimp and green onions until cooked.,o Sauté chopped shrimp and green onions until cooked.,"o Top steamed cakes with shrimp, green onions, and fried shallots.","o Top steamed cakes with shrimp, green onions, and fried shallots.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
"o Top steamed cakes with shrimp, green onions, and fried shallots.","o Top steamed cakes with shrimp, green onions, and fried shallots.",o Serve with dipping sauce.,o Serve with dipping sauce.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,5,5,1
o Serve with dipping sauce.,o Serve with dipping sauce.,Banh Xeo,Banh Xeo,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,5,0
Banh Xeo,Banh Xeo,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,5,0
Ingredients :,Ingredients:,o 1 cup rice flour,o 1 cup rice flour,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,5,0
o 1 cup rice flour,o 1 cup rice flour,o 1/2 cup coconut milk,o 1/2 cup coconut milk,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 cup coconut milk,o 1/2 cup coconut milk,o 1/2 cup water,o 1/2 cup water,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 cup water,o 1/2 cup water,o 1/2 pound shrimp,o 1/2 pound shrimp,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 pound shrimp,o 1/2 pound shrimp,o 1/2 pound pork,o 1/2 pound pork,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 pound pork,o 1/2 pound pork,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 small onion,o 1 small onion,o 1/2 cup bean sprouts,o 1/2 cup bean sprouts,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/2 cup bean sprouts,o 1/2 cup bean sprouts,o 1/4 cup green onions,o 1/4 cup green onions,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup green onions,o 1/4 cup green onions,o 1/4 cup cilantro,o 1/4 cup cilantro,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1/4 cup cilantro,o 1/4 cup cilantro,o 1 teaspoon turmeric,o 1 teaspoon turmeric,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,5,5,1
o 1 teaspoon salt,o 1 teaspoon salt,o Oil for frying,o Oil for frying,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o Oil for frying,o Oil for frying,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,"o Mix rice flour, coconut milk, water, turmeric, and salt to form a batter.","o Mix rice flour, coconut milk, water, turmeric, and salt to form a batter.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
"o Mix rice flour, coconut milk, water, turmeric, and salt to form a batter.","o Mix rice flour, coconut milk, water, turmeric, and salt to form a batter.","o Sauté sliced pork, shrimp, and diced onion until cooked.","o Sauté sliced pork, shrimp, and diced onion until cooked.",1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Sauté sliced pork, shrimp, and diced onion until cooked.","o Sauté sliced pork, shrimp, and diced onion until cooked.","o Heat oil in a pan and pour in a ladle of batter, swirling to coat the pan.","o Heat oil in a pan and pour in a ladle of batter, swirling to coat the pan.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Heat oil in a pan and pour in a ladle of batter, swirling to coat the pan.","o Heat oil in a pan and pour in a ladle of batter, swirling to coat the pan.","o Add cooked pork, shrimp, bean sprouts, green onions, and cilantro.","o Add cooked pork, shrimp, bean sprouts, green onions, and cilantro.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Add cooked pork, shrimp, bean sprouts, green onions, and cilantro.","o Add cooked pork, shrimp, bean sprouts, green onions, and cilantro.",o Fold pancake in half and cook until crispy.,o Fold pancake in half and cook until crispy.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Fold pancake in half and cook until crispy.,o Fold pancake in half and cook until crispy.,o Serve with lettuce and dipping sauce.,o Serve with lettuce and dipping sauce.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Serve with lettuce and dipping sauce.,o Serve with lettuce and dipping sauce.,Basturma,Basturma,4.17,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,6,0
Basturma,Basturma,Ingredients :,Ingredients:,0.61,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Ingredients :,Ingredients:,o 1 pound beef tenderloin,o 1 pound beef tenderloin,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o 1 pound beef tenderloin,o 1 pound beef tenderloin,o 1/4 cup paprika,o 1/4 cup paprika,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1/4 cup paprika,o 1/4 cup paprika,o 2 tablespoons cumin,o 2 tablespoons cumin,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 tablespoons cumin,o 2 tablespoons cumin,o 2 tablespoons fenugreek,o 2 tablespoons fenugreek,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 2 tablespoons fenugreek,o 2 tablespoons fenugreek,o 1 tablespoon garlic powder,o 1 tablespoon garlic powder,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 tablespoon garlic powder,o 1 tablespoon garlic powder,o 1 tablespoon salt,o 1 tablespoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 tablespoon salt,o 1 tablespoon salt,Instructions :,Instructions:,0.87,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,o Rub beef with salt and let cure in the refrigerator for 24 hours.,o Rub beef with salt and let cure in the refrigerator for 24 hours.,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o Rub beef with salt and let cure in the refrigerator for 24 hours.,o Rub beef with salt and let cure in the refrigerator for 24 hours.,o Rinse and pat dry.,o Rinse and pat dry.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Rinse and pat dry.,o Rinse and pat dry.,"o Mix paprika, cumin, fenugreek, and garlic powder, then coat beef with the","o Mix paprika, cumin, fenugreek, and garlic powder, then coat beef with the",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Mix paprika, cumin, fenugreek, and garlic powder, then coat beef with the","o Mix paprika, cumin, fenugreek, and garlic powder, then coat beef with the",mixture.,mixture.,0.85,18.0,0,0,0,10.02,12.0,1.98,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,6,6,1
mixture.,mixture.,"o Wrap in cheesecloth and hang in a cool, dry place for 1-2 weeks.","o Wrap in cheesecloth and hang in a cool, dry place for 1-2 weeks.",0.75,-18.0,0,0,0,12.0,10.02,-1.98,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Wrap in cheesecloth and hang in a cool, dry place for 1-2 weeks.","o Wrap in cheesecloth and hang in a cool, dry place for 1-2 weeks.",o Slice thinly and serve.,o Slice thinly and serve.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Slice thinly and serve.,o Slice thinly and serve.,Batbout,Batbout,4.19,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,6,0
Batbout,Batbout,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
Ingredients :,Ingredients:,o 2 1/4 teaspoons active dry yeast,o 2 1/4 teaspoons active dry yeast,0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
o 2 1/4 teaspoons active dry yeast,o 2 1/4 teaspoons active dry yeast,o 1 teaspoon sugar,o 1 teaspoon sugar,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 teaspoon sugar,o 1 teaspoon sugar,o 1 cup warm water,o 1 cup warm water,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 cup warm water,o 1 cup warm water,o 3 cups flour,o 3 cups flour,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 3 cups flour,o 3 cups flour,o 1 teaspoon salt,o 1 teaspoon salt,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1 teaspoon salt,o 1 teaspoon salt,o 1/4 cup olive oil,o 1/4 cup olive oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,6,6,1
o 1/4 cup olive oil,o 1/4 cup olive oil,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,6,0
Instructions :,Instructions:,"o Dissolve yeast and sugar in warm water, let sit until foamy.","o Dissolve yeast and sugar in warm water, let sit until foamy.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,6,0
"o Dissolve yeast and sugar in warm water, let sit until foamy.","o Dissolve yeast and sugar in warm water, let sit until foamy.","o Mix flour and salt in a bowl, then add yeast mixture and olive oil.","o Mix flour and salt in a bowl, then add yeast mixture and olive oil.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Mix flour and salt in a bowl, then add yeast mixture and olive oil.","o Mix flour and salt in a bowl, then add yeast mixture and olive oil.","o Knead until smooth, then let rise until doubled.","o Knead until smooth, then let rise until doubled.",1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
"o Knead until smooth, then let rise until doubled.","o Knead until smooth, then let rise until doubled.",o Divide dough into balls and roll out into circles.,o Divide dough into balls and roll out into circles.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Divide dough into balls and roll out into circles.,o Divide dough into balls and roll out into circles.,o Cook on a hot griddle until puffed and golden.,o Cook on a hot griddle until puffed and golden.,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Cook on a hot griddle until puffed and golden.,o Cook on a hot griddle until puffed and golden.,o Serve warm.,o Serve warm.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,6,6,1
o Serve warm.,o Serve warm.,Bhindi Masala,Bhindi Masala,4.18,-54.02,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,6,6,0
Bhindi Masala,Bhindi Masala,Ingredients :,Ingredients:,0.6,36.02,0,0,0,12.0,12.0,0.0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,6,6,0
o 1 pound okra,o 1 pound okra,o 1 small onion,o 1 small onion,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 small onion,o 1 small onion,o 2 cloves garlic,o 2 cloves garlic,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 cloves garlic,o 2 cloves garlic,o 1 teaspoon cumin,o 1 teaspoon cumin,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon cumin,o 1 teaspoon cumin,o 1 teaspoon coriander,o 1 teaspoon coriander,1.02,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon coriander,o 1 teaspoon coriander,o 1 teaspoon turmeric,o 1 teaspoon turmeric,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon turmeric,o 1 teaspoon turmeric,o 1 teaspoon garam masala,o 1 teaspoon garam masala,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon garam masala,o 1 teaspoon garam masala,o 1 teaspoon salt,o 1 teaspoon salt,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 1 teaspoon salt,o 1 teaspoon salt,o 2 tablespoons oil,o 2 tablespoons oil,1.0,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,7,7,1
o 2 tablespoons oil,o 2 tablespoons oil,Instructions :,Instructions:,0.85,-18.0,0,0,0,10.02,12.0,1.98,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,7,7,0
Instructions :,Instructions:,"o Wash and dry okra, then cut into pieces.","o Wash and dry okra, then cut into pieces.",0.75,18.0,0,0,0,12.0,10.02,-1.98,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,7,7,0
"o Wash and dry okra, then cut into pieces.","o Wash and dry okra, then cut into pieces.",o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,o Heat oil in a pan and sauté diced onion and minced garlic until translucent.,1.01,0.0,1,0,0,10.02,10.02,0.0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,7,7,1
