text_a,span_text_a,text_b,span_text_b,normalized_vertical_gap,indentation_change,same_alignment,is_centered_A,is_centered_B,font_size_a,font_size_b,font_size_diff,same_font,is_bold_A,is_bold_B,is_italic_A,is_italic_B,is_monospace_A,is_monospace_B,same_bold,same_italic,same_monospace,line_a_ends_punctuation,line_b_starts_lowercase,is_linea_in_rectangle,is_lineb_in_rectangle,both_in_table,neither_in_table,is_linea_hashed,is_lineb_hashed,both_hashed,neither_hashed,page_number_a,page_number_b,label
"entrained aerosol flow reactor coupled to a chemical ionization mass spectrometer CIMS Kercher et al., 2009.","zation mass spectrometer (CIMS) [Kercher et al., 2009].",The experimental technique is described in detail elsewhere,The experimental technique is described in detail elsewhere,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
The experimental technique is described in detail elsewhere,The experimental technique is described in detail elsewhere,"Bertram et al., 2009. Observations of gN 2 O 5  were made","[Bertram et al., 2009]. Observations of g(N2O5) were made",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Bertram et al., 2009. Observations of gN 2 O 5  were made","[Bertram et al., 2009]. Observations of g(N2O5) were made",at two urban sampling locations during the summer of 2008.,at two urban sampling locations during the summer of 2008.,1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
at two urban sampling locations during the summer of 2008.,at two urban sampling locations during the summer of 2008.,"Between July 3rd and 21st, observations were made from a","Between July 3rd and 21st, observations were made from a",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
"Between July 3rd and 21st, observations were made from a","Between July 3rd and 21st, observations were made from a",10 m tower adjacent to the NOAA Earth System Research,10 m tower adjacent to the NOAA Earth System Research,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
10 m tower adjacent to the NOAA Earth System Research,10 m tower adjacent to the NOAA Earth System Research,"Laboratory in Boulder, CO. Particle size distributions 65 nm","Laboratory in Boulder, CO. Particle size distributions (65 nm",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"Laboratory in Boulder, CO. Particle size distributions 65 nm","Laboratory in Boulder, CO. Particle size distributions (65 nm",to 1 mm were measured by an ultra-high sensitivity aerosol,to 1 mm) were measured by an ultra-high sensitivity aerosol,1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
to 1 mm were measured by an ultra-high sensitivity aerosol,to 1 mm) were measured by an ultra-high sensitivity aerosol,spectrometer and particle composition measured by an,spectrometer and particle composition measured by an,1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
spectrometer and particle composition measured by an,spectrometer and particle composition measured by an,Aerodyne compact time-of-flight aerosol mass spectrometer,Aerodyne compact time-of-flight aerosol mass spectrometer,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
Aerodyne compact time-of-flight aerosol mass spectrometer,Aerodyne compact time-of-flight aerosol mass spectrometer,"DeCarlo et al., 2006; Drewnick et al., 2005. Coincident","[DeCarlo et al., 2006; Drewnick et al., 2005]. Coincident",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
"DeCarlo et al., 2006; Drewnick et al., 2005. Coincident","[DeCarlo et al., 2006; Drewnick et al., 2005]. Coincident","measurements of gas-phase precursors e.g., O 3 and NO","measurements of gas-phase precursors (e.g., O3 and NO)",1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"measurements of gas-phase precursors e.g., O 3 and NO","measurements of gas-phase precursors (e.g., O3 and NO)",and basic meteorological parameters were also made during,and basic meteorological parameters were also made during,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
and basic meteorological parameters were also made during,and basic meteorological parameters were also made during,"the sampling period. Between August 6th and 16th, observations were made from a 5 m sampling mast extending",vations were made from a 5 m sampling mast extending,6.77,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
"the sampling period. Between August 6th and 16th, observations were made from a 5 m sampling mast extending",vations were made from a 5 m sampling mast extending,above an instrument sea container located at the NOAA,above an instrument sea container located at the NOAA,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1
above an instrument sea container located at the NOAA,above an instrument sea container located at the NOAA,L19803 1 of 5,L19803,7.5,-23.3,0,0,1,10,10.96,0.96,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
"total mass = 5.3 ± 1.5 mg m �3 , and particles contained high","total mass = 5.3 ± 1.5 mg m3), and particles contained high",organic mass fractions mean organic/sulfate mass ratio =,organic mass fractions (mean organic/sulfate mass ratio =,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
organic mass fractions mean organic/sulfate mass ratio =,organic mass fractions (mean organic/sulfate mass ratio =,6.1 ± 3.9. The median gN 2 O 5  observed in Boulder was,6.1 ± 3.9). The median g(N2O5) observed in Boulder was,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
6.1 ± 3.9. The median gN 2 O 5  observed in Boulder was,6.1 ± 3.9). The median g(N2O5) observed in Boulder was,"0.003 interquartile range of 0.9–1.2 � 10 �3 . In contrast,","0.003 (interquartile range of 0.9–1.2  103). In contrast,",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"0.003 interquartile range of 0.9–1.2 � 10 �3 . In contrast,","0.003 (interquartile range of 0.9–1.2  103). In contrast,","in Seattle, the ambient RH was higher 74 ± 13%, particle","in Seattle, the ambient RH was higher (74 ± 13%), particle",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"in Seattle, the ambient RH was higher 74 ± 13%, particle","in Seattle, the ambient RH was higher (74 ± 13%), particle",loadings were enhanced and more variable mean S a = 190 ±,loadings were enhanced and more variable (mean Sa = 190 ±,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
loadings were enhanced and more variable mean S a = 190 ±,loadings were enhanced and more variable (mean Sa = 190 ±,"115, total mass = 7.2 ± 4.1 mg m �3 , but particles had similar","115, total mass = 7.2 ± 4.1 mg m3), but particles had similar",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"115, total mass = 7.2 ± 4.1 mg m �3 , but particles had similar","115, total mass = 7.2 ± 4.1 mg m3), but particles had similar",bulk particle chemical composition as in Boulder mean,bulk particle chemical composition as in Boulder (mean,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
bulk particle chemical composition as in Boulder mean,bulk particle chemical composition as in Boulder (mean,organic/sulfate = 7.1 ± 4.8. The median gN 2 O 5  observed,organic/sulfate = 7.1 ± 4.8). The median g(N2O5) observed,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
organic/sulfate = 7.1 ± 4.8. The median gN 2 O 5  observed,organic/sulfate = 7.1 ± 4.8). The median g(N2O5) observed,in Seattle was 0.009 interquartile range of 0.26–2.9 �,in Seattle was 0.009 (interquartile range of 0.26–2.9 ,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
in Seattle was 0.009 interquartile range of 0.26–2.9 �,in Seattle was 0.009 (interquartile range of 0.26–2.9 ,"10 �2 , a factor of three larger than measured in Boulder.","102), a factor of three larger than measured in Boulder.",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"10 �2 , a factor of three larger than measured in Boulder.","102), a factor of three larger than measured in Boulder.",mass ratio of POM to SO 24� for measurements made in,2 for measurements made in,110.58,-138.44,0,1,0,10,7.07,-2.93,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,1
mass ratio of POM to SO 24� for measurements made in,2 for measurements made in,"of POM to SOSeattle black and Boulder gray. b Calculated depen-dence of the molar ratio of H 24� for measurements made in Seattle, 2 Ol to NO �3 on the mass ratio",Seattle (black) and Boulder (gray). (b) Calculated depen-,3.7,-112.65,0,0,0,7.07,10,2.93,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"of POM to SOSeattle black and Boulder gray. b Calculated depen-dence of the molar ratio of H 24� for measurements made in Seattle, 2 Ol to NO �3 on the mass ratio",Seattle (black) and Boulder (gray). (b) Calculated depen-,8  These differences in the median gN 2 O 5  are grossly,[8] These differences in the median g(N2O5) are grossly,-121.22,259.03,0,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
8  These differences in the median gN 2 O 5  are grossly,[8] These differences in the median g(N2O5) are grossly,consistent with the difference in RH between the two,consistent with the difference in RH between the two,1,-7.94,0,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
consistent with the difference in RH between the two,consistent with the difference in RH between the two,locations leading to lower H 2 Ol in Boulder relative to,locations leading to lower H2O(l) in Boulder relative to,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
locations leading to lower H 2 Ol in Boulder relative to,locations leading to lower H2O(l) in Boulder relative to,"Seattle. But, RH alone is not sufficient for describing either","Seattle. But, RH alone is not sufficient for describing either",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Seattle. But, RH alone is not sufficient for describing either","Seattle. But, RH alone is not sufficient for describing either","the observed variability in, or the level of suppression of","the observed variability in, or the level of suppression of",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"the observed variability in, or the level of suppression of","the observed variability in, or the level of suppression of",gN 2 O 5  relative to that expected on aqueous solution,g(N2O5) relative to that expected on aqueous solution,0.94,0,1,0,1,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
gN 2 O 5  relative to that expected on aqueous solution,g(N2O5) relative to that expected on aqueous solution,"particles. For example, the strongly decreasing trend of","particles. For example, the strongly decreasing trend of",0.99,0,1,1,0,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"particles. For example, the strongly decreasing trend of","particles. For example, the strongly decreasing trend of",gN 2 O 5  with the increasing mass ratio of particulate 2�,g(N2O5) with the increasing mass ratio of particulate,0.94,0,1,0,1,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
gN 2 O 5  with the increasing mass ratio of particulate 2�,g(N2O5) with the increasing mass ratio of particulate,organic matter POM to sulfate SO 4  observed in the,organic matter (POM) to sulfate (SO4,0.99,0,1,1,0,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
organic matter POM to sulfate SO 4  observed in the,organic matter (POM) to sulfate (SO4,"Seattle data, and the lack of such a correlation in the","Seattle data, and the lack of such a correlation in the",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Seattle data, and the lack of such a correlation in the","Seattle data, and the lack of such a correlation in the","Boulder data Figure 1a, provide insights into the particle","Boulder data (Figure 1a), provide insights into the particle",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"Boulder data Figure 1a, provide insights into the particle","Boulder data (Figure 1a), provide insights into the particle",characteristics that exert control over gN 2 O 5 . In what,characteristics that exert control over g(N2O5). In what,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
characteristics that exert control over gN 2 O 5 . In what,characteristics that exert control over g(N2O5). In what,"follows, we investigate the dependence of gN 2 O 5  on","follows, we investigate the dependence of g(N2O5) on",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"follows, we investigate the dependence of gN 2 O 5  on","follows, we investigate the dependence of g(N2O5) on","POM, making the reasonable assumption that the aerosol","POM, making the reasonable assumption that the aerosol",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"POM, making the reasonable assumption that the aerosol","POM, making the reasonable assumption that the aerosol","particles are largely internal mixtures Murphy et al., 2006","particles are largely internal mixtures [Murphy et al., 2006]",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"particles are largely internal mixtures Murphy et al., 2006","particles are largely internal mixtures [Murphy et al., 2006]",see auxiliary material. 1,(see auxiliary material).1,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
see auxiliary material. 1,(see auxiliary material).1,"9  In the absence of POM, gN 2 O 5  should be controlled","[9] In the absence of POM, g(N2O5) should be controlled",1,7.94,0,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
"9  In the absence of POM, gN 2 O 5  should be controlled","[9] In the absence of POM, g(N2O5) should be controlled",by the RH-dependent liquid water content and the molarityof nucleophiles such as NO �3 and chloride Cl �  Bertram,by the RH-dependent liquid water content and the molarity,1,-7.94,0,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
by the RH-dependent liquid water content and the molarityof nucleophiles such as NO �3 and chloride Cl �  Bertram,by the RH-dependent liquid water content and the molarity,"and Thornton, 2009; Griffiths et al., 2009; Wahner et al.,","and Thornton, 2009; Griffiths et al., 2009; Wahner et al.,",6.77,0,1,0,1,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"and Thornton, 2009; Griffiths et al., 2009; Wahner et al.,","and Thornton, 2009; Griffiths et al., 2009; Wahner et al.,","1998; Behnke et al., 1997. In both locations studied, when","1998; Behnke et al., 1997]. In both locations studied, when",1,0,1,1,1,10,10,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"1998; Behnke et al., 1997. In both locations studied, when","1998; Behnke et al., 1997]. In both locations studied, when","POM/SO 24� was lowest, the non-refractory particle compo","2 was lowest, the non-refractory particle compo-",-0.11,36.96,0,1,0,10,7.07,-2.93,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"POM/SO 24� was lowest, the non-refractory particle compo","2 was lowest, the non-refractory particle compo-","of POM to SO 24� for measurements made in Seattle,","2 for measurements made in Seattle,",3.66,-218.04,0,0,0,7.07,7.07,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"of POM to SO 24� for measurements made in Seattle,","2 for measurements made in Seattle,",assuming that POM does circles and does not squares,assuming that POM does (circles) and does not (squares),3.7,-70.02,0,0,0,7.07,10,2.93,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
assuming that POM does circles and does not squares,assuming that POM does (circles) and does not (squares),contribute to H 2 Ol uptake. Data points are equal,contribute to H2O(l) uptake. Data points are equal,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
contribute to H 2 Ol uptake. Data points are equal,contribute to H2O(l) uptake. Data points are equal,"population binned medians, where the bar corresponds to","population binned medians, where the bar corresponds to",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"population binned medians, where the bar corresponds to","population binned medians, where the bar corresponds to",the interquartile range of the calculations. The shaded �,the interquartile range of the calculations. The shaded,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
the interquartile range of the calculations. The shaded �,the interquartile range of the calculations. The shaded,region in panel b represents values of H 2 Ol/NO 3,region (in panel b) represents values of [H2O(l)]/[NO3,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
region in panel b represents values of H 2 Ol/NO 3,region (in panel b) represents values of [H2O(l)]/[NO3,where laboratory measurements predict suppression ingN 2 O 5  due to the NO �3 effect.,where laboratory measurements predict suppression in,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
where laboratory measurements predict suppression ingN 2 O 5  due to the NO �3 effect.,where laboratory measurements predict suppression in,� effect., effect.,-0.3,95.81,0,0,0,10,7.07,-2.93,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
� effect., effect.,"Pacific Marine Environmental Laboratory, 10 km NE of","Pacific Marine Environmental Laboratory, 10 km NE of",11.93,-95.81,0,0,0,7.07,10,2.93,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
"Pacific Marine Environmental Laboratory, 10 km NE of","Pacific Marine Environmental Laboratory, 10 km NE of","downtown Seattle, WA. Particle size distributions 10 nm to","downtown Seattle, WA. Particle size distributions (10 nm to",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"downtown Seattle, WA. Particle size distributions 10 nm to","downtown Seattle, WA. Particle size distributions (10 nm to",10 mm were measured with two differential mobility,10 mm) were measured with two differential mobility,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
10 mm were measured with two differential mobility,10 mm) were measured with two differential mobility,particle sizing instruments and aerodynamic particle sizer.,particle sizing instruments and aerodynamic particle sizer.,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
particle sizing instruments and aerodynamic particle sizer.,particle sizing instruments and aerodynamic particle sizer.,Sub-micron particle composition was measured by an,Sub-micron particle composition was measured by an,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
Sub-micron particle composition was measured by an,Sub-micron particle composition was measured by an,Aerodyne quadrupole aerosol mass spectrometer Jayne et,Aerodyne quadrupole aerosol mass spectrometer [Jayne et,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
Aerodyne quadrupole aerosol mass spectrometer Jayne et,Aerodyne quadrupole aerosol mass spectrometer [Jayne et,"al., 2000.","al., 2000].",1,0,1,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"al., 2000.","al., 2000].",6  We interpret these results using a newly developed,[6] We interpret these results using a newly developed,1,7.99,0,0,0,10,10,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
6  We interpret these results using a newly developed,[6] We interpret these results using a newly developed,"parameterization of gN 2 O 5  Bertram and Thornton, 2009","parameterization of g(N2O5) [Bertram and Thornton, 2009]",1,-8,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"parameterization of gN 2 O 5  Bertram and Thornton, 2009","parameterization of g(N2O5) [Bertram and Thornton, 2009]",that is driven by observations of particle composition and,that is driven by observations of particle composition and,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
that is driven by observations of particle composition and,that is driven by observations of particle composition and,"RH, and calculations of H 2 Ol as determined by the aerosol","RH, and calculations of H2O(l) as determined by the aerosol",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"RH, and calculations of H 2 Ol as determined by the aerosol","RH, and calculations of H2O(l) as determined by the aerosol","inorganics model AIM Model II Carslaw et al., 1995.","inorganics model (AIM Model II) [Carslaw et al., 1995].",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"inorganics model AIM Model II Carslaw et al., 1995.","inorganics model (AIM Model II) [Carslaw et al., 1995].",This approach permits us to directly assess the dependence,This approach permits us to directly assess the dependence,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,1
This approach permits us to directly assess the dependence,This approach permits us to directly assess the dependence,of the observed gN 2 O 5  on the factors outlined in section 1.,of the observed g(N2O5) on the factors outlined in section 1.,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
of the observed gN 2 O 5  on the factors outlined in section 1.,of the observed g(N2O5) on the factors outlined in section 1.,3. Observed Dependence of gN 2 O 5  on Particle,Observed Dependence of g(N2O5) on Particle,8.85,19.22,0,0,0,10,11,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,2,2,0
3. Observed Dependence of gN 2 O 5  on Particle,Observed Dependence of g(N2O5) on Particle,Chemical Composition,Chemical Composition,1.24,-19.22,0,0,0,11,11,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,0
Chemical Composition,Chemical Composition,"7  In Boulder, the ambient RH was low 30 ± 15%,","[7] In Boulder, the ambient RH was low (30 ± 15%),",3.5,7.99,0,0,0,11,10,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"7  In Boulder, the ambient RH was low 30 ± 15%,","[7] In Boulder, the ambient RH was low (30 ± 15%),","particle loadings were rather uniform mean S a = 108 ± 35,","particle loadings were rather uniform (mean Sa = 108 ± 35,",1,-7.99,0,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"particle loadings were rather uniform mean S a = 108 ± 35,","particle loadings were rather uniform (mean Sa = 108 ± 35,","POM/SO 24� was lowest, the non-refractory particle compo- �","2 was lowest, the non-refractory particle compo-",-176.48,288.06,0,0,0,10,7.07,-2.93,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"POM/SO 24� was lowest, the non-refractory particle compo- �","2 was lowest, the non-refractory particle compo-",sition was mainly ammonium sulfate AS with trace NO 3,sition was mainly ammonium sulfate (AS) with trace NO3,3.7,-36.96,0,0,0,7.07,10,2.93,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
sition was mainly ammonium sulfate AS with trace NO 3,sition was mainly ammonium sulfate (AS) with trace NO3,"and Cl � Figure S1, and our observations of gN 2 O 5  are in","and Cl (Figure S1), and our observations of g(N2O5) are in",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"and Cl � Figure S1, and our observations of gN 2 O 5  are in","and Cl (Figure S1), and our observations of g(N2O5) are in",good agreement with both laboratory measurements and the,good agreement with both laboratory measurements and the,1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
good agreement with both laboratory measurements and the,good agreement with both laboratory measurements and the,parameterization of Bertram and Thornton 2009. Probing,parameterization of Bertram and Thornton [2009]. Probing,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
parameterization of Bertram and Thornton 2009. Probing,parameterization of Bertram and Thornton [2009]. Probing,the response of gN 2 O 5  to an increasing mass fraction of,the response of g(N2O5) to an increasing mass fraction of,1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
the response of gN 2 O 5  to an increasing mass fraction of,the response of g(N2O5) to an increasing mass fraction of,"POM, in both Boulder and Seattle, permits us to assess the","POM, in both Boulder and Seattle, permits us to assess the",1,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,2,2,1
"POM, in both Boulder and Seattle, permits us to assess the","POM, in both Boulder and Seattle, permits us to assess the",potential affects of POM on gN 2 O 5 . POM has been,potential affects of POM on g(N2O5). POM has been,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
potential affects of POM on gN 2 O 5 . POM has been,potential affects of POM on g(N2O5). POM has been,"suggested to influence gN 2 O 5  via: i altering H 2 Ol,","suggested to influence g(N2O5) via: i) altering H2O(l),",1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"suggested to influence gN 2 O 5  via: i altering H 2 Ol,","suggested to influence g(N2O5) via: i) altering H2O(l),",which has been shown to influence gN 2 O 5  either through,which has been shown to influence g(N2O5) either through,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
which has been shown to influence gN 2 O 5  either through,which has been shown to influence g(N2O5) either through,"a direct Hchanging particle H 2 Ol limitation  2 Ol/NOThornton et al. �3  Mentel et al., 2003 or by, 1999, and/","a direct H2O(l) limitation [Thornton et al., 2003] or by",1,0,1,0,1,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"a direct Hchanging particle H 2 Ol limitation  2 Ol/NOThornton et al. �3  Mentel et al., 2003 or by, 1999, and/","a direct H2O(l) limitation [Thornton et al., 2003] or by",or ii the formation of organic coatings on aqueous cores,or ii) the formation of organic coatings on aqueous cores,6.77,0,1,1,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
or ii the formation of organic coatings on aqueous cores,or ii) the formation of organic coatings on aqueous cores,that inhibit the accommodation or reaction of N 2 O 5 Badger,that inhibit the accommodation or reaction of N2O5 [Badger,1,0,1,0,0,10,10,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
that inhibit the accommodation or reaction of N 2 O 5 Badger,that inhibit the accommodation or reaction of N2O5 [Badger,"et al., 2006; McNeill et al., 2006; Folkers et al., 2003.","et al., 2006; McNeill et al., 2006; Folkers et al., 2003].",1,0,1,0,1,10,10,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,2,2,1
"et al., 2006; McNeill et al., 2006; Folkers et al., 2003.","et al., 2006; McNeill et al., 2006; Folkers et al., 2003].",parameterization of Bertram and Thornton 2009. Probing,with that predicted by the Bertram and Thornton [2009],35.61,0,1,1,0,10,10,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,2,2,1
